date,ticker,name,price,change,confidence,feature1,feature2,feature3,feature4
2025-08-26,VRTX,VRTX,385.56,-0.622060727021845,7,RSI,MA(5),MA(20),MACD
2025-08-26,VRTX,VRTX,385.56,-0.622060727021845,7,RSI,MA(5),MA(20),MACD
2025-08-26,ZM,ZM,80.9,-0.4983620402769776,2,RSI,Vol(5),GARCH vol,ΔVIX
2025-08-26,ZM,ZM,80.9,-0.4983620402769776,2,RSI,Vol(5),GARCH vol,ΔVIX
2025-08-26,AMD,AMD,166.69,-0.7295875275255282,6,Overnight drift,MA(5),MA(20),RSI
2025-08-26,AMD,AMD,166.69,-0.7295875275255282,6,Overnight drift,MA(5),MA(20),RSI
2025-08-26,DG,DG,111.79,-0.5716390764341869,1,Overnight drift,GARCH vol,MA(20),RSI
2025-08-26,DG,DG,111.79,-0.5716390764341869,1,Overnight drift,GARCH vol,MA(20),RSI
2025-08-26,DLTR,DLTR,111.87,-0.7295875275255282,6,Overnight drift,RSI,MA(20),MA(5)
2025-08-26,DLTR,DLTR,111.87,-0.7295875275255282,6,Overnight drift,RSI,MA(20),MA(5)
2025-08-26,EMR,EMR,132.33,-0.7295875275255282,6,MA(20),MA(5),RSI,Overnight drift
2025-08-26,EMR,EMR,132.33,-0.7295875275255282,6,MA(20),MA(5),RSI,Overnight drift
2025-08-26,MCD,MCD,311.4,-0.6463116115538078,3,Overnight drift,RSI,MA(5),Bollinger %B
2025-08-26,MCD,MCD,311.4,-0.6463116115538078,3,Overnight drift,RSI,MA(5),Bollinger %B
2025-08-26,SPGI,SPGI,544.8,-0.7295875275255282,6,Overnight drift,RSI,MA(5),MA(20)
2025-08-26,SPGI,SPGI,544.8,-0.7295875275255282,6,Overnight drift,RSI,MA(5),MA(20)
2025-08-26,CHD,CHD,91.92,-0.8582859684662193,6,RSI,Overnight drift,MA(5),MA(20)
2025-08-26,CHD,CHD,91.92,-0.8582859684662193,6,RSI,Overnight drift,MA(5),MA(20)
2025-08-26,CSCO,CSCO,66.38,-0.8582859684662193,6,RSI,MA(5),MA(20),Overnight drift
2025-08-26,CSCO,CSCO,66.38,-0.8582859684662193,6,RSI,MA(5),MA(20),Overnight drift
2025-08-26,NOW,NOW,872.61,-0.726465480356114,2,MA(20),MA(5),RSI,GARCH vol
2025-08-26,NOW,NOW,872.61,-0.726465480356114,2,MA(20),MA(5),RSI,GARCH vol
2025-08-26,WMB,WMB,56.52,-0.8294209129174671,5,Overnight drift,MA(20),RSI,ΔVIX
2025-08-26,WMB,WMB,56.52,-0.8294209129174671,5,Overnight drift,MA(20),RSI,ΔVIX
2025-08-26,KMI,KMI,26.21,-0.9869844094069102,6,MA(20),RSI,MA(5),Vol(5)
2025-08-26,KMI,KMI,26.21,-0.9869844094069102,6,MA(20),RSI,MA(5),Vol(5)
2025-08-26,TSLA,TSLA,341.43,-1.1156828503476013,6,RSI,MA(5),MA(20),MACD
2025-08-26,TSLA,TSLA,341.43,-1.1156828503476013,6,RSI,MA(5),MA(20),MACD
2025-08-26,NFLX,NFLX,1206.29,-1.2443812912882923,6,RSI,MA(5),MA(20),MACD
2025-08-26,NFLX,NFLX,1206.29,-1.2443812912882923,6,RSI,MA(5),MA(20),MACD
2025-08-26,SBUX,SBUX,85.02,-1.2443812912882923,6,RSI,Overnight drift,MA(5),MA(20)
2025-08-26,SBUX,SBUX,85.02,-1.2443812912882923,6,RSI,Overnight drift,MA(5),MA(20)
2025-08-26,ROK,ROK,341.32,-2.3353154634740902,5,Overnight drift,RSI,MA(5),MACD
2025-08-26,ROK,ROK,341.32,-2.3353154634740902,5,Overnight drift,RSI,MA(5),MACD
2025-08-27,SLB,SLB,36.15,2.5313657006952024,6,Overnight drift,RSI,Bollinger %B,MA(5)
2025-08-27,TGT,TGT,98.52,2.4026672597545113,6,Overnight drift,RSI,MA(20),MA(5)
2025-08-27,COP,COP,99.26,2.2739688188138203,6,Overnight drift,RSI,GARCH vol,Bollinger %B
2025-08-27,FANG,FANG,146.63,2.2739688188138203,6,Overnight drift,RSI,MA(20),GARCH vol
2025-08-27,HAL,HAL,22.33,2.2739688188138203,6,Overnight drift,MA(20),GARCH vol,Bollinger %B
2025-08-27,MPC,MPC,176.79,1.8878734959917474,6,Overnight drift,RSI,MA(20),Bollinger %B
2025-08-27,PFE,PFE,25.48,1.8878734959917474,6,RSI,Overnight drift,Bollinger %B,MA(20)
2025-08-27,SCHW,SCHW,99.13,1.8878734959917474,6,Overnight drift,MA(20),RSI,MA(5)
2025-08-27,CRM,CRM,249.22,1.6527921949165545,4,RSI,MACD,MA(5),MA(20)
2025-08-27,CVX,CVX,160.25,1.7591750550510565,6,Overnight drift,RSI,Bollinger %B,MA(20)
2025-08-27,TXN,TXN,209.19,1.7591750550510565,6,Overnight drift,MACD,MA(20),RSI
2025-08-27,CI,CI,305.22,1.6304766141103655,6,Overnight drift,RSI,MA(20),MA(5)
2025-08-27,XYL,XYL,145.49,1.5017781731696744,6,Overnight drift,RSI,GARCH vol,MA(5)
2025-08-27,UNH,UNH,304.56,1.3730797322289834,6,Overnight drift,MA(20),MA(5),GARCH vol
2025-08-27,DG,DG,111.68,1.0686206404748189,2,Overnight drift,GARCH vol,MA(20),RSI
2025-08-27,SYY,SYY,80.62,1.2443812912882923,6,Overnight drift,RSI,MA(5),Bollinger %B
2025-08-27,AMGN,AMGN,292.81,1.1156828503476013,6,Overnight drift,RSI,MA(20),Bollinger %B
2025-08-27,C,C,96.73,1.0011784658864857,3,MA(20),Overnight drift,MA(5),RSI
2025-08-27,ELV,ELV,313.49,1.1156828503476013,6,GARCH vol,RSI,Overnight drift,MA(20)
2025-08-27,HON,HON,225.04,1.1156828503476013,6,Overnight drift,RSI,MA(20),MACD
2025-08-27,KR,KR,69.68,1.0011784658864857,3,Overnight drift,RSI,MA(20),MA(5)
2025-08-27,MMC,MMC,208.72,1.1156828503476013,6,Overnight drift,RSI,MA(5),Bollinger %B
2025-08-27,ADI,ADI,258.15,0.9869844094069102,6,Overnight drift,RSI,MA(20),Bollinger %B
2025-08-27,COST,COST,950.66,0.9869844094069102,6,Overnight drift,RSI,MA(5),MACD
2025-08-27,EIX,EIX,55.46,0.9869844094069102,6,Overnight drift,RSI,Bollinger %B,Vol(5)
2025-08-27,HD,HD,411.56,0.9869844094069102,6,RSI,MA(5),MA(20),Overnight drift
2025-08-27,ITW,ITW,268.87,0.9869844094069102,6,Overnight drift,RSI,MA(20),Bollinger %B
2025-08-27,LOW,LOW,260.88,0.9869844094069102,6,Overnight drift,RSI,MA(5),MA(20)
2025-08-27,MDT,MDT,93.09,0.9869844094069102,6,RSI,Overnight drift,GARCH vol,Vol(5)
2025-08-27,MU,MU,118.1,0.8828895144422597,3,MA(20),MA(5),Overnight drift,RSI
2025-08-27,XOM,XOM,112.37,0.9204951218228465,4,Overnight drift,RSI,Bollinger %B,MA(5)
2025-08-27,AON,AON,372.17,0.8582859684662193,6,RSI,Overnight drift,MA(5),Vol(5)
2025-08-27,AVGO,AVGO,300.96,0.8582859684662193,6,MA(20),RSI,Overnight drift,MACD
2025-08-27,AOS,AOS,72.82,0.6124137603165458,2,RSI,Overnight drift,ΔVIX,MA(5)
2025-08-27,BIIB,BIIB,137.68,0.7039297003710819,5,RSI,MA(20),MA(5),Bollinger %B
2025-08-27,CAT,CAT,434.41,0.7295875275255282,6,Overnight drift,MA(20),RSI,MA(5)
2025-08-27,SO,SO,93.69,0.6463116115538078,3,RSI,Overnight drift,MA(5),MA(20)
2025-08-27,AAPL,AAPL,230.29,0.6008890865848372,6,Overnight drift,MA(20),MA(5),RSI
2025-08-27,D,D,60.19,0.622060727021845,7,RSI,Overnight drift,ΔVIX,MACD
2025-08-27,ISRG,ISRG,477.21,0.622060727021845,7,MA(5),MA(20),RSI,GARCH vol
2025-08-27,TFC,TFC,46.65,0.622060727021845,7,Overnight drift,RSI,MA(5),MA(20)
2025-08-27,UNP,UNP,224.24,0.5543465852759926,4,RSI,MA(5),MA(20),Overnight drift
2025-08-27,WEC,WEC,107.83,0.622060727021845,7,RSI,Overnight drift,MA(5),MA(20)
2025-08-27,LLY,LLY,746.64,0.49033776601872414,7,Overnight drift,RSI,MA(20),MACD
2025-08-27,PEP,PEP,147.72,0.49033776601872414,7,Overnight drift,RSI,ΔVIX,Vol(5)
2025-08-27,PH,PH,765.15,0.47219064564414615,6,MA(20),MA(5),Overnight drift,Bollinger %B
2025-08-27,AMZN,AMZN,229.57,0.3586148050156035,7,RSI,MA(5),Overnight drift,GARCH vol
2025-08-27,CB,CB,272.98,0.3586148050156035,7,Overnight drift,RSI,MA(5),GARCH vol
2025-08-27,CDNS,CDNS,345.16,0.32745606273192623,5,MA(20),MA(5),RSI,ΔVIX
2025-08-27,DE,DE,489.08,0.2702586001978411,2,Overnight drift,MA(20),MACD,RSI
2025-08-27,DHR,DHR,206.96,0.3434922047034551,6,MA(20),RSI,MA(5),Overnight drift
2025-08-27,FAST,FAST,50.14,0.3586148050156035,7,RSI,Overnight drift,Bollinger %B,MA(20)
2025-08-27,GE,GE,274.97,0.3586148050156035,7,MA(20),MA(5),Overnight drift,RSI
2025-08-27,IDXX,IDXX,644.02,0.3586148050156035,7,MA(5),MA(20),RSI,MACD
2025-08-27,JNJ,JNJ,177.12,0.3586148050156035,7,RSI,Overnight drift,MA(5),MA(20)
2025-08-27,KO,KO,69.08,0.3434922047034551,6,RSI,Overnight drift,MA(5),Bollinger %B
2025-08-27,LMT,LMT,457.31,0.32745606273192623,5,MACD,RSI,ΔVIX,Overnight drift
2025-08-27,PANW,PANW,185.45,0.31024756091142325,4,MA(20),MA(5),MACD,ΔVIX
2025-08-27,ZBH,ZBH,107.87,0.31024756091142325,4,Overnight drift,MA(20),MACD,Bollinger %B
2025-08-27,ADBE,ADBE,356.2,0.201964850185541,5,MA(20),MA(5),RSI,MACD
2025-08-27,BAC,BAC,50.27,0.201964850185541,5,RSI,MA(5),MA(20),Overnight drift
2025-08-27,GOOGL,GOOGL,206.97,0.2268918440124828,7,Overnight drift,MA(20),GARCH vol,RSI
2025-08-27,INTC,INTC,24.37,0.1562068801582729,2,Overnight drift,MA(5),RSI,MA(20)
2025-08-27,NVDA,NVDA,183.0,0.2268918440124828,7,MA(5),MA(20),RSI,GARCH vol
2025-08-27,OKE,OKE,74.58,0.1562068801582729,2,MA(5),MA(20),Overnight drift,Vol(5)
2025-08-27,PCAR,PCAR,100.48,0.2268918440124828,7,Overnight drift,MA(20),RSI,Vol(5)
2025-08-27,PSX,PSX,130.18,0.2268918440124828,7,Overnight drift,MA(20),MA(5),RSI
2025-08-27,QCOM,QCOM,159.49,0.201964850185541,5,RSI,Overnight drift,MA(5),MA(20)
2025-08-27,REGN,REGN,588.67,0.1731558057769039,3,MACD,Bollinger %B,Vol(5),Daily return (t-1)
2025-08-27,RTX,RTX,159.98,0.1731558057769039,3,Overnight drift,MA(5),MA(20),GARCH vol
2025-08-27,SNPS,SNPS,597.28,0.2147937637627641,6,RSI,ΔVIX,GARCH vol,Overnight drift
2025-08-27,ADSK,ADSK,282.72,0.09516888300936208,7,RSI,ΔVIX,Daily return (t-1),GARCH vol
2025-08-27,AEP,AEP,112.69,0.054866854332677926,3,Overnight drift,MA(20),MA(5),RSI
2025-08-27,AMD,AMD,166.86,0.08609532282207308,6,MA(5),MA(20),RSI,MACD
2025-08-27,AXP,AXP,320.78,0.054866854332677926,3,Overnight drift,RSI,MA(5),MACD
2025-08-27,DLTR,DLTR,112.09,0.09516888300936208,7,RSI,MA(20),MACD,MA(5)
2025-08-27,ICE,ICE,178.89,0.08609532282207308,6,RSI,MA(20),Overnight drift,MA(5)
2025-08-27,MA,MA,592.12,0.08609532282207308,6,Overnight drift,RSI,GARCH vol,MA(5)
2025-08-27,V,V,351.48,0.08609532282207308,6,Overnight drift,MA(5),MA(20),RSI
2025-08-27,XEL,XEL,72.61,0.09516888300936208,7,MA(5),MA(20),Overnight drift,RSI
2025-08-27,ABBV,ABBV,207.97,-0.18819804872913862,4,Overnight drift,RSI,Bollinger %B,MA(20)
2025-08-27,AMP,AMP,515.92,-0.18819804872913862,4,RSI,Overnight drift,MA(20),MACD
2025-08-27,BLK,BLK,1137.65,-0.18819804872913862,4,Overnight drift,MACD,GARCH vol,RSI
2025-08-27,EOG,EOG,121.02,-0.2268918440124828,7,Overnight drift,RSI,ΔVIX,GARCH vol
2025-08-27,EXC,EXC,44.32,-0.2268918440124828,7,RSI,MA(5),Overnight drift,MA(20)
2025-08-27,FTNT,FTNT,77.67,-0.2268918440124828,7,MA(20),ΔVIX,RSI,MA(5)
2025-08-27,KHC,KHC,27.65,-0.2268918440124828,7,RSI,MA(5),MA(20),Bollinger %B
2025-08-27,NFLX,NFLX,1218.44,-0.2268918440124828,7,RSI,MA(5),Overnight drift,MACD
2025-08-27,PEG,PEG,83.33,-0.1731558057769039,3,RSI,MA(5),MA(20),Overnight drift
2025-08-27,PM,PM,167.01,-0.1562068801582729,2,Overnight drift,MA(20),MA(5),RSI
2025-08-27,ROP,ROP,523.26,-0.2268918440124828,7,Overnight drift,MA(20),MACD,ΔVIX
2025-08-27,ROST,ROST,148.01,-0.2147937637627641,6,RSI,Overnight drift,MA(20),GARCH vol
2025-08-27,SPGI,SPGI,551.28,-0.18819804872913862,4,Overnight drift,RSI,MA(5),MA(20)
2025-08-27,TMO,TMO,487.72,-0.1562068801582729,2,Overnight drift,RSI,MA(20),GARCH vol
2025-08-27,BMY,BMY,47.08,-0.3434922047034551,6,Overnight drift,MA(20),RSI,MA(5)
2025-08-27,DUK,DUK,122.95,-0.2702586001978411,2,MA(5),MA(20),RSI,Overnight drift
2025-08-27,JPM,JPM,297.44,-0.3586148050156035,7,MA(5),MA(20),RSI,Overnight drift
2025-08-27,MRK,MRK,84.67,-0.3586148050156035,7,RSI,GARCH vol,Overnight drift,Prev sign
2025-08-27,MSFT,MSFT,501.52,-0.3586148050156035,7,MA(20),Overnight drift,MA(5),GARCH vol
2025-08-27,NEE,NEE,74.61,-0.31024756091142325,4,Overnight drift,MA(5),MA(20),Vol(5)
2025-08-27,PG,PG,155.32,-0.3586148050156035,7,RSI,Overnight drift,Bollinger %B,MA(20)
2025-08-27,VRTX,VRTX,385.79,-0.3586148050156035,7,RSI,MA(5),MA(20),MACD
2025-08-27,ACN,ACN,254.17,-0.49033776601872414,7,Overnight drift,RSI,MA(5),MACD
2025-08-27,EMR,EMR,132.7,-0.49033776601872414,7,MA(20),MA(5),RSI,Overnight drift
2025-08-27,ETN,ETN,350.29,-0.49033776601872414,7,MA(20),MA(5),RSI,Overnight drift
2025-08-27,GILD,GILD,113.54,-0.49033776601872414,7,MA(20),MA(5),Overnight drift,RSI
2025-08-27,MNST,MNST,61.85,-0.4322970730937079,4,MA(5),MA(20),RSI,ΔVIX
2025-08-27,MS,MS,148.36,-0.4097337086653558,3,MA(20),MA(5),RSI,Overnight drift
2025-08-27,ORCL,ORCL,232.79,-0.3843103202374093,2,RSI,MA(20),Overnight drift,MA(5)
2025-08-27,ZM,ZM,78.51,-0.3843103202374093,2,RSI,Bollinger %B,Vol(5),GARCH vol
2025-08-27,ED,ED,99.1,-0.622060727021845,7,RSI,Overnight drift,MA(20),MA(5)
2025-08-27,HCA,HCA,399.46,-0.622060727021845,7,MA(20),RSI,Overnight drift,MA(5)
2025-08-27,LIN,LIN,479.02,-0.6008890865848372,6,Overnight drift,MA(20),GARCH vol,MA(5)
2025-08-27,WMT,WMT,95.35,-0.622060727021845,7,MA(5),MA(20),MACD,Overnight drift
2025-08-27,CL,CL,83.73,-0.7295875275255282,6,RSI,MA(5),MA(20),Overnight drift
2025-08-27,INTU,INTU,655.77,-0.5716390764341869,1,Overnight drift,MACD,MA(20),MA(5)
2025-08-27,WMB,WMB,56.71,-0.7295875275255282,6,Overnight drift,MA(20),RSI,Vol(5)
2025-08-27,CHD,CHD,91.59,-0.8582859684662193,6,RSI,Overnight drift,MA(5),Bollinger %B
2025-08-27,CSCO,CSCO,67.86,-0.7984456096405619,4,RSI,MA(5),MA(20),Overnight drift
2025-08-27,KMI,KMI,26.39,-0.8582859684662193,6,MA(20),RSI,MA(5),Vol(5)
2025-08-27,MCD,MCD,310.55,-0.7646005629980337,3,Overnight drift,RSI,MA(5),Bollinger %B
2025-08-27,NOW,NOW,862.16,-0.7646005629980337,3,MA(20),MA(5),RSI,Overnight drift
2025-08-27,META,META,744.48,-0.9869844094069102,6,MA(5),MA(20),Overnight drift,GARCH vol
2025-08-27,SBUX,SBUX,85.77,-0.9869844094069102,6,RSI,Overnight drift,MA(5),MA(20)
2025-08-27,BKNG,BKNG,5644.04,-1.0804033380102378,5,MA(5),MA(20),RSI,MACD
2025-08-27,GS,GS,739.63,-1.2443812912882923,6,RSI,MA(20),MA(5),Overnight drift
2025-08-27,IBM,IBM,239.64,-1.2443812912882923,6,MA(20),MA(5),RSI,MACD
2025-08-27,ROK,ROK,347.81,-2.2098242509277046,5,Overnight drift,RSI,MA(5),Bollinger %B
2025-08-27,TSLA,TSLA,343.92,-2.4026672597545113,6,RSI,MACD,MA(5),MA(20)
2025-08-28,SLB,SLB,36.89,2.5313657006952024,6,Overnight drift,RSI,Bollinger %B,MA(5)
2025-08-28,TGT,TGT,100.31,2.4026672597545113,6,Overnight drift,RSI,MA(20),MA(5)
2025-08-28,COP,COP,100.13,2.2739688188138203,6,Overnight drift,RSI,GARCH vol,Bollinger %B
2025-08-28,FANG,FANG,150.4,2.2739688188138203,6,Overnight drift,RSI,MA(20),MACD
2025-08-28,HAL,HAL,22.78,2.1452703778731292,6,Overnight drift,MA(20),GARCH vol,Bollinger %B
2025-08-28,PFE,PFE,25.58,2.016571936932438,6,RSI,Overnight drift,Bollinger %B,MA(20)
2025-08-28,CRM,CRM,254.6,1.7748417070988391,4,RSI,MACD,Bollinger %B,MA(5)
2025-08-28,CVX,CVX,162.25,1.8878734959917474,6,Overnight drift,RSI,Bollinger %B,MA(20)
2025-08-28,MPC,MPC,181.25,1.8878734959917474,6,Overnight drift,RSI,MA(20),Bollinger %B
2025-08-28,SCHW,SCHW,98.7,1.8878734959917474,6,Overnight drift,MA(20),RSI,MA(5)
2025-08-28,CI,CI,304.84,1.6304766141103655,6,Overnight drift,RSI,MA(20),MA(5)
2025-08-28,TXN,TXN,208.82,1.6304766141103655,6,Overnight drift,MA(20),MACD,RSI
2025-08-28,UNH,UNH,308.44,1.5017781731696744,6,Overnight drift,MA(20),MA(5),GARCH vol
2025-08-28,XYL,XYL,146.79,1.5017781731696744,6,Overnight drift,RSI,GARCH vol,MA(5)
2025-08-28,MU,MU,119.32,1.3313857631030082,5,MA(20),MA(5),Overnight drift,RSI
2025-08-28,SYY,SYY,81.3,1.2443812912882923,6,Overnight drift,RSI,MA(5),Daily return (t-1)
2025-08-28,AMGN,AMGN,291.18,1.1156828503476013,6,Overnight drift,RSI,MA(20),MA(5)
2025-08-28,C,C,97.79,0.9545689204352505,2,MA(20),Overnight drift,MA(5),RSI
2025-08-28,HD,HD,412.79,1.1156828503476013,6,RSI,MA(5),MA(20),Overnight drift
2025-08-28,HON,HON,223.72,1.1156828503476013,6,Overnight drift,RSI,MA(20),MACD
2025-08-28,ITW,ITW,269.81,1.1156828503476013,6,Overnight drift,RSI,MA(20),Bollinger %B
2025-08-28,MMC,MMC,208.67,1.1156828503476013,6,Overnight drift,RSI,MA(5),Bollinger %B
2025-08-28,ADI,ADI,258.02,0.9869844094069102,6,Overnight drift,RSI,MA(20),Bollinger %B
2025-08-28,DG,DG,112.08,0.7895488455427335,1,Overnight drift,GARCH vol,MA(20),RSI
2025-08-28,EIX,EIX,55.93,0.9869844094069102,6,Overnight drift,RSI,Vol(5),Bollinger %B
2025-08-28,ELV,ELV,312.87,0.9869844094069102,6,RSI,GARCH vol,Overnight drift,MA(20)
2025-08-28,KR,KR,68.55,0.8405172003956822,2,Overnight drift,RSI,MA(20),MA(5)
2025-08-28,LLY,LLY,741.42,0.9869844094069102,6,Overnight drift,RSI,MA(20),MACD
2025-08-28,MDT,MDT,92.96,0.9869844094069102,6,RSI,Overnight drift,GARCH vol,Bollinger %B
2025-08-28,XOM,XOM,113.83,0.9549121254638524,5,Overnight drift,RSI,Bollinger %B,MA(5)
2025-08-28,AON,AON,371.53,0.8582859684662193,6,RSI,Overnight drift,MA(5),Vol(5)
2025-08-28,COST,COST,957.67,0.8582859684662193,6,Overnight drift,RSI,MA(5),MACD
2025-08-28,LOW,LOW,260.82,0.8294209129174671,5,Overnight drift,RSI,MA(5),MA(20)
2025-08-28,AOS,AOS,72.89,0.6463116115538078,3,RSI,Overnight drift,MA(5),MA(20)
2025-08-28,BIIB,BIIB,137.32,0.7039297003710819,5,RSI,MA(20),MA(5),Bollinger %B
2025-08-28,CAT,CAT,435.83,0.7295875275255282,6,Overnight drift,MA(20),RSI,MA(5)
2025-08-28,ISRG,ISRG,474.59,0.7295875275255282,6,MA(5),MA(20),RSI,GARCH vol
2025-08-28,SO,SO,93.85,0.6124137603165458,2,RSI,Overnight drift,MA(5),MA(20)
2025-08-28,TFC,TFC,47.12,0.7295875275255282,6,Overnight drift,RSI,MA(5),MA(20)
2025-08-28,AVGO,AVGO,302.05,0.6008890865848372,6,MA(20),RSI,Overnight drift,MA(5)
2025-08-28,D,D,60.72,0.622060727021845,7,RSI,Overnight drift,MACD,Prev intraday
2025-08-28,UNP,UNP,222.12,0.5280226601095819,3,RSI,MA(20),MA(5),Overnight drift
2025-08-28,WEC,WEC,108.35,0.622060727021845,7,RSI,Overnight drift,MA(5),MA(20)
2025-08-28,AAPL,AAPL,231.62,0.49033776601872414,7,MA(20),Overnight drift,MA(5),RSI
2025-08-28,FAST,FAST,50.44,0.47219064564414615,6,RSI,Overnight drift,Bollinger %B,MA(20)
2025-08-28,NVDA,NVDA,182.49,0.49033776601872414,7,MA(5),MA(20),RSI,GARCH vol
2025-08-28,PEP,PEP,148.31,0.4529472752783114,5,Overnight drift,RSI,Prev sign,MACD
2025-08-28,PH,PH,771.73,0.47219064564414615,6,MA(20),MA(5),Overnight drift,Bollinger %B
2025-08-28,AMZN,AMZN,229.94,0.3586148050156035,7,RSI,MA(5),Overnight drift,GARCH vol
2025-08-28,CB,CB,273.99,0.3434922047034551,6,Overnight drift,RSI,MA(5),Vol(5)
2025-08-28,DHR,DHR,205.7,0.3434922047034551,6,MA(20),MA(5),RSI,Overnight drift
2025-08-28,JNJ,JNJ,177.42,0.3586148050156035,7,RSI,Overnight drift,MA(5),MA(20)
2025-08-28,KO,KO,69.06,0.32745606273192623,5,RSI,Overnight drift,MA(5),Bollinger %B
2025-08-28,LMT,LMT,455.96,0.32745606273192623,5,MACD,RSI,Overnight drift,MA(5)
2025-08-28,OKE,OKE,75.3,0.2914447572211299,3,MA(5),MA(20),Overnight drift,Vol(5)
2025-08-28,ZBH,ZBH,107.14,0.32745606273192623,5,Overnight drift,MA(20),Bollinger %B,MACD
2025-08-28,ADBE,ADBE,357.07,0.201964850185541,5,MA(20),MA(5),RSI,MACD
2025-08-28,BAC,BAC,50.49,0.2147937637627641,6,RSI,MA(5),MA(20),Overnight drift
2025-08-28,CDNS,CDNS,347.48,0.1731558057769039,3,MA(20),MA(5),RSI,Vol(5)
2025-08-28,GE,GE,273.97,0.2268918440124828,7,MA(20),MA(5),Overnight drift,RSI
2025-08-28,IDXX,IDXX,642.31,0.2268918440124828,7,MA(5),MA(20),MACD,RSI
2025-08-28,PANW,PANW,187.93,0.1731558057769039,3,MA(20),MA(5),MACD,RSI
2025-08-28,PEG,PEG,82.97,0.1562068801582729,2,RSI,MA(5),MA(20),Overnight drift
2025-08-28,PM,PM,164.47,0.1731558057769039,3,Overnight drift,MA(20),MA(5),RSI
2025-08-28,PSX,PSX,132.9,0.2147937637627641,6,Overnight drift,MA(20),MA(5),RSI
2025-08-28,QCOM,QCOM,160.11,0.2147937637627641,6,RSI,Overnight drift,MA(5),MA(20)
2025-08-28,RTX,RTX,160.14,0.18819804872913862,4,Overnight drift,MA(5),MA(20),RSI
2025-08-28,SNPS,SNPS,604.31,0.18819804872913862,4,RSI,GARCH vol,Overnight drift,Vol(5)
2025-08-28,AEP,AEP,112.95,0.054866854332677926,3,Overnight drift,MA(20),MA(5),RSI
2025-08-28,AXP,AXP,322.64,0.054866854332677926,3,Overnight drift,RSI,MA(5),MACD
2025-08-28,EOG,EOG,122.99,0.08609532282207308,6,Overnight drift,RSI,GARCH vol,MA(5)
2025-08-28,GOOGL,GOOGL,207.64,0.07647363763915573,5,Overnight drift,MA(20),GARCH vol,RSI
2025-08-28,ICE,ICE,177.44,0.07647363763915573,5,RSI,MA(20),Overnight drift,MA(5)
2025-08-28,MA,MA,591.22,0.09516888300936208,7,Overnight drift,RSI,GARCH vol,MA(5)
2025-08-28,PCAR,PCAR,101.54,0.09516888300936208,7,Overnight drift,MA(20),RSI,Vol(5)
2025-08-28,V,V,350.68,0.09516888300936208,7,Overnight drift,MA(5),MA(20),RSI
2025-08-28,XEL,XEL,72.94,0.09516888300936208,7,MA(5),MA(20),Overnight drift,RSI
2025-08-28,ABBV,ABBV,207.67,-0.18819804872913862,4,Overnight drift,RSI,MA(20),Bollinger %B
2025-08-28,AMD,AMD,166.77,-0.2147937637627641,6,MA(5),MA(20),RSI,GARCH vol
2025-08-28,AMP,AMP,517.28,-0.18819804872913862,4,RSI,Overnight drift,MA(20),MACD
2025-08-28,BLK,BLK,1129.34,-0.201964850185541,5,Overnight drift,MACD,GARCH vol,RSI
2025-08-28,DE,DE,492.31,-0.1562068801582729,2,Overnight drift,MA(20),RSI,MACD
2025-08-28,DLTR,DLTR,112.6,-0.2268918440124828,7,RSI,MA(20),MA(5),MACD
2025-08-28,EXC,EXC,44.29,-0.2268918440124828,7,RSI,MA(5),Overnight drift,MA(20)
2025-08-28,KHC,KHC,27.83,-0.2268918440124828,7,RSI,MA(5),MA(20),Bollinger %B
2025-08-28,REGN,REGN,586.04,-0.1562068801582729,2,Bollinger %B,RSI,MA(5),MA(20)
2025-08-28,ROP,ROP,527.46,-0.2268918440124828,7,Overnight drift,MA(20),MACD,Daily return (t-1)
2025-08-28,ROST,ROST,149.99,-0.201964850185541,5,RSI,Overnight drift,MA(20),GARCH vol
2025-08-28,TMO,TMO,487.27,-0.1731558057769039,3,Overnight drift,RSI,MA(20),MA(5)
2025-08-28,ADSK,ADSK,284.92,-0.3586148050156035,7,RSI,Daily return (t-1),Bollinger %B,GARCH vol
2025-08-28,BMY,BMY,47.47,-0.3434922047034551,6,Overnight drift,MA(20),RSI,MA(5)
2025-08-28,DUK,DUK,123.35,-0.2702586001978411,2,MA(5),MA(20),RSI,Overnight drift
2025-08-28,FTNT,FTNT,77.85,-0.3586148050156035,7,MA(20),RSI,Overnight drift,MA(5)
2025-08-28,INTC,INTC,24.77,-0.32745606273192623,5,Overnight drift,MA(5),RSI,MA(20)
2025-08-28,JPM,JPM,298.21,-0.3586148050156035,7,MA(5),MA(20),RSI,Overnight drift
2025-08-28,MS,MS,149.01,-0.2447744227713668,1,MA(20),MA(5),RSI,Overnight drift
2025-08-28,MSFT,MSFT,504.92,-0.3586148050156035,7,MA(20),Overnight drift,MA(5),GARCH vol
2025-08-28,NEE,NEE,73.65,-0.32745606273192623,5,Overnight drift,MA(5),MA(20),GARCH vol
2025-08-28,PG,PG,156.4,-0.3586148050156035,7,RSI,Overnight drift,Bollinger %B,MA(20)
2025-08-28,SPGI,SPGI,547.98,-0.3434922047034551,6,Overnight drift,RSI,MA(5),MA(20)
2025-08-28,GILD,GILD,113.36,-0.49033776601872414,7,MA(20),MA(5),Overnight drift,RSI
2025-08-28,MNST,MNST,61.46,-0.4322970730937079,4,MA(5),MA(20),RSI,Daily return (t-1)
