Date,AAPL,MSFT,NVDA,AMZN,GOOGL,META,TSLA,BRK-B,UNH,JPM,V,LLY,XOM,MA,AVGO,JNJ,HD,PG,MRK,COST,ABBV,ADBE,PEP,CRM,NFLX,CVX,WMT,ACN,AMD,MCD,KO,BAC,TMO,INTC,LIN,AMGN,TXN,NEE,PFE,HON,MS,UNP,QCOM,PM,GS,NOW,VRTX,BKNG,LOW,RTX,ISRG,LMT,IBM,SBUX,GE,CAT,BLK,DE,ADI,MDT,ORCL,INTU,CSCO,MU,ADSK,PANW,SNPS,CDNS,FTNT,ZM,REGN,BMY,GILD,BIIB,DHR,CI,ELV,ZBH,IDXX,HCA,SCHW,AXP,C,TFC,SPGI,ICE,CB,AON,MMC,AMP,SLB,COP,EOG,PSX,MPC,OKE,WMB,KMI,HAL,FANG,TGT,DG,ROST,DLTR,KHC,SYY,KR,CL,MNST,CHD,ETN,EMR,ROP,PH,ITW,ROK,FAST,PCAR,XYL,AOS,SO,D,DUK,AEP,EXC,PEG,ED,WEC,EIX,XEL
2021-01-04,126.10,209.62,13.08,159.33,85.79,267.47,243.26,228.45,326.36,111.09,210.42,157.29,34.22,342.13,38.39,137.64,236.50,122.46,67.13,360.20,87.37,485.34,126.08,218.40,522.86,70.03,45.73,238.71,92.30,189.73,46.06,26.90,466.43,44.90,243.20,196.61,141.99,66.26,29.35,188.91,58.61,183.72,134.78,65.18,237.75,526.83,229.43,2136.99,147.00,61.25,266.67,304.89,96.87,92.79,51.13,166.11,636.55,252.48,134.81,101.40,59.57,360.88,38.47,72.32,296.84,58.61,254.70,135.76,29.11,359.98,480.80,51.63,50.28,242.95,194.21,190.22,300.85,143.47,491.77,157.22,49.57,111.25,50.61,37.75,320.87,106.88,139.52,197.06,105.90,174.84,20.03,33.36,39.55,58.54,36.13,28.46,15.98,10.25,17.45,39.89,156.55,195.97,111.27,106.94,27.97,64.00,29.04,75.47,45.30,81.90,109.75,70.62,408.39,249.98,183.22,227.05,20.09,47.65,94.58,49.54,49.53,60.67,74.39,68.43,24.81,47.89,59.55,77.08,49.26,56.90
2021-01-05,127.66,209.82,13.37,160.93,86.48,269.49,245.04,227.47,321.97,111.69,207.28,158.07,35.86,338.17,38.65,139.26,238.41,123.25,67.25,356.02,88.27,485.69,126.46,219.60,520.80,71.92,45.48,240.07,92.77,190.87,45.55,27.11,472.27,45.75,247.02,197.56,143.03,66.75,29.65,189.38,59.60,185.97,138.35,65.89,243.07,531.97,228.58,2160.68,147.49,62.14,268.35,308.56,98.59,93.09,52.60,167.46,639.92,258.74,137.22,102.21,58.83,358.13,38.49,75.46,301.70,58.36,258.89,136.14,28.35,360.83,481.39,51.77,50.19,246.39,199.03,188.10,297.57,145.95,497.26,158.54,49.58,111.84,51.92,38.01,316.25,107.11,139.63,196.82,105.17,173.81,21.11,35.27,42.77,60.11,37.32,29.88,16.46,10.51,18.91,43.75,158.97,193.18,111.36,107.13,27.43,64.41,28.83,75.64,45.71,81.16,110.91,71.84,408.03,255.61,183.85,227.60,20.36,48.06,94.47,49.86,49.86,59.94,74.42,68.34,24.78,47.89,58.89,76.83,49.52,56.35
2021-01-06,123.36,204.38,12.58,156.92,85.63,261.87,251.99,230.27,335.48,116.93,205.45,156.17,36.78,338.29,38.41,140.57,239.77,124.54,68.31,350.60,87.51,466.31,124.91,214.27,500.49,74.24,45.77,242.69,90.33,190.44,44.11,28.80,479.67,46.20,255.13,202.32,143.74,70.02,29.40,192.83,63.20,189.86,137.22,65.98,256.19,507.25,226.65,2221.64,149.47,62.91,264.26,307.89,101.05,93.77,55.48,176.78,658.17,273.91,137.84,103.88,58.69,350.49,38.86,75.31,302.87,57.55,249.70,130.64,27.62,344.41,468.08,51.90,51.82,247.75,205.63,193.65,310.05,150.11,483.60,163.87,53.94,115.98,54.91,40.01,316.64,109.18,146.28,199.21,105.89,183.79,22.28,36.68,43.67,59.66,38.08,30.23,17.09,10.85,19.29,45.91,166.51,201.20,116.23,112.97,27.73,67.27,29.11,73.60,45.35,81.28,116.86,74.26,412.14,263.91,188.55,238.18,20.70,49.95,98.45,51.58,51.08,61.22,75.38,68.89,25.59,48.90,60.14,77.80,50.99,57.59
2021-01-07,127.57,210.19,13.31,158.11,88.19,267.27,272.01,232.88,340.86,120.77,206.60,157.60,37.07,340.97,40.03,141.05,238.60,123.38,69.67,348.61,88.44,477.74,124.51,216.09,508.89,74.58,45.76,244.98,95.16,191.32,43.62,29.44,494.62,47.18,254.39,202.99,147.00,70.79,29.55,193.15,64.28,192.50,141.32,66.36,261.66,511.41,232.90,2211.81,150.05,62.46,269.40,303.04,100.81,93.01,55.04,177.12,672.01,282.75,143.67,103.74,59.16,357.90,39.35,77.27,315.20,60.52,258.84,137.05,28.65,342.50,479.15,52.45,52.30,250.44,208.55,203.88,318.61,149.22,495.19,166.79,55.49,115.06,55.55,41.20,316.85,109.25,145.23,199.00,105.74,186.01,22.71,37.68,46.50,60.20,39.16,30.89,17.12,11.04,18.86,46.29,168.43,203.45,115.97,114.75,27.53,67.31,28.76,73.20,46.75,80.29,119.30,74.29,419.68,264.39,188.75,239.09,20.96,49.72,102.92,52.21,51.02,59.90,74.53,67.05,25.33,48.20,58.92,75.27,50.53,56.47
2021-01-08,128.67,211.48,13.24,159.13,89.36,266.11,293.34,234.03,339.33,120.91,208.19,158.15,37.48,344.86,40.24,140.76,241.13,123.33,68.85,350.52,88.91,485.10,126.01,220.11,510.40,75.29,45.76,245.88,94.58,194.83,44.59,29.14,506.45,46.69,254.09,206.87,149.82,72.43,29.61,190.80,64.54,198.02,142.17,66.45,260.25,529.64,237.00,2252.98,151.28,62.53,272.92,297.33,100.45,95.10,55.38,177.15,677.41,277.26,144.71,104.62,59.45,364.14,39.43,75.62,319.85,61.09,262.80,136.19,29.63,349.61,496.60,52.56,52.74,252.54,211.84,204.16,318.32,148.89,513.20,165.53,55.41,115.18,55.01,40.53,314.71,110.96,144.81,197.70,105.87,187.33,22.67,37.68,46.70,59.24,38.29,30.30,16.93,10.95,18.64,46.27,170.63,201.67,116.34,112.97,27.47,69.05,28.58,73.69,47.49,80.76,117.26,74.07,420.19,263.73,188.48,241.18,21.40,49.38,101.88,51.60,51.38,60.10,74.67,66.45,25.44,49.24,58.94,75.01,50.73,56.99
2021-01-11,125.68,209.42,13.58,155.71,87.29,255.44,270.40,233.43,336.86,122.71,205.72,176.71,38.62,339.36,40.25,140.17,243.05,122.49,70.48,344.90,90.36,474.24,124.18,216.35,499.10,75.72,45.96,242.33,97.25,193.35,43.83,29.62,507.49,46.59,251.40,206.07,149.95,71.15,30.12,189.28,65.24,196.69,141.69,65.83,263.62,523.06,234.64,2193.46,152.44,62.48,271.22,298.73,100.49,94.14,55.92,176.78,686.57,278.22,146.15,103.57,59.12,362.08,39.70,76.84,317.81,60.80,260.43,134.69,29.63,337.71,500.77,54.65,52.29,267.52,212.39,203.35,319.92,148.94,506.55,164.65,56.60,114.50,55.91,40.76,307.34,110.98,143.62,194.73,105.04,187.35,22.81,38.24,47.28,60.54,38.65,31.29,17.10,11.14,19.06,47.52,172.11,201.15,114.88,112.43,26.84,69.05,28.70,73.51,46.47,80.31,117.33,74.79,427.43,266.89,187.68,241.90,21.29,49.61,100.59,52.28,51.08,59.67,74.04,66.12,25.23,48.96,57.93,74.16,50.22,55.81
2021-01-12,125.50,206.96,13.45,156.04,86.35,249.72,283.15,233.03,333.71,124.64,201.82,169.93,39.48,334.21,40.57,139.08,247.62,121.78,68.90,345.08,90.99,471.65,123.60,213.65,494.25,77.16,46.49,240.52,95.36,190.98,43.75,30.15,493.08,48.13,250.54,205.22,150.81,71.20,29.65,189.76,65.01,197.86,140.18,64.83,271.14,513.21,229.38,2168.84,154.89,64.02,262.81,302.42,100.99,92.53,57.53,180.14,696.48,284.98,146.88,102.51,58.55,355.59,40.07,77.61,320.13,61.75,258.58,133.72,30.58,356.81,503.59,55.03,51.93,267.39,209.40,208.25,316.15,149.72,496.73,165.49,57.50,115.03,56.10,41.81,304.13,111.18,145.93,195.06,105.43,190.12,23.86,39.97,49.53,61.77,40.41,33.02,17.83,11.50,20.51,51.25,175.48,204.07,115.15,114.18,26.29,69.78,28.48,73.61,46.99,79.32,118.61,76.01,419.11,270.40,188.82,244.55,21.77,50.31,100.41,54.00,49.08,58.73,73.74,65.33,25.36,49.28,57.24,72.72,50.91,54.94
2021-01-13,127.54,208.32,13.50,158.29,86.84,250.27,284.80,234.51,331.53,124.76,202.29,176.29,39.92,337.53,40.74,138.87,245.58,121.97,68.28,347.69,93.20,472.05,124.62,216.28,507.79,77.09,46.01,240.11,91.78,191.42,43.79,29.97,495.98,51.48,251.59,206.22,150.03,73.07,29.39,188.07,64.81,196.02,142.88,64.95,271.79,521.71,227.10,2155.10,155.66,63.11,270.48,305.64,99.20,92.60,56.50,178.64,698.28,284.16,146.32,103.76,58.21,354.90,39.70,78.05,314.33,60.97,257.14,134.12,29.58,364.63,509.71,54.44,51.48,266.67,208.66,206.94,312.04,152.64,497.58,163.79,55.91,115.76,56.26,41.67,300.46,111.16,146.41,199.32,105.87,188.74,23.24,39.65,47.97,60.12,39.30,33.17,17.68,11.57,19.99,50.16,173.47,203.92,113.25,112.47,26.15,67.79,28.91,73.82,45.94,79.89,115.90,74.81,402.70,268.96,186.92,241.74,21.38,50.03,99.82,53.58,49.83,59.31,75.92,65.59,25.80,50.42,58.67,74.93,51.47,56.34
2021-01-14,125.61,205.12,13.16,156.37,86.03,244.30,281.67,235.02,327.32,125.49,195.06,177.43,41.48,318.63,40.82,141.29,240.46,120.67,68.14,343.33,93.60,463.27,123.89,213.73,500.86,78.94,45.86,238.16,90.79,188.18,42.98,30.45,491.24,53.56,247.79,209.62,150.30,73.68,29.30,189.51,65.59,195.62,145.99,64.92,276.21,514.34,226.12,2155.26,156.17,63.50,265.71,307.37,100.80,91.63,56.94,180.01,665.81,285.70,147.22,102.93,57.78,355.44,39.51,79.41,311.11,60.53,257.91,135.40,29.51,383.24,515.70,55.53,52.20,280.29,205.93,204.14,304.57,152.33,488.90,161.67,55.74,117.07,58.07,42.52,294.81,109.07,145.20,199.05,104.48,192.35,23.69,40.35,49.68,62.11,40.36,33.97,18.04,11.82,20.16,50.48,174.52,199.27,111.27,109.97,26.21,67.23,29.95,73.33,45.68,79.92,115.17,75.44,397.10,273.56,185.28,242.04,21.22,50.20,100.12,52.75,49.27,58.31,76.00,66.16,25.66,49.65,57.70,74.08,50.19,55.08
2021-01-15,123.88,204.76,12.82,155.21,85.87,249.99,275.39,233.49,328.04,123.24,194.80,181.30,39.48,315.05,40.25,140.98,246.96,119.76,69.14,343.15,92.67,458.08,123.57,211.29,497.98,76.13,45.14,236.90,88.21,189.45,42.52,29.57,497.40,52.05,242.53,212.94,148.09,73.24,29.26,187.11,64.53,196.02,142.58,64.73,270.06,513.76,225.55,2092.70,157.05,61.94,259.47,307.22,100.34,92.09,55.33,177.48,651.72,278.67,145.64,102.09,57.95,360.79,39.76,78.84,308.51,60.81,258.92,134.64,29.31,384.53,515.72,55.97,52.98,275.84,205.98,202.40,308.26,149.99,489.46,162.15,55.20,115.53,54.05,41.58,294.59,108.66,144.61,200.32,104.34,193.58,22.73,38.04,47.24,60.10,39.00,33.52,17.88,11.71,19.22,48.29,171.69,197.58,111.17,108.34,26.14,67.29,30.45,73.27,45.83,80.61,113.83,74.91,401.20,267.97,183.28,235.46,21.29,49.58,98.20,52.21,49.79,59.18,76.38,67.54,26.13,51.02,58.66,75.64,50.38,56.29
2021-01-19,124.56,208.41,12.99,156.04,88.69,259.68,281.52,234.55,328.87,122.70,194.86,188.63,40.27,317.66,41.47,143.17,244.81,118.71,68.98,335.87,94.06,456.50,124.15,214.88,501.77,78.13,44.75,238.95,89.45,188.71,42.35,29.36,501.59,52.42,243.42,215.35,152.47,73.93,29.29,187.83,64.32,194.82,148.64,65.50,263.95,519.42,231.91,2135.96,157.06,62.09,259.47,302.11,100.84,92.28,55.82,177.91,656.99,278.28,148.22,103.40,57.49,374.34,39.55,83.51,310.97,60.67,268.20,137.62,29.64,393.87,531.61,56.14,56.11,273.84,205.42,204.16,305.68,149.81,484.93,159.59,55.65,119.88,53.59,41.73,301.51,108.37,144.77,201.50,104.70,197.96,23.20,38.78,48.27,62.65,40.87,33.47,17.84,11.75,19.03,48.93,165.84,192.56,108.33,108.05,26.44,66.66,30.38,72.35,45.04,80.54,115.99,75.52,403.94,271.38,184.74,240.43,21.26,50.17,98.92,52.55,50.95,58.26,74.94,67.74,25.81,49.99,58.56,74.94,49.57,56.08
2021-01-20,128.65,216.02,13.33,163.17,93.44,266.02,283.48,234.76,327.61,120.86,199.07,191.27,40.84,326.40,41.70,142.81,245.80,117.23,68.38,342.34,94.43,469.73,123.51,221.50,586.34,78.85,45.41,244.39,88.75,192.81,42.50,28.97,509.95,53.04,241.88,218.90,151.72,75.04,29.10,189.03,64.19,197.45,149.39,65.34,260.60,542.19,236.70,2133.01,158.56,61.62,266.19,302.26,101.67,94.91,55.63,176.33,664.06,283.89,147.56,104.26,57.74,378.73,39.68,81.55,308.58,61.76,273.43,140.10,30.06,382.80,539.96,55.72,56.88,270.28,206.24,211.20,303.63,153.12,495.04,161.37,55.06,121.95,53.22,41.31,309.98,108.19,145.20,204.18,105.84,198.12,23.13,38.24,48.05,63.16,40.94,33.40,17.83,11.78,18.61,49.42,165.96,191.68,109.36,107.54,26.85,68.58,29.89,71.77,44.81,80.14,116.43,76.39,409.88,269.57,184.90,243.17,20.54,50.27,98.67,53.14,50.61,58.77,75.27,67.77,25.95,50.92,58.95,75.35,49.04,56.70
2021-01-21,133.37,216.63,13.83,165.35,93.65,271.38,281.66,234.16,331.50,119.85,198.23,192.31,39.66,325.94,42.15,142.24,250.06,117.11,67.32,343.76,93.29,472.02,122.01,220.24,579.84,76.06,45.20,240.91,91.53,192.72,42.74,28.46,506.51,56.47,237.93,218.61,153.26,74.74,29.09,186.44,64.07,188.14,149.53,65.04,259.62,544.33,238.64,2083.52,158.52,60.97,266.22,300.49,102.89,94.12,54.06,176.19,664.65,288.20,147.06,103.05,57.41,371.23,39.48,83.03,306.46,60.94,272.87,138.62,29.95,382.81,533.19,53.98,56.03,270.12,202.80,209.14,303.80,152.65,496.44,160.84,55.15,120.52,52.06,40.86,305.92,106.52,146.46,201.80,104.34,196.98,22.08,36.41,43.92,61.29,40.25,32.53,17.22,11.53,17.99,49.55,168.58,194.11,109.67,107.79,26.78,68.41,30.01,70.95,44.60,80.44,115.64,76.27,410.75,262.36,183.85,246.60,20.31,55.53,97.85,53.32,49.97,58.95,74.78,67.96,25.93,50.14,58.28,74.90,48.32,56.42
2021-01-22,135.51,217.57,13.68,164.61,94.06,273.00,282.21,232.92,324.54,118.93,195.21,195.91,39.10,320.63,41.99,143.84,254.50,116.21,67.15,343.28,92.96,472.44,121.12,223.81,565.17,75.83,45.67,237.95,92.79,192.59,42.33,28.26,508.72,51.22,236.32,219.89,151.26,75.18,29.14,183.73,63.58,187.45,147.42,64.52,259.63,541.09,237.59,2040.37,158.57,60.49,248.03,300.68,92.70,93.52,54.26,175.96,658.25,287.89,143.64,101.89,56.61,364.52,39.18,80.36,299.17,60.77,270.14,137.42,30.25,383.40,535.48,54.30,56.00,269.44,207.10,206.58,296.61,150.82,492.86,160.42,54.87,119.30,51.61,40.95,303.43,105.58,142.13,198.90,104.05,196.84,22.28,35.99,43.79,60.78,40.56,32.51,17.17,11.58,17.83,51.96,169.14,192.70,107.71,107.88,26.89,66.95,30.33,70.36,44.10,80.31,115.00,75.80,408.61,258.57,183.52,245.01,20.12,55.59,97.34,53.07,50.19,59.35,74.87,68.89,25.64,50.15,58.01,74.52,48.29,56.12
2021-01-25,139.26,221.02,13.62,164.70,94.15,276.49,293.60,233.01,324.78,117.44,194.21,201.81,38.67,320.83,41.96,145.98,255.46,118.21,67.29,342.89,92.65,473.44,122.51,223.96,556.78,75.15,45.62,235.40,94.13,192.55,42.59,27.91,512.91,50.12,237.86,223.01,151.36,77.56,29.73,183.39,62.08,186.84,149.21,65.05,253.94,537.88,241.31,1993.16,160.14,59.33,250.67,303.89,92.68,93.10,53.67,171.75,647.44,281.31,141.92,102.17,57.12,364.11,39.41,79.39,293.64,60.13,269.63,135.90,30.36,391.83,545.86,54.53,57.02,275.54,207.19,203.50,297.82,149.23,489.21,161.83,53.63,114.58,50.96,40.85,303.23,106.09,142.28,201.02,104.52,196.68,21.67,35.89,44.06,60.38,40.99,32.05,17.22,11.53,17.26,49.99,167.59,193.03,107.91,106.37,27.58,65.00,31.24,70.74,44.23,82.39,112.58,74.66,408.50,253.50,182.49,240.29,20.30,55.08,95.82,52.29,50.92,60.40,77.04,69.31,26.13,50.28,59.54,76.28,48.37,57.63
2021-01-26,139.49,223.71,13.40,166.31,94.83,280.51,294.36,231.57,320.39,116.96,195.20,202.16,37.82,319.38,41.88,149.94,253.24,118.97,66.54,345.82,91.23,476.28,123.93,224.29,561.93,73.87,46.03,236.29,94.71,194.39,43.03,27.72,502.03,49.91,240.42,224.31,150.09,76.09,29.75,182.65,61.08,181.04,147.53,65.57,252.79,532.46,237.64,1958.33,159.77,60.15,256.55,292.55,95.73,94.22,55.14,171.63,646.43,279.24,143.05,102.04,57.96,364.47,39.61,77.66,291.75,59.04,266.09,133.83,29.93,374.39,541.78,54.20,55.80,271.67,203.57,199.50,295.13,148.21,478.10,157.70,52.81,109.85,51.25,40.20,307.16,106.27,139.96,202.27,103.80,196.36,20.75,35.14,42.69,59.74,40.04,31.96,17.04,11.50,16.86,48.59,165.43,192.61,106.12,105.70,28.10,66.04,33.50,70.87,44.40,83.22,111.59,74.13,406.75,250.93,180.14,225.19,20.08,55.01,94.14,50.06,49.81,60.46,77.05,68.67,25.83,50.12,59.23,76.19,48.13,57.03
2021-01-27,138.42,224.26,12.88,161.63,90.40,270.66,288.05,227.36,310.94,113.65,188.40,197.27,37.39,307.48,40.15,147.65,245.58,114.76,63.91,337.68,86.19,460.00,120.64,222.83,523.28,72.91,44.89,229.85,88.84,186.83,42.37,26.72,476.97,48.45,228.26,217.77,142.61,71.59,28.90,181.13,58.68,175.86,139.47,63.82,245.23,516.50,225.25,1862.48,154.26,58.63,252.91,294.16,95.72,88.08,55.58,165.60,624.88,264.83,136.16,97.45,58.67,353.10,39.99,73.34,273.47,55.86,254.53,128.43,29.16,370.74,513.36,52.17,54.78,265.15,193.32,196.54,274.02,142.95,465.18,150.86,50.07,107.90,49.98,38.72,294.92,103.15,135.21,199.23,100.39,187.24,19.90,34.27,43.91,59.65,38.96,30.77,16.86,11.20,16.01,46.13,157.13,186.55,102.54,101.56,28.38,64.13,35.02,70.22,42.97,83.02,106.15,71.98,409.37,234.85,176.20,222.05,20.16,54.21,92.93,48.87,48.85,60.00,76.04,67.51,24.72,48.43,60.30,77.47,46.42,55.31
2021-01-28,133.58,230.07,13.02,161.88,92.11,263.55,278.48,230.95,315.76,115.65,191.54,199.69,37.97,316.04,40.79,148.78,249.16,116.53,64.61,338.32,87.38,465.67,121.64,224.53,538.60,73.59,44.86,232.88,87.52,186.67,42.91,27.16,490.81,50.69,234.49,214.90,148.13,73.62,28.90,184.27,59.76,182.16,141.18,65.00,246.74,554.24,230.04,2008.63,158.52,61.02,255.12,290.11,93.85,88.33,54.16,169.00,644.69,276.37,137.76,100.31,57.42,359.76,39.68,76.56,284.22,58.85,259.16,132.95,29.71,378.59,504.11,52.39,54.11,267.87,198.86,202.30,283.79,147.10,482.27,157.38,50.49,112.52,50.77,39.33,307.12,106.23,137.10,199.00,101.54,192.08,20.66,34.66,42.88,59.86,39.70,31.96,17.06,11.10,16.93,49.16,161.80,186.01,108.15,102.87,27.75,66.02,31.97,71.23,44.37,82.19,109.32,73.40,412.13,249.52,177.96,231.40,19.67,52.61,94.01,52.54,49.27,59.67,75.85,67.61,25.34,49.02,59.17,76.33,47.96,55.15
2021-01-29,128.58,223.36,12.95,160.31,90.82,256.92,264.51,227.87,311.49,114.37,186.74,197.65,36.97,308.26,40.67,143.47,242.69,114.61,63.91,333.93,85.93,458.77,119.35,223.60,532.39,70.43,43.84,225.95,85.64,187.59,42.04,26.56,503.88,50.18,230.60,209.42,145.91,72.20,28.94,177.48,57.80,178.70,141.84,63.70,243.29,543.16,229.08,1919.99,153.47,59.73,249.21,284.70,93.09,87.13,52.16,167.62,627.99,272.44,136.02,97.30,56.68,351.28,39.01,76.45,277.43,58.46,255.45,130.39,28.95,372.07,501.69,51.67,54.88,282.61,206.92,200.69,280.45,143.95,478.68,156.11,48.42,109.96,49.21,38.39,305.22,104.10,135.74,196.10,102.98,183.91,20.27,33.74,40.67,56.80,38.27,30.91,16.87,10.84,16.34,46.21,159.67,181.86,105.77,101.66,27.38,63.67,31.18,70.19,43.42,79.85,108.78,71.83,382.97,248.65,175.18,228.94,19.22,51.30,91.64,50.13,49.17,59.85,77.94,67.90,25.05,48.49,59.65,75.82,47.36,55.45
2021-02-01,130.71,230.76,13.20,167.14,94.09,260.58,279.94,229.32,311.89,115.22,191.67,193.06,37.03,313.39,42.14,143.10,242.01,115.29,64.15,332.12,85.78,470.00,119.71,226.48,539.04,71.43,43.46,231.22,87.66,187.67,42.32,26.84,509.58,51.25,235.33,208.55,151.87,72.94,28.86,177.66,58.34,179.73,146.65,63.23,246.48,558.56,231.77,1965.54,150.27,59.94,248.70,286.66,94.21,88.72,52.45,169.35,638.65,275.66,140.22,97.17,57.69,363.29,39.73,78.56,286.32,60.23,263.57,134.40,29.68,381.93,505.91,52.33,54.46,278.46,210.33,200.46,276.28,144.16,492.42,160.39,50.14,110.68,49.59,38.71,309.88,106.98,137.95,199.56,103.06,186.67,20.22,34.32,40.97,56.45,38.53,31.06,16.92,10.79,16.55,47.26,161.79,180.12,106.84,100.86,27.17,63.73,30.45,70.66,44.12,79.43,112.33,73.16,381.46,252.01,175.78,228.16,19.57,51.28,92.16,51.73,49.33,59.67,77.25,68.13,25.36,49.11,59.63,75.52,47.24,55.41
2021-02-02,131.53,230.63,13.52,169.00,95.38,265.62,290.93,232.24,316.29,118.77,195.78,187.76,37.62,325.88,43.06,141.82,243.89,115.13,64.49,336.92,86.76,484.93,120.94,232.17,548.16,71.97,43.93,232.33,88.86,189.32,42.74,27.80,512.61,52.43,237.04,208.60,153.89,74.04,28.20,181.80,61.17,186.36,149.56,63.39,257.46,583.51,217.33,2039.67,153.29,62.79,252.61,294.33,93.35,91.48,54.89,176.48,653.28,285.40,140.21,99.59,58.50,373.53,40.11,79.72,294.61,64.56,269.76,135.72,30.76,391.84,497.85,52.94,54.48,277.72,213.23,201.39,282.35,148.47,506.65,159.35,51.24,114.16,50.56,40.18,317.84,110.16,140.37,202.93,105.79,190.62,20.54,34.54,40.91,57.52,40.03,31.98,17.03,10.63,16.70,47.62,163.57,182.55,110.51,104.02,27.09,65.03,29.91,70.96,45.22,78.20,111.31,75.84,387.93,252.19,178.81,232.62,19.60,51.68,92.20,52.99,49.77,59.75,77.20,68.91,25.83,50.14,59.22,74.87,48.19,55.64
2021-02-03,130.51,233.99,13.49,165.63,102.33,265.20,284.90,232.68,315.52,120.13,194.57,187.19,39.10,324.37,42.00,141.16,245.69,115.27,64.11,336.57,89.68,481.92,120.62,232.78,539.45,73.54,44.06,231.97,87.89,188.37,42.58,28.29,494.51,52.14,235.05,205.64,148.45,74.15,28.08,180.91,60.87,184.94,147.31,64.16,258.88,576.65,211.00,2001.92,156.25,63.18,248.47,294.05,93.10,90.91,54.70,175.52,648.42,284.08,136.25,98.44,58.31,369.68,40.05,77.27,292.85,62.93,265.21,134.82,30.18,380.47,489.08,52.17,53.97,263.25,207.26,202.89,281.76,148.53,485.36,166.33,50.23,113.91,51.85,41.22,312.21,108.77,144.73,198.19,104.14,187.62,22.07,36.43,44.60,59.72,41.94,32.97,17.42,10.96,17.43,51.83,163.15,182.95,111.85,104.94,26.97,68.03,30.69,70.98,45.21,78.50,110.48,75.75,391.53,254.86,178.05,226.05,19.82,53.80,90.25,52.83,49.61,59.58,77.44,68.22,25.60,49.92,59.43,74.38,47.99,54.75
2021-02-04,133.87,233.04,13.63,166.55,102.07,265.04,283.33,235.77,307.52,122.89,202.20,191.61,39.85,332.17,42.49,142.47,249.85,115.34,63.04,337.84,91.00,489.38,122.07,235.91,552.16,73.58,44.48,236.30,87.84,190.47,42.79,29.11,483.38,53.47,234.15,205.77,151.46,74.10,28.12,182.23,62.32,185.02,134.30,66.88,263.55,588.98,213.71,2056.86,159.15,65.06,252.35,298.33,94.58,93.27,55.92,175.70,655.92,291.75,138.97,102.26,59.42,381.91,41.35,79.36,300.49,63.75,270.09,137.10,31.40,389.98,496.71,51.78,55.07,267.39,204.91,189.90,277.98,150.56,494.00,172.27,51.86,118.13,52.96,42.71,316.25,108.06,151.64,200.93,104.66,194.54,22.64,37.10,45.87,60.26,41.97,32.95,17.50,10.80,17.71,53.27,166.21,182.89,112.86,106.14,26.90,68.13,30.23,71.03,45.74,77.70,111.40,76.18,393.53,252.76,177.75,222.26,19.87,54.61,92.19,54.14,50.35,59.68,78.23,69.00,26.32,50.32,59.49,73.98,47.96,55.11
2021-02-05,133.46,233.22,13.55,167.61,103.82,266.64,284.08,235.16,303.02,122.65,201.73,191.76,41.18,330.15,42.07,144.63,249.89,115.83,62.85,337.19,91.17,492.12,123.19,236.81,550.79,73.79,45.05,236.80,87.90,191.86,43.35,29.00,486.94,52.92,241.85,204.98,149.64,74.64,28.15,184.34,63.12,184.79,132.37,67.40,263.32,589.73,215.26,2070.17,160.99,64.75,254.08,298.17,95.19,95.83,55.67,176.94,650.44,291.72,137.34,103.48,59.65,378.65,42.08,79.21,305.86,63.31,272.92,135.80,31.10,419.59,496.85,51.24,57.27,265.09,204.97,188.10,274.67,149.77,502.64,169.86,52.37,119.43,53.11,42.16,311.98,107.72,151.47,215.53,106.44,196.17,22.82,37.45,45.18,60.35,42.25,33.25,17.56,10.89,17.59,52.54,166.45,181.12,112.83,105.65,27.62,68.63,29.96,71.87,45.55,78.37,112.70,77.95,394.70,262.61,182.38,223.75,19.95,54.32,93.16,55.39,50.80,60.55,78.56,68.98,26.33,50.97,60.26,74.04,47.76,54.98
2021-02-08,133.60,233.48,14.40,166.15,103.60,265.13,287.81,237.42,302.87,124.57,199.92,195.56,42.95,328.47,42.68,145.05,250.94,115.47,62.22,341.62,89.59,493.76,122.70,236.85,547.92,75.63,45.26,240.32,91.47,190.96,43.58,29.64,490.10,53.81,241.82,206.07,154.21,74.46,28.07,185.20,63.99,184.72,133.77,68.77,269.29,587.91,214.37,2073.27,164.80,64.89,256.66,298.87,96.61,95.63,56.70,181.02,650.55,299.08,141.44,103.19,59.19,379.00,42.83,82.05,302.81,64.23,276.48,137.58,31.89,410.81,492.79,50.66,56.86,268.93,205.02,190.52,271.69,149.70,495.76,171.92,52.47,121.05,54.02,42.39,313.35,107.03,154.85,217.86,106.69,198.26,23.72,39.44,47.42,63.49,43.87,33.71,17.88,11.34,18.57,56.19,170.94,185.38,114.68,107.07,27.71,68.49,30.08,71.72,45.44,77.86,111.11,78.32,396.86,261.83,184.22,227.77,20.02,54.60,95.79,56.67,50.68,60.62,77.61,67.96,26.36,50.53,60.08,72.63,47.01,53.95
