Date,AAPL,ABBV,ACN,ADBE,ADI,ADSK,AEP,AMD,AMGN,AMP,AMZN,AON,AOS,AVGO,AXP,BAC,BIIB,BKNG,BLK,BMY,BRK.B,C,CAT,CB,CDNS,CHD,CI,CL,COP,COST,CRM,CSCO,CVX,D,DE,DG,DHR,DLTR,DUK,ED,EIX,ELV,EMR,EOG,ETN,EXC,FANG,FAST,FTNT,GE,GILD,GOOGL,GS,HAL,HCA,HD,HON,IBM,ICE,IDXX,INTC,INTU,ISRG,ITW,JNJ,JPM,KHC,KMI,KO,KR,LIN,LLY,LMT,LOW,MA,MCD,MDT,META,MMC,MNST,MPC,MRK,MS,MSFT,MU,NEE,NFLX,NOW,NVDA,OKE,ORCL,PANW,PCAR,PEG,PEP,PFE,PG,PH,PM,PSX,QCOM,REGN,ROK,ROP,ROST,RTX,SBUX,SCHW,SLB,SNPS,SO,SPGI,SYY,TFC,TGT,TMO,TSLA,TXN,UNH,UNP,V,VRTX,WEC,WMB,WMT,XEL,XOM,XYL,ZBH,ZM
2021-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,0.012363804960976665,0.010340574898017207,0.005692895578258028,0.0007211439403305153,0.017874263799479317,0.01637245654224495,0.001349031150355673,0.00509209100758401,0.00485308391423267,0.005847642336930692,0.010004299212647894,0.001222195062331899,0.006491097922848743,0.0067729645830394425,0.005337173839376375,0.007659007659007733,0.014159292035398119,0.011085542124136039,0.005289665456796433,0.002769631801889716,0.0042897789450645485,0.02593947455936152,0.008180071369750186,0.0008014425966740291,0.002799057159693641,0.009006928406466552,0.011131635232354609,0.002253053480374634,0.0573666919383371,0.011600683940549694,0.005492260905088253,0.00045495905368508893,0.027033408098217526,0.012044931655163071,0.024809445523837903,0.01421009966143727,0.02481745285131942,0.0017766972133905767,0.00044588117266752825,0.01118030002830439,0.0052901306000991966,,0.017305473657223347,0.08142799839550752,0.010610526315789626,0.001457371872722879,0.09664895790764216,0.013221406086044052,0.026243473481725732,0.028652460524298817,0.0018299783729828212,0.008064282527967093,0.02237735849056599,0.08390865639936274,0.008372036176973907,0.008070627462867463,0.002452512623226877,0.017750096000067384,0.002118270079435103,0.011163755414116405,0.018924904368834206,0.007613666935700758,0.006312374210953431,0.0033968394624133147,0.011757188498402682,0.0017478350679271948,0.019281332164767684,0.025073746312684442,0.010993176648976477,0.007158418923124965,0.01568718364823618,0.00495468277945621,0.012041550603528517,0.0033670033670032407,0.011579276793080906,0.005993720863856966,0.008015859334597586,,0.006959739230023798,0.009050772626931547,0.03288343558282225,0.0017292490118576698,0.016976437875018346,0.0009646745371858501,0.04334908845374752,0.007410401509027276,0.003939869181042832,0.009756467930831514,0.022213749189766263,0.05013333333333336,0.012392156862745085,0.004294488995052026,0.008617209631728073,0.0001794365691729638,0.002980522631177429,0.010323281716924537,0.006385140037730386,0.022554695135704073,0.01092024539877312,0.026760160274756695,0.026464646464646524,0.0012218862610280379,0.002434373351726249,0.0008818972708855011,0.000854189800973959,0.01446733888645313,0.0032977691561590916,0.00018953752843064997,0.0537585421412301,0.016450726344719335,0.006570080862533745,0.014403600900225078,0.006361499101092516,0.006782534972445964,0.01542532229916116,0.012504768767750418,0.007317372964444457,0.007335716927629132,0.013447782546494924,0.012265405645042193,0.01492468772961053,0.0037048337183454016,0.003208674485505547,0.030348258706467623,0.005323145651501826,0.009671769096032401,0.04819277108433728,0.0012037315678604665,0.017302167667798463,0.0023612422912382414
2021-01-06,0.014549153238039668,0.010246426614670767,0.006134913442810702,0.009798928433464924,0.01736488365453534,0.015902082809753987,0.002352389032643337,0.008116655497042359,0.007549859177823237,0.01515479310932675,0.01145736989223532,0.0032008546957663117,0.010528285708286476,0.0067381317428802205,0.010434881129105183,0.017006059563243876,0.013794362840496524,0.012778366150066792,0.008666372103508825,0.0027508106859441463,0.005137044490683113,0.0288290072761082,0.015771172630478343,0.01168076948063598,0.010261200882544452,0.008740420505582026,0.012987412596547163,0.006931908085212636,0.056471838517914014,0.011849313661870623,0.007975860729572327,0.002380437767076035,0.02736978407710226,0.012797492667563881,0.02801428389167466,0.017122012152893107,0.025393349377069788,0.013463604504073056,0.0031952926151575163,0.012032676951345685,0.008914207735358191,,0.018692950440411832,0.07911705212102614,0.016691499085806367,0.008108291953425948,0.09448194572593284,0.013476837401638613,0.026205912868868156,0.030849467750911918,0.008156156668115793,0.008183690209047977,0.0254050595347513,0.08150113489542612,0.011565535017135371,0.00794892277806235,0.005058807525471989,0.018264158044310867,0.00517151904534317,0.0127447831738017,0.018501005764246865,0.00904443932521552,0.007167331156486004,0.007085273002584009,0.011629730238206177,0.01162594633856426,0.018887888087811205,0.025625808737159327,0.01320313537793176,0.007337206668272976,0.01720437937721531,0.005634891605917419,0.011686910493710978,0.004622441881058104,0.011226899524634971,0.005837662686580289,0.008740844072269176,,0.0069573494179998785,0.008984605239500107,0.03227212590325323,0.004213910179028186,0.022114410617842827,0.006419856386270285,0.04203119110904512,0.013978055131601521,0.010287877911518693,0.014799940199480832,0.02593059388605272,0.048686597634621534,0.012110072703757474,0.005379653759667291,0.012750310285972165,0.005144497829427081,0.00416270512422251,0.010228301143276136,0.006706117501902674,0.023268300696368607,0.010592620340419695,0.026007953788832704,0.025735684169124248,0.006871975968425308,0.011633302311230024,0.0026099959425491476,0.010735573469643312,0.014351095764524731,0.0036574607562397587,0.021538840407658803,0.05385470138303004,0.0181657376152184,0.008740742971325642,0.013968156250806664,0.012499992929731701,0.014472304583682922,0.018933681723234865,0.012717557664287348,0.009934331820015362,0.007215137153391214,0.016603095881125685,0.012949286986142564,0.01463008250797045,0.004144844910661506,0.00439150300143049,0.030871702708433132,0.0053829068885599095,0.010833281642283936,0.04714083548428787,0.010397988281055174,0.018169349626524955,0.011379356707548714
2021-01-07,0.016396366920547908,0.010274379727398888,0.006381201379742881,0.011238636222584015,0.019764135667825495,0.01836149578039099,0.0069220786782658765,0.01527984438394095,0.007364388511824615,0.014988422581661661,0.011262319673691056,0.0031142671210935427,0.010642264468950556,0.012216313277130948,0.010493765406829333,0.017352689476255092,0.013636010550633357,0.012436453040782105,0.009856384650793915,0.0037387683081801172,0.005702118345080351,0.0280998299992553,0.01529786445215607,0.011458977326632449,0.015602046363850946,0.008986973154443032,0.01806070485420856,0.006853047569966247,0.05515982139206245,0.01157214106940974,0.008006137068341737,0.0038563162137066585,0.02656070912252126,0.01347513176457604,0.02828770712017101,0.016825299893173797,0.02486481228027614,0.013612066978340383,0.004141310678864511,0.01268349860862183,0.008925618703709153,,0.018123881459901493,0.07832475398669293,0.016971822783312496,0.008226372242197898,0.09162644976350201,0.01341597649957583,0.026993515762285154,0.029972399803573396,0.008222590066690393,0.01079270059079367,0.02518080332052278,0.07921152208536683,0.012033155542419707,0.007799516010908996,0.00492129840788439,0.017716877013040006,0.0050161618739321375,0.013680136321226232,0.018682879028499723,0.010183168712677262,0.00842539280150556,0.006874262466911428,0.011305771977676788,0.01384766229465571,0.01839765438484812,0.025180166709596413,0.013085705040076856,0.0077071917697249985,0.01669510265162763,0.005908770830710157,0.011969319063333097,0.004583573346014358,0.011005964509154807,0.005773033678563791,0.008480974965976528,,0.006754232902276077,0.011535201521610798,0.032053264449165786,0.006361659717113155,0.02184607362491272,0.009345039419630854,0.04124302800558763,0.013815823889242596,0.010788478266683053,0.014489009735443538,0.028856756531656137,0.047505665562782934,0.011903194615984934,0.013681871004982497,0.012413524409853572,0.006085441880555036,0.004112164521656758,0.009996719925143427,0.006893117686200664,0.022563839241301575,0.010368339486912166,0.02531153869348096,0.025999532721357518,0.008826319841924727,0.01131705114525913,0.004863917892375299,0.010422565228391415,0.014022610082181038,0.004058859005231032,0.02203741822542215,0.05242664450105974,0.019763228986368928,0.00847909324361854,0.013543533215984968,0.012191022310884186,0.015816546524608857,0.01857322100919864,0.014501566552488177,0.02171347080064089,0.008928771697962266,0.016569414853580603,0.013009445166537204,0.014250488834990058,0.007859620581931086,0.009039810669082314,0.029934695359360823,0.005218949664142544,0.01154450107879653,0.045745122566107445,0.015007993946901343,0.017675587391304787,0.011116009688653457
2021-01-08,0.016036841340601984,0.010043978952700962,0.006250981201016003,0.011531217456568734,0.01924442181049425,0.018165189193289792,0.007055439285876924,0.014889397761373845,0.008536445408689697,0.014635378869289242,0.011034536317712389,0.0034120054079796037,0.010714566330397003,0.01190920099979407,0.01017695138483236,0.017002944363725167,0.013379203028979094,0.01289076186243345,0.009756719480029553,0.0036606605974886554,0.005659190150636889,0.0273503282074168,0.014831878127505135,0.011133386977120357,0.01520463807550697,0.008831804090362522,0.017513674116960143,0.006845356605401357,0.05347943102019669,0.011299920417468056,0.009003723143888592,0.003778323438262512,0.02585720065057947,0.013089448564988207,0.027835319532722978,0.01645365998569799,0.02441481396019614,0.013733475946535704,0.004038752395292083,0.012297307807641664,0.008709801595607483,,0.017587590147905743,0.07594585143708918,0.016980740132670456,0.008044456253139001,0.08883523322496159,0.013980389031774416,0.027474486421005185,0.029099099708553674,0.008228305736647644,0.010954874434217526,0.024449277950071364,0.07684830327362416,0.011814312734858544,0.007997541498804446,0.005621509384516417,0.017199349482726268,0.00620246622399139,0.01597759195006886,0.01829017110269398,0.01060577970088592,0.008771129810895967,0.00667408959577707,0.010972935305044505,0.013428529869542554,0.01784551848562997,0.024482733509131837,0.013824448004770723,0.007614196591699917,0.01618909193037135,0.005792472095286852,0.012487651052573268,0.00487528987152538,0.011030286547275813,0.007178671714031543,0.008482649800177487,,0.006555457931773385,0.011845432040046218,0.03155802106501156,0.006809749476042808,0.021204777423947736,0.009182446175324299,0.040327532914941046,0.014551128655983422,0.010485039779143078,0.016540135811992047,0.02800484447457597,0.04629099798570819,0.011603207118850411,0.013466562716670618,0.012149647207803305,0.007919784600345349,0.004953679670088748,0.009703216229105204,0.006683963708972744,0.02188494035499504,0.010057721019019479,0.024851558597151303,0.025250823030016793,0.012363548309563583,0.011179486311767491,0.004725012584763679,0.010135334954092268,0.013598324903441792,0.006761702272899559,0.021368645792940507,0.05083104322820117,0.019524182936651924,0.00839935349255556,0.01323451533377912,0.013418034610738698,0.015846824673946443,0.018290304387252647,0.015232195378096754,0.02849578172828678,0.009848705770043457,0.016102294344761996,0.014437117789486491,0.01394352584103211,0.008755656692029518,0.00880654770132446,0.029150807173354536,0.005060067510527809,0.011417807348384872,0.044435119646330644,0.014761260411891339,0.017145566319462374,0.011916719560658632
2021-01-11,0.01655837492343099,0.010526032844103118,0.0070151114668740595,0.012452384140130337,0.018816758062351068,0.01768096088072878,0.006954295033994934,0.016006521363153076,0.00833015682701328,0.014189573111427397,0.011926465262457345,0.004954401139258131,0.010878016518090556,0.011546587154167199,0.009972634416984833,0.016979040976614932,0.019477568362988248,0.014073766605504872,0.010022743240563662,0.010348757971483376,0.005522610194498064,0.026818527693260028,0.014388881987704629,0.010978274527547995,0.014986283129595046,0.00867272692669631,0.01700817774751987,0.00666614960086821,0.051976216306875135,0.011638034402591046,0.00967905198218408,0.004009832175591933,0.02510846230750417,0.01281401887489201,0.027000467665335932,0.01596462508441271,0.0236795232829943,0.013366479758823145,0.00442793385492162,0.012641927222257559,0.008800261027125625,,0.01721917445571537,0.07369658342506072,0.016464162791625273,0.008059515509865159,0.086384979951113,0.013616991981579705,0.02663754907077192,0.02831270040025313,0.008239158750617587,0.012034987899666163,0.02391502303820828,0.07470833800536753,0.011527243400142526,0.007994859866216389,0.0057877995451694085,0.01667566024972688,0.006013658331426733,0.01581268116187775,0.01774065048628575,0.010375777301836456,0.008639721446163113,0.006554334805789969,0.010687963986358105,0.013522940884063327,0.01818866998854586,0.024110174657879773,0.014051918992361523,0.007450568251335931,0.01590977042114885,0.029290819443693713,0.01216186239454249,0.005088692511632743,0.01138702378113496,0.007204466867804422,0.008588832052044398,,0.00663974019483911,0.012642798171687045,0.03068490881708836,0.008795836939733365,0.020727180384961106,0.009214228920511878,0.039298502919351844,0.014762569724446421,0.011521689939884278,0.016322443977527225,0.02788652672901229,0.04558379647376314,0.011330757392016486,0.013108597542524119,0.011837654430500553,0.007806983503270904,0.005972792075747902,0.010311622788176199,0.006689328507738622,0.02141992039238296,0.010018767207541092,0.02469307042377082,0.024495606267141673,0.012162271063402405,0.010863453349161183,0.0062296767180907795,0.010298442187922483,0.013185743523152903,0.007009234431263641,0.021378525934196466,0.04930471756364907,0.019057855131857822,0.00826846041778345,0.014053880061061267,0.013009267221718628,0.015427944405749556,0.01786004631883389,0.014776692330985315,0.03362045444586338,0.0095510872051644,0.015712848107902376,0.01409369783317712,0.01382850919016145,0.008832400951681049,0.008972421751800594,0.028365746270495634,0.005028283234689731,0.01217403914070482,0.04371843515025667,0.014643965005197117,0.016623421873765337,0.014247896168899205
2021-01-12,0.016057579189682206,0.010347240281186507,0.007044502348327229,0.012146923565793433,0.01828443274805883,0.017235334611584423,0.007342562831687713,0.016236321311848812,0.008139349420125192,0.014222801837757057,0.011574854876298312,0.004822159576656677,0.013294041413348636,0.011371154201683801,0.009734994376472728,0.017031985155425214,0.018884578304160626,0.013919210186860454,0.010339939261213403,0.010182275296502445,0.0053707960751622685,0.026015350335438166,0.014705042169910025,0.011350112421042197,0.014636435683367895,0.008937347972671896,0.01751482448850582,0.0064729710931271615,0.051606044605757434,0.011284217333766599,0.009871722011063443,0.0045283475817048825,0.024784245630899912,0.013004334626599378,0.026846735357937832,0.015880234104194643,0.023214684380418776,0.013508501662274356,0.004405170840776872,0.012592170056387244,0.009161311563974971,,0.017167686229876137,0.07239163776970542,0.016183120339548156,0.007919326456133512,0.08592613279231776,0.014314230023267673,0.026988667355754024,0.028342621867140712,0.008163937046572327,0.011961164626901206,0.02421602120995569,0.07477663549254901,0.011245047532306096,0.00901645185885908,0.005644679924130644,0.016212138083781354,0.005846828651259869,0.016049534317620105,0.019003258946590162,0.010975038173977155,0.011305403202444626,0.006528174839869692,0.010536171873857317,0.01366465672375508,0.018328590267889057,0.02464600584117033,0.013630916910006395,0.007456977236936352,0.01544758085494793,0.02991565139501472,0.012173169918356194,0.006309024159729949,0.011648206644853668,0.007604792343091707,0.008694698897966388,,0.0064989711371113475,0.012566148424352193,0.031782381950843284,0.010149895701954957,0.02011318360986078,0.009387267677888732,0.03818062904438895,0.014314030531884401,0.011421477889128957,0.01648376023012947,0.02714851143735883,0.04622436471009633,0.011238444748527079,0.013269214593296738,0.011982366533435462,0.007734467630677376,0.005901552371235289,0.010704693948395684,0.006639507710892902,0.021016377441543808,0.010390880847304076,0.024453767639235277,0.02389177593684398,0.011872045643971473,0.010869734418597999,0.007696420993952759,0.010001991159768402,0.014137368946755005,0.007972247374734407,0.02108402208751378,0.04911374036420614,0.018559025583498742,0.012479597954938014,0.013864708502172755,0.01287613746542695,0.01623023638373621,0.017966688068757126,0.015926358892083343,0.03458205976966237,0.009367693380392393,0.015406072986490464,0.013741467313453538,0.014186423731011673,0.010172649740332277,0.00991642231468339,0.029429562173156894,0.005618942004939766,0.012400880199013283,0.04273409087857931,0.014204635472757013,0.01616764819938235,0.019563915026755738
2021-01-13,0.016067777125760394,0.011667613333850487,0.006943574909038761,0.01177871139087863,0.017752277796406854,0.01728954267006808,0.007185406535682601,0.018224645476800107,0.007980706105287528,0.013902944394513707,0.011766341347433979,0.007102758131286514,0.01303081828745154,0.011069285302257542,0.009568271790490294,0.016577137435043056,0.018321154346474255,0.013584175448264534,0.010044910859652858,0.010213981815007957,0.005434604133007723,0.025232476041001258,0.014403126879915129,0.011033215090207889,0.014209455165989763,0.008846329723532219,0.017050354772173856,0.006313038467176278,0.05007445689141806,0.011095693698024656,0.010037116021032803,0.0049564792883240805,0.024030378366773134,0.012840458387280611,0.026038433314069957,0.015397504123085793,0.022524088703278745,0.013601040743579961,0.008409390915530768,0.013645382275409427,0.009284632907804114,,0.01709087768170487,0.07061049148152257,0.016656898508627747,0.00874748307292018,0.08346947777916303,0.014548606335839964,0.02736960205965949,0.0278238050673821,0.008196991016517113,0.011679127353292986,0.02348575806582973,0.07276313030770583,0.011189291357831999,0.00897236669602688,0.005891368042802911,0.01630674766718509,0.005668863087117464,0.015566245186978155,0.025115966143674128,0.010651317919289147,0.013087848840881237,0.00679378953309842,0.010221960404543783,0.013250322458603185,0.017817279718224086,0.023949396796621725,0.0132179241535008,0.008100042835500705,0.015011663376821704,0.030422009047372214,0.012087085086133228,0.006236828935674352,0.011553046151016148,0.007394906340986783,0.00894318832532915,,0.006386317426000834,0.013377551428644852,0.03154937518415255,0.01008601343423724,0.01951587162287104,0.009242065765763911,0.03704347630050329,0.015290718344015823,0.012948067445822563,0.016488490449174994,0.026335300569385767,0.0448303259824487,0.010987276451619487,0.013231861663514883,0.011700960546082552,0.009407541240752621,0.006064233484019959,0.010590544918075909,0.006448174406827846,0.020418258091858817,0.010083209413038382,0.024595336567987243,0.023637986712901026,0.011889529281064426,0.010907885441019118,0.012153539944097798,0.010506497736957948,0.014144862348631887,0.007731179337238135,0.021531768716908976,0.04804199103929205,0.018045274386390777,0.012654351250060569,0.01376322226168221,0.014297819521037975,0.015755966773949977,0.0176437530676701,0.015508535754678624,0.03355916494794853,0.00917002429803478,0.015021876349301083,0.013515567063345566,0.013766247985673502,0.010158831484614717,0.0121569109461984,0.02860836323675067,0.005993790991952238,0.013536883489440344,0.04152423669899863,0.013846467294377272,0.016388191988552254,0.019712984271984268
2021-01-14,0.01601290091868658,0.011452323707702427,0.007017703752751477,0.012295151273235294,0.01727799431384607,0.016949601009028804,0.007285254439249166,0.017865905168659584,0.008728264862181126,0.014268788932766592,0.011788823532004332,0.006894353464321314,0.013187231402554124,0.010742220415882511,0.009679131667273369,0.016533824991152427,0.021726487046506662,0.013170360561208202,0.014984034649539471,0.011040636188369354,0.005295903918932773,0.02570059440870707,0.014091424098147405,0.010887396425228124,0.01397351147042705,0.008577275962943394,0.016860273003312682,0.006334863901903154,0.04874571724038504,0.011187326848082506,0.010153277966788164,0.004937478501209209,0.02402984262163494,0.013118586324732388,0.025279971452772533,0.015940704031043546,0.022072123184234134,0.014266550009445598,0.00815759496812618,0.013834757421261808,0.01086549411474368,,0.016699615267259455,0.06883383974703473,0.016223009324244607,0.008573951469198987,0.0809415481157262,0.01422437320676632,0.026542888259582727,0.02704345579178177,0.008653130857756984,0.011552440741654166,0.023116580042759738,0.07057945987805798,0.01129961668046788,0.010085659659801773,0.006013738688364205,0.01629752490618627,0.007176528287072382,0.015685279734181493,0.026283573995329074,0.010333431403410484,0.01340425622041495,0.006929227436238446,0.010795984905152404,0.012926132310861234,0.01728279662495953,0.0238124984185452,0.013596179394065488,0.011798844891933053,0.015016364806672667,0.029537060153862104,0.011800133864045543,0.006100535208324515,0.017712470894319113,0.00828218008124959,0.008889528745832206,,0.006977239194072255,0.013041103488446615,0.0312989978539059,0.009791821274967973,0.019149927227383876,0.009717057704260432,0.03616683909125225,0.014968055823272384,0.012991087423009072,0.016356398910550136,0.026228683736552617,0.043861098050931406,0.010806176729125016,0.012949995594026981,0.011376586532456365,0.009864376082519794,0.006049908615279634,0.010293901754958507,0.006772934385294721,0.020235513127864844,0.009776453001206538,0.025180597803401775,0.023531136334839848,0.011880644648796134,0.0105800722691646,0.012264884023056954,0.011055371009942116,0.013798898825247855,0.007916677754964855,0.020888967649631975,0.0468261841343419,0.01751091162181373,0.012572953766339616,0.014117086513597242,0.014009630939641513,0.01606894132400451,0.017170243003779277,0.015217613842621002,0.032648460197607386,0.008900998523083006,0.014892918502199901,0.013113705497048305,0.015966852429253914,0.009905909548995366,0.012111800034870203,0.028176170276486785,0.005865648578699599,0.014216229631739194,0.041379018191799795,0.013445305262718312,0.01589668339942108,0.02283809376401502
2021-01-15,0.015885207893185267,0.011367446616623308,0.006926394220902618,0.012232370686287481,0.016956332063863017,0.016560258936375718,0.008709734564974541,0.01866792595310858,0.009310346578335791,0.013923381952195132,0.011573469612267944,0.006862363049904413,0.013030872159573461,0.010946692315984548,0.009923157620950616,0.01751691790014896,0.021420584860476752,0.014615553682925076,0.015425320401287596,0.010876772050828102,0.005376492744767115,0.03014548764242851,0.01409092359402646,0.01060207947848661,0.013617408952895132,0.00858093339582386,0.0164791765791258,0.006144496839787722,0.04931112921844021,0.010847276246574156,0.010233035799078985,0.005022302852825901,0.024876772548169494,0.01323395158377966,0.025239668520956514,0.015592783801587016,0.0213997799482672,0.014300499365834543,0.007999983442507068,0.01401976987899094,0.010577585531532971,,0.016283477021641152,0.06780777476864452,0.015984923580679246,0.009446472484009065,0.07919637149186214,0.013813016907113045,0.02578779030578372,0.027120640904710686,0.009149401676264364,0.01121023811227403,0.023067364415394732,0.06938593866755492,0.010979536206951867,0.01180743478043925,0.006603361703996038,0.01583938951104266,0.007017285658170829,0.015210030923961174,0.026401563434063295,0.010675139050421154,0.014212087002804958,0.007220918437165752,0.010480690979984967,0.013278966271867674,0.016770378672719643,0.023206291701043425,0.013443171749339254,0.012165218358476684,0.015460352484246395,0.029133289620922428,0.011441282013917625,0.006070310780051279,0.017391625384572573,0.008198950776560162,0.008846982382683425,,0.006772635761587242,0.012667703475231634,0.0314566840756015,0.010155664473030178,0.018979980505416175,0.009430639031422747,0.03510856780466903,0.014584758446690724,0.012673834347060415,0.015860522534165828,0.026204200281316568,0.042647311101623495,0.010501398027595173,0.012608351784746064,0.011435687839232735,0.011725009838775634,0.005900343272905215,0.00998587068684501,0.006819474333589456,0.02024773805130004,0.009506245680235578,0.025668899285317025,0.023521846035833602,0.011518716235323452,0.012233225830596772,0.012157660061847816,0.010720621851851027,0.014665664736887015,0.0077729445926194955,0.020393676533457,0.04646812722274772,0.01700453622326489,0.012458375650666478,0.013688259973771055,0.013584235589830644,0.016486477683994243,0.01711422185687242,0.015070253201140896,0.032121533992393536,0.009348638569033658,0.014449242288747333,0.012723982014610988,0.015483904482493453,0.00962396399112319,0.01282679114847558,0.027394706447515255,0.006886430802437714,0.014801518013353394,0.04181287563378944,0.013861155306987928,0.015865765128152888,0.02215769905589645
