Date,AAPL,ABBV,ACN,ADBE,ADI,ADSK,AEP,AMD,AMGN,AMP,AMZN,AON,AOS,AVGO,AXP,BAC,BIIB,BKNG,BLK,BMY,BRK-B,BRK.B,C,CAT,CB,CDNS,CHD,CI,CL,COP,COST,CRM,CSCO,CVX,D,DE,DG,DHR,DLTR,DUK,ED,EIX,ELV,EMR,EOG,ETN,EXC,FANG,FAST,FTNT,GE,GILD,GOOGL,GS,HAL,HCA,HD,HON,IBM,ICE,IDXX,INTC,INTU,ISRG,ITW,JNJ,JPM,KHC,KMI,KO,KR,LIN,LLY,LMT,LOW,MA,MCD,MDT,META,MMC,MNST,MPC,MRK,MS,MSFT,MU,NEE,NFLX,NOW,NVDA,OKE,ORCL,PANW,PCAR,PEG,PEP,PFE,PG,PH,PM,PSX,QCOM,REGN,ROK,ROP,ROST,RTX,SBUX,SCHW,SLB,SNPS,SO,SPGI,SYY,TFC,TGT,TMO,TSLA,TXN,UNH,UNP,V,VRTX,WEC,WMB,WMT,XEL,XOM,XYL,ZBH,ZM
2021-01-04,130.25,88.83,244.15,500.3,137.06,304.11,70.51,92.11,200.59,182.1,163.5,204.54,50.5,39.67,114.32,27.29,245.74,2221.83,654.26,51.93,231.73,,52.17,166.88,142.53,136.89,82.56,193.38,75.87,34.42,358.12,220.71,38.78,70.39,61.63,256.41,196.47,195.74,107.63,76.76,61.41,51.11,303.24,73.23,40.26,111.18,25.8,40.23,20.96,29.91,53.18,49.08,87.48,239.55,17.81,156.97,238.37,194.36,99.02,109.33,503.0,45.1,368.69,275.28,188.85,138.29,112.52,28.26,10.5,47.38,28.86,250.63,160.98,314.04,147.36,348.46,193.59,103.28,273.28,108.63,46.26,37.0,68.0,59.83,214.28,74.7,68.93,539.0,556.94,13.07,29.97,60.44,59.23,48.87,49.96,128.48,29.4,124.1,257.01,66.23,59.15,138.87,485.51,232.93,418.48,116.46,64.18,97.53,50.14,20.15,260.0,51.63,319.39,65.62,39.08,157.25,463.69,239.82,145.12,328.18,188.27,213.2,237.91,79.19,16.14,45.14,57.66,34.49,96.8,145.82,340.4
2021-01-05,125.73,87.37,239.85,485.88,134.58,297.84,69.22,92.1,196.85,175.4,158.3,198.93,49.52,38.38,111.46,27.03,243.88,2136.91,634.75,51.4,228.21,,51.12,165.25,140.24,136.74,82.07,190.04,75.47,34.2,359.47,217.58,38.23,70.67,60.84,252.49,195.71,193.78,106.31,75.1,60.08,49.41,299.95,71.05,40.25,109.35,25.06,40.87,20.34,28.31,50.94,50.39,85.74,236.75,17.76,156.72,235.37,189.01,98.36,106.6,488.91,44.7,359.66,264.63,182.71,137.42,111.1,28.01,10.45,45.69,29.07,242.03,157.34,304.89,146.14,339.51,189.7,102.22,266.83,106.29,44.94,36.36,66.89,58.87,209.2,74.66,66.52,521.55,526.04,13.06,29.09,59.5,58.46,47.8,47.87,125.91,29.28,122.62,249.32,65.72,58.64,134.92,479.07,227.68,408.81,111.24,61.82,93.24,48.95,20.28,254.76,50.07,319.46,63.75,38.3,157.51,466.61,241.22,142.56,325.6,183.62,209.39,228.84,77.69,16.11,45.86,56.85,34.82,94.63,143.36,360.39
2021-01-06,124.59,86.82,242.47,474.1,136.39,294.15,68.64,91.62,195.17,178.33,157.32,198.95,50.64,38.22,114.04,28.58,244.7,2148.65,643.66,50.93,229.49,,54.62,170.67,141.76,132.34,81.15,179.68,75.31,36.15,354.69,216.11,38.62,73.58,60.37,259.42,193.03,194.78,106.9,75.23,59.48,50.35,291.81,72.94,43.2,113.04,25.18,45.05,20.53,27.46,52.89,49.94,84.51,247.88,19.39,161.54,236.63,191.27,99.85,107.35,489.05,45.6,348.71,265.09,185.83,138.29,115.45,27.53,10.77,45.37,29.1,245.64,155.23,303.44,145.16,341.09,190.71,102.73,260.57,105.38,45.53,38.23,66.82,61.67,204.3,74.58,68.43,511.97,519.77,13.19,30.74,58.41,57.61,48.37,48.32,123.81,29.37,123.31,257.82,66.14,61.16,137.53,475.83,231.63,407.4,110.15,61.59,93.3,51.22,21.87,253.29,50.52,314.91,64.83,39.85,160.66,465.92,252.83,143.09,314.79,186.02,206.96,225.1,77.37,16.63,45.38,55.96,36.95,96.06,145.8,351.0
2021-01-07,125.22,87.95,243.55,471.0,140.18,305.45,69.77,91.33,201.12,186.48,157.85,201.23,52.36,39.01,117.37,29.84,247.45,2249.63,670.15,51.59,232.78,,56.81,179.51,147.68,132.14,80.8,196.95,73.3,37.44,352.02,215.14,38.68,74.72,61.24,277.12,200.91,207.45,112.99,76.23,60.59,51.15,310.7,75.15,44.17,118.1,25.81,47.18,21.06,27.83,56.46,51.78,85.82,258.18,19.43,164.33,239.22,194.41,102.32,108.81,483.49,46.55,352.67,266.29,189.11,139.84,120.61,27.8,11.02,43.73,28.84,252.83,156.37,304.64,149.81,340.09,192.44,104.76,264.45,105.85,45.28,38.33,68.45,64.6,206.1,76.24,71.33,508.28,510.0,12.93,31.12,58.95,58.31,49.54,48.81,124.81,29.53,124.18,267.43,66.13,59.9,138.26,469.94,241.7,412.74,115.38,63.25,94.66,54.54,22.4,252.68,51.63,317.18,67.62,40.5,168.57,484.32,259.21,145.76,334.8,190.6,205.41,227.9,78.48,17.23,46.18,57.89,37.45,100.21,150.19,346.0
2021-01-08,129.19,88.55,246.78,480.0,144.04,316.41,67.42,95.98,204.3,187.18,159.0,199.65,52.71,40.36,115.45,29.49,249.88,2228.09,678.04,52.31,233.54,,56.08,176.78,146.24,136.95,80.31,203.42,73.46,38.25,349.28,218.09,38.93,76.12,60.18,280.7,204.31,209.71,114.72,75.23,59.82,50.64,319.37,75.04,47.2,119.48,25.55,46.97,21.19,28.9,55.14,52.38,88.33,261.98,19.16,167.18,239.58,194.32,101.16,109.89,499.79,47.42,359.6,268.07,189.47,141.17,120.86,27.38,11.15,43.68,28.95,255.63,158.32,302.45,150.08,342.44,192.15,104.79,266.85,104.34,46.89,39.68,69.96,64.32,210.57,80.62,71.27,511.31,521.64,13.33,31.55,59.26,61.17,50.03,48.28,124.51,29.63,123.04,264.43,66.61,60.74,142.71,486.58,241.11,420.68,115.91,62.9,94.09,55.44,22.82,259.99,51.37,318.9,67.25,41.67,170.68,504.06,285.33,150.86,342.7,197.28,207.32,233.86,76.08,17.18,45.94,56.38,37.61,100.44,150.15,345.2
2021-01-11,126.03,88.74,245.86,481.99,144.15,317.43,66.94,94.03,208.18,185.75,157.4,198.34,51.33,39.78,113.89,28.75,255.86,2224.23,674.16,53.33,231.22,,54.7,174.69,144.54,133.89,81.25,202.73,73.69,37.48,349.72,217.72,39.51,73.67,59.93,273.08,201.26,211.42,112.5,74.97,59.23,50.64,316.78,73.42,45.55,115.71,25.69,44.9,21.5,29.38,54.26,53.33,88.32,257.31,17.96,163.89,239.68,190.04,100.68,110.54,515.57,46.37,365.77,272.81,186.8,141.21,119.63,27.41,10.85,44.19,28.69,248.31,176.21,296.36,151.15,343.17,194.13,104.48,259.06,106.19,47.43,37.6,69.24,64.12,210.37,74.81,72.3,507.84,525.0,13.38,30.03,59.04,60.0,49.38,49.01,125.87,29.68,123.29,260.45,66.46,57.8,141.68,499.62,239.61,416.02,115.3,61.85,95.21,55.45,22.09,258.16,51.47,312.7,68.08,40.6,171.98,503.18,283.13,150.09,338.61,199.26,207.11,235.58,75.52,16.61,45.67,56.92,37.48,101.09,146.86,344.98
2021-01-12,125.35,90.52,243.33,474.41,144.96,320.0,65.88,97.86,205.68,188.43,156.0,195.42,52.51,40.43,115.39,29.94,268.78,2209.35,683.73,54.97,233.31,,57.16,177.53,144.28,135.05,80.48,203.03,73.27,39.11,345.37,216.11,39.64,76.6,59.86,279.35,200.71,212.78,112.38,74.55,58.15,50.15,318.53,75.09,48.15,117.36,25.4,48.7,21.54,30.13,56.21,52.42,86.75,266.59,19.36,164.33,242.95,189.81,101.57,111.75,507.09,46.92,361.58,270.45,189.26,139.97,123.95,26.84,11.17,43.69,29.08,249.03,174.1,297.71,152.42,338.26,192.87,104.09,255.23,104.93,46.63,38.75,70.58,66.12,208.47,77.35,71.11,500.0,520.0,13.72,32.06,59.09,61.0,49.91,48.93,123.78,30.06,122.49,267.69,65.58,60.92,142.17,503.02,242.76,426.32,114.11,62.66,94.22,57.28,23.27,261.48,51.35,307.87,68.77,41.66,174.77,506.42,277.0,151.01,334.24,196.43,205.54,234.8,73.74,17.27,46.61,55.8,39.49,100.8,148.34,333.2
2021-01-13,125.61,91.0,240.71,472.0,147.72,320.75,66.05,93.01,204.7,190.73,156.42,196.1,54.28,40.66,115.01,29.95,269.61,2141.25,697.34,55.09,232.0,,56.75,181.28,145.55,134.06,79.85,208.78,73.6,40.24,345.72,215.12,39.63,77.05,58.91,284.55,202.98,208.78,113.79,74.42,57.89,50.87,315.86,76.5,49.28,118.21,25.55,51.48,22.03,30.73,57.53,51.72,85.85,269.23,20.36,165.31,249.4,190.2,101.62,111.0,496.18,53.79,354.91,262.46,188.87,139.16,123.19,26.33,11.63,43.63,28.68,250.57,171.28,302.03,155.94,340.73,190.36,103.72,250.18,105.05,47.0,40.22,69.13,65.47,206.08,77.11,71.96,495.5,518.21,13.45,33.35,58.45,61.97,50.64,49.48,123.33,29.5,121.82,269.9,64.69,61.57,140.85,515.57,246.17,418.27,113.82,64.1,92.69,57.08,23.89,258.95,49.51,302.91,69.76,42.07,176.86,494.29,284.25,151.9,332.47,196.9,202.71,230.2,74.13,17.79,46.53,55.07,40.38,100.77,150.31,360.0
2021-01-14,127.6,92.82,241.47,472.41,146.96,314.08,66.05,91.77,205.14,190.18,158.38,200.37,53.65,40.95,116.0,29.99,269.49,2157.91,671.63,54.6,234.79,,57.19,178.83,147.19,134.38,80.27,207.62,74.07,40.3,347.27,216.33,39.27,77.66,59.35,285.74,202.87,209.08,112.67,76.58,59.37,51.55,313.43,75.32,48.12,116.66,26.02,51.31,21.79,29.82,56.7,51.56,86.92,272.79,20.04,164.08,245.98,189.98,100.73,110.76,497.31,52.84,355.22,271.43,187.81,141.12,124.88,26.23,11.76,43.79,29.13,251.07,176.46,307.86,156.14,339.83,191.43,104.24,252.02,106.07,45.86,39.46,68.34,65.51,207.9,78.15,73.17,507.35,527.2,13.54,33.9,58.22,61.07,50.22,50.2,123.65,29.33,122.12,271.45,64.96,60.34,144.67,511.69,243.54,403.55,113.49,63.83,94.03,56.16,23.3,257.12,50.11,301.33,68.2,42.46,175.5,496.27,281.13,150.85,333.22,197.24,203.83,228.22,75.65,17.8,46.24,56.18,40.36,100.47,152.11,371.0
2021-01-15,125.63,93.24,238.06,462.5,145.9,311.74,65.12,90.75,209.2,190.8,156.15,199.96,52.81,40.46,115.84,29.82,280.0,2152.01,664.63,55.53,234.1,,57.06,178.43,144.72,134.41,80.05,203.47,73.33,40.19,342.58,214.29,39.35,77.89,58.3,283.16,199.27,205.93,109.31,76.03,58.01,49.94,304.57,76.31,48.64,113.56,25.74,50.14,21.48,29.5,56.65,52.12,85.94,270.22,19.73,160.72,240.72,189.51,100.94,108.49,487.93,53.2,354.83,266.69,183.84,140.98,122.16,26.06,11.85,42.92,30.11,246.12,177.92,307.06,154.43,319.22,187.7,103.58,246.55,104.06,45.15,39.81,67.86,64.84,205.6,79.03,73.6,500.0,518.41,13.19,34.2,57.78,61.06,50.07,49.59,123.62,29.25,120.18,270.61,64.71,61.28,145.92,516.67,239.48,396.2,109.76,63.21,91.84,55.17,23.23,258.68,49.41,295.02,67.0,42.27,176.09,491.65,284.0,150.74,326.0,194.12,195.09,226.59,74.65,17.91,45.4,54.95,40.7,99.41,151.92,397.71
2021-01-19,124.65,93.28,238.8,461.17,146.3,314.83,68.5,89.56,213.81,195.43,155.35,202.49,52.9,40.47,118.69,29.11,276.75,2108.27,660.64,56.23,234.64,,55.22,178.12,144.95,135.83,81.51,205.41,73.87,38.37,343.82,213.48,39.67,77.3,59.28,281.36,197.64,208.07,108.59,77.44,59.33,50.53,311.64,77.25,48.1,115.06,26.46,49.67,21.71,29.49,56.06,54.15,86.63,273.64,19.56,163.86,249.12,190.16,101.72,108.9,489.24,52.38,364.54,261.7,186.26,142.48,124.32,26.26,11.92,42.55,30.61,247.21,186.68,310.29,159.03,318.68,190.15,103.68,255.5,104.61,46.17,39.31,69.3,66.09,205.82,79.39,73.65,501.0,515.6,12.98,34.17,58.25,61.39,49.75,51.24,124.43,29.31,120.58,271.21,65.13,60.92,144.26,521.59,239.13,405.47,111.22,62.74,93.13,55.81,23.0,261.66,50.73,296.08,67.71,42.36,173.21,504.18,279.27,150.93,332.63,197.47,196.55,227.0,76.53,18.0,45.24,56.54,40.32,99.25,151.09,391.01
2021-01-20,125.51,94.68,242.16,462.73,149.04,311.52,68.01,90.55,214.61,199.29,159.1,202.63,52.97,41.49,120.29,29.35,274.31,2152.69,661.52,55.99,234.0,,54.0,176.62,145.05,138.29,80.66,204.61,71.14,39.41,336.25,220.06,39.67,78.54,58.05,280.06,193.33,205.21,108.23,75.52,58.62,49.03,305.35,75.98,48.73,116.03,25.94,49.56,21.37,30.0,56.16,56.05,90.77,265.4,19.82,159.51,244.86,189.87,102.05,108.92,486.41,52.65,380.88,261.85,185.38,143.54,122.51,26.42,11.89,42.38,29.92,241.91,189.32,303.03,157.51,321.61,189.67,104.48,267.46,104.67,45.06,41.2,69.03,66.08,209.63,83.93,73.79,565.42,527.99,13.08,34.18,57.56,61.67,51.85,49.84,123.26,29.33,117.76,273.03,65.12,63.16,149.5,535.3,241.81,407.18,108.52,62.46,92.77,55.92,23.32,270.83,51.12,305.88,66.38,42.1,167.94,503.84,286.25,154.14,328.58,196.46,196.53,233.29,75.34,17.92,44.91,55.9,40.87,99.72,149.83,399.11
2021-01-21,130.52,94.44,244.48,470.26,148.28,309.24,68.54,89.34,218.59,198.98,164.65,205.1,53.14,41.72,121.33,28.97,270.25,2114.1,666.9,55.22,235.22,,53.54,176.34,146.06,140.95,80.45,211.84,71.75,38.6,342.81,221.75,39.56,77.59,58.59,284.89,192.2,205.98,108.63,75.69,58.67,48.76,303.09,76.81,47.98,116.38,26.03,49.34,20.86,30.27,55.67,56.67,94.12,260.59,18.5,162.12,247.52,188.9,102.38,108.05,493.0,53.37,375.57,265.44,184.71,141.88,120.61,26.84,12.22,42.59,29.98,241.62,194.02,302.26,159.67,325.92,193.2,104.78,267.79,105.54,44.81,40.96,67.84,64.77,216.37,82.04,75.22,582.45,543.5,13.38,33.81,57.82,62.09,52.43,50.78,122.61,29.02,116.79,269.95,65.54,62.46,150.49,539.09,244.3,410.1,109.57,61.43,95.54,55.45,22.93,276.2,50.47,308.22,68.47,41.55,169.36,509.91,285.0,153.77,327.58,190.04,199.46,237.06,75.37,17.84,45.47,56.3,41.05,98.67,153.69,383.03
2021-01-22,132.94,92.78,239.7,472.5,145.62,303.0,68.38,94.42,218.81,196.18,165.22,202.61,53.37,41.87,118.92,28.09,270.34,2075.52,662.59,53.74,232.5,,51.62,174.97,145.41,139.08,81.1,208.52,70.89,35.75,344.61,222.95,39.16,74.73,58.58,285.73,194.11,203.89,107.64,75.12,58.13,48.05,302.67,75.92,42.5,115.0,26.04,48.14,20.59,30.6,53.57,55.66,94.01,257.21,17.51,159.95,250.25,186.53,94.97,106.15,490.73,53.2,373.81,261.01,182.64,142.8,117.95,26.6,11.48,42.61,30.33,236.04,192.43,299.67,158.1,322.0,191.8,103.72,270.53,104.11,44.56,39.17,67.07,62.66,218.66,82.12,74.95,582.1,549.75,13.7,32.11,57.16,60.68,55.32,49.89,121.91,28.96,117.12,259.28,64.87,60.06,148.85,532.63,245.04,411.01,109.25,60.89,94.36,54.8,21.64,273.23,50.23,305.0,67.99,40.68,170.07,505.87,278.1,153.83,329.92,187.88,197.46,237.25,75.62,16.94,45.54,56.35,39.12,97.47,151.6,380.99
2021-01-25,139.57,92.01,236.41,474.51,144.95,301.76,69.03,94.14,218.63,196.11,166.43,199.46,53.18,42.4,117.5,28.01,271.79,2019.26,654.46,54.37,231.67,,51.39,174.7,141.5,138.81,81.11,205.24,70.38,35.81,342.39,227.69,39.42,74.91,59.17,285.97,193.21,206.98,107.64,75.28,58.38,48.1,296.03,75.66,43.2,114.56,25.79,51.19,20.35,30.51,54.4,55.81,95.07,256.17,17.6,159.58,254.36,183.86,93.45,105.59,492.47,50.97,367.62,249.14,183.13,145.13,117.46,26.81,11.65,42.27,30.43,233.55,198.34,300.22,159.04,319.19,191.54,102.87,276.62,104.05,44.28,39.83,66.93,63.5,220.62,81.25,75.1,567.0,547.73,13.74,32.72,56.63,61.43,56.99,50.09,120.66,29.14,116.17,257.47,64.38,60.32,149.14,552.79,245.53,409.79,107.0,59.38,93.99,53.96,22.24,273.25,50.36,304.3,65.0,41.31,170.66,512.61,285.0,152.85,324.16,185.66,193.93,240.99,74.96,17.17,45.47,55.98,39.03,97.19,150.38,388.99
2021-01-26,140.08,93.33,237.65,473.73,142.12,294.0,69.56,94.91,222.57,198.82,164.82,202.52,52.66,41.77,112.31,28.13,274.5,2007.91,651.03,54.25,233.0,,51.84,171.99,143.17,135.77,82.43,203.52,70.97,36.61,341.77,225.82,39.28,76.22,60.69,283.89,193.57,207.81,106.26,77.6,59.99,48.45,299.93,75.41,44.57,113.24,26.32,51.17,20.7,30.44,58.75,56.65,93.74,254.74,17.49,162.72,255.77,186.14,93.78,106.34,488.35,49.97,363.72,251.49,183.73,149.25,118.0,27.69,11.74,42.7,31.35,239.19,202.45,299.9,160.31,321.62,191.8,103.13,276.62,104.61,44.15,41.39,67.29,62.82,223.26,79.88,77.36,554.73,540.0,13.54,32.81,57.27,61.21,54.09,50.43,123.5,29.72,118.22,255.57,65.18,61.03,149.03,557.37,236.26,410.22,107.85,62.22,93.67,54.16,21.97,269.83,51.21,303.66,65.91,41.8,169.37,510.32,297.13,151.7,327.3,187.61,195.3,240.43,76.64,17.38,45.55,57.37,39.33,96.25,150.11,391.08
2021-01-27,139.92,89.12,233.4,470.99,139.49,285.32,68.71,91.1,221.6,193.27,167.07,201.25,49.58,41.13,108.63,27.15,267.7,1924.93,638.68,53.74,230.0,,50.73,168.87,138.38,132.0,83.38,196.34,70.69,34.83,344.41,221.76,39.59,72.36,60.14,273.38,191.89,200.45,104.98,77.24,59.42,47.7,286.77,72.83,42.08,109.68,25.87,47.42,20.12,29.6,54.11,55.0,93.19,247.62,16.42,155.24,250.9,180.91,96.06,105.56,474.86,49.37,357.87,253.47,177.65,148.74,115.19,27.84,11.53,42.68,33.67,235.45,201.04,293.95,157.32,312.22,191.69,101.53,280.99,103.04,44.01,39.01,66.22,60.22,229.17,75.53,75.53,550.71,524.88,13.19,32.28,57.59,58.17,54.53,49.72,122.8,29.49,118.35,245.13,64.86,58.83,143.85,539.09,227.4,403.57,104.15,59.83,91.93,52.2,20.49,262.59,50.05,306.28,65.22,39.86,167.14,494.51,290.12,146.75,314.72,177.39,191.32,234.0,76.45,16.96,45.97,56.65,37.45,93.22,145.41,367.5
2021-01-28,136.1,87.2,233.95,459.07,138.83,277.16,68.5,89.83,219.0,190.65,161.75,202.12,51.47,41.13,111.06,27.25,265.13,1954.26,628.2,52.85,229.76,,50.95,167.09,136.94,129.79,83.05,198.95,70.23,34.94,338.59,223.05,40.18,73.3,60.05,271.01,185.97,196.27,101.67,77.08,60.6,46.69,280.0,73.11,44.31,107.13,25.04,47.54,20.41,29.4,55.72,54.58,91.0,246.37,16.22,153.33,247.48,183.2,96.62,103.57,465.31,49.53,356.26,255.68,177.97,147.93,115.47,28.19,11.4,42.51,34.22,232.08,198.11,293.83,155.34,318.78,188.3,98.84,275.67,101.32,43.39,39.35,63.92,60.28,226.87,75.4,72.02,535.88,545.0,12.96,31.46,58.67,56.67,54.98,48.51,121.33,28.98,114.28,241.2,63.82,60.06,141.84,519.83,226.6,410.86,104.6,59.74,89.63,50.55,20.19,257.5,49.41,297.24,64.8,39.75,158.52,485.72,273.33,148.01,314.35,178.62,193.6,226.8,77.86,16.96,45.19,54.75,38.23,94.17,144.44,368.0
2021-01-29,132.5,87.2,233.01,462.17,137.18,281.68,67.86,87.56,212.45,191.12,161.5,199.72,52.25,40.62,111.36,27.23,294.43,2010.51,640.61,52.4,229.45,,51.22,168.23,136.51,132.51,82.09,201.85,71.01,34.52,336.6,222.71,39.25,71.78,59.44,275.56,186.46,198.31,102.25,76.95,59.54,47.61,281.66,73.29,42.46,108.9,25.3,49.09,19.84,29.43,53.72,53.71,91.15,246.07,16.79,156.45,247.16,179.45,94.59,105.25,481.05,50.61,356.26,251.45,176.77,144.47,116.61,27.45,11.14,42.8,32.39,232.66,201.88,289.37,157.79,315.58,185.12,100.48,263.85,100.95,43.76,39.26,64.67,59.91,227.24,76.53,73.05,538.0,549.08,13.04,31.92,57.36,58.67,52.38,48.59,120.7,29.73,116.38,247.18,64.85,58.05,145.45,504.58,231.18,409.37,106.41,60.34,88.23,50.18,20.44,257.08,49.42,302.98,65.71,39.59,162.25,488.4,276.67,147.81,314.25,180.35,191.49,229.45,76.57,16.89,44.79,54.75,37.9,93.35,146.13,379.0
2021-02-01,130.47,86.37,231.0,462.28,136.95,280.41,68.63,86.83,211.91,186.31,162.12,198.37,51.0,41.16,111.32,26.76,283.2,1971.2,634.02,52.07,229.97,,50.11,170.48,137.45,131.98,80.0,201.67,70.77,34.36,333.24,225.24,39.31,71.09,60.06,275.57,181.86,208.37,102.08,78.66,60.15,47.32,282.33,72.98,40.96,109.98,25.46,47.92,19.76,29.28,53.04,55.24,91.68,244.62,16.7,158.02,243.05,180.4,94.34,105.22,483.02,50.58,355.42,250.67,177.34,145.39,115.02,27.34,11.02,42.14,31.35,233.28,199.5,287.41,153.72,312.76,188.16,99.28,258.1,103.75,43.4,38.81,64.67,58.93,226.34,77.74,73.45,536.79,546.01,13.02,31.72,57.14,59.15,51.8,48.57,119.71,28.96,115.32,251.62,63.18,57.25,142.83,511.41,233.05,385.84,107.06,60.78,87.86,49.11,20.53,259.96,49.87,307.87,64.43,39.13,162.31,510.94,271.43,148.44,312.85,179.93,188.9,231.0,76.73,17.03,44.08,55.59,37.93,92.77,145.07,369.0
2021-02-02,132.4,86.27,234.66,473.65,141.28,288.62,68.81,88.49,208.18,189.87,169.0,202.56,52.73,42.41,111.88,27.39,281.3,2009.52,644.21,52.99,231.21,,50.91,170.98,139.94,135.33,79.68,203.35,70.96,35.32,333.76,229.46,39.84,72.76,59.67,279.45,180.9,212.94,101.85,77.86,60.25,47.27,279.91,75.77,42.22,112.52,25.83,49.18,20.03,29.89,53.13,54.45,95.09,249.7,17.13,162.1,241.95,180.65,93.92,107.61,504.34,51.7,365.96,251.22,177.42,143.69,117.28,27.17,11.15,42.6,30.51,235.63,194.66,289.66,150.74,315.23,187.81,99.5,262.56,103.81,44.51,39.4,64.5,60.0,232.35,79.37,73.31,542.01,562.88,13.36,32.26,58.04,62.22,52.05,49.37,120.12,28.82,115.85,255.13,63.71,57.94,149.31,509.6,231.18,383.51,107.84,60.84,89.73,51.0,20.76,264.01,49.88,312.19,62.33,39.74,165.26,514.05,281.56,153.49,314.78,181.48,194.42,225.8,76.2,17.26,43.72,55.36,38.12,93.35,145.34,384.5
2021-02-03,132.43,89.05,232.96,487.09,140.33,294.45,69.47,88.6,200.86,190.54,171.25,203.5,53.1,43.06,113.57,27.69,269.99,2053.5,644.77,52.88,232.4,,50.75,175.02,142.11,136.0,78.42,201.32,71.09,35.06,338.0,232.96,40.04,71.96,59.53,285.14,182.81,212.3,103.76,77.56,59.5,47.95,280.6,75.98,41.37,111.73,26.06,48.6,19.93,30.82,54.89,54.55,102.66,257.14,16.82,159.67,243.64,182.3,93.67,110.03,504.17,52.33,372.14,251.66,177.94,141.55,118.8,27.18,10.76,42.74,30.3,237.29,188.41,293.42,152.92,325.36,188.05,100.17,264.17,105.43,45.1,40.41,64.38,61.52,230.69,79.94,74.5,550.17,583.0,13.6,32.53,58.32,64.58,52.42,50.0,120.39,28.2,115.27,252.32,63.35,57.52,152.1,503.7,233.62,385.78,110.54,62.72,91.72,51.52,20.72,270.0,50.13,317.74,64.84,40.33,164.99,512.88,292.34,155.02,315.62,185.64,196.57,218.42,75.33,17.07,44.0,55.54,37.97,92.03,147.8,395.79
2021-02-04,132.96,89.61,234.25,484.22,136.48,294.36,68.83,88.22,204.95,188.78,166.5,200.06,53.34,41.53,114.43,28.49,262.16,2010.7,648.62,52.15,232.84,,52.59,176.02,146.95,135.22,78.27,194.17,70.88,37.07,339.12,233.47,40.14,74.0,59.57,285.7,183.22,206.73,105.11,78.34,59.99,48.07,282.36,76.8,44.94,110.66,25.84,53.14,20.05,30.27,54.84,54.28,102.42,260.18,17.59,167.16,245.76,182.48,94.35,110.3,487.91,52.4,371.42,250.0,179.22,141.6,120.42,27.04,11.12,42.74,30.85,234.87,187.45,295.47,156.85,326.85,189.54,99.69,265.55,104.55,45.13,42.4,63.82,61.57,233.66,77.31,74.12,539.81,579.89,13.49,33.56,58.6,62.93,54.81,49.86,120.39,28.06,115.66,270.49,64.0,59.95,136.31,492.71,227.24,393.27,112.21,63.9,91.82,50.75,22.21,266.12,50.09,312.63,68.02,41.98,165.59,494.51,285.0,150.75,310.32,185.32,196.74,213.35,74.96,17.49,44.35,54.66,39.84,92.68,149.8,383.5
2021-02-05,134.19,91.93,238.5,490.92,140.07,302.99,69.8,88.15,206.71,196.45,165.95,204.62,54.51,42.83,119.75,29.46,268.14,2082.88,657.48,51.36,236.98,,53.81,176.5,152.89,137.57,78.07,191.85,71.24,38.15,338.97,237.07,41.63,74.35,59.89,294.35,183.39,205.54,106.75,79.01,60.35,48.34,280.5,77.28,46.33,112.79,26.74,54.74,20.38,31.48,56.21,56.26,102.36,264.67,18.12,172.41,251.17,184.67,95.21,108.48,496.29,53.66,381.72,254.87,178.84,145.0,123.9,27.23,11.08,43.22,30.28,239.67,192.03,300.42,160.67,333.82,191.87,103.99,265.34,105.35,46.03,42.57,63.38,63.46,233.25,79.86,74.44,552.26,588.68,13.69,34.11,59.56,63.85,55.07,50.69,122.78,28.15,115.43,257.99,67.49,61.28,135.1,512.42,226.01,396.31,114.24,65.95,95.2,52.47,23.03,271.86,51.0,316.73,69.15,43.62,168.82,485.92,281.67,153.27,310.12,186.92,203.26,214.5,74.97,17.69,44.87,55.28,40.92,91.97,159.29,387.86
2021-02-08,132.9,91.3,238.34,494.26,138.63,308.33,69.7,88.31,206.43,197.03,167.93,217.46,55.94,42.32,119.99,29.05,266.56,2090.55,654.33,51.6,236.0,,53.89,178.77,151.2,137.17,78.78,188.68,71.99,38.46,338.99,237.43,42.5,74.64,60.46,294.33,182.52,205.46,106.07,79.13,61.0,47.68,275.83,78.66,45.9,113.4,26.61,54.16,20.43,31.44,56.02,57.3,104.37,264.67,17.85,169.52,250.63,186.12,96.48,107.99,504.31,53.1,382.64,256.09,183.11,145.14,122.85,27.71,11.09,43.62,30.17,243.49,192.76,299.91,161.86,331.36,191.82,104.32,267.28,106.27,45.86,42.75,62.9,63.93,234.13,79.85,74.99,555.0,591.31,13.69,33.84,59.83,64.46,55.13,51.0,123.39,28.18,116.15,264.48,67.5,60.99,133.51,501.75,226.87,395.42,113.06,64.99,96.41,52.74,23.23,275.3,51.26,313.47,68.92,42.85,171.36,491.33,289.89,151.97,305.36,185.79,203.28,217.13,74.58,17.7,45.3,54.96,42.37,93.38,150.04,420.74
