Date,AAPL,ABBV,ACN,ADBE,ADI,ADSK,AEP,AMD,AMGN,AMP,AMZN,AON,AOS,AVGO,AXP,BAC,BIIB,BKNG,BLK,BMY,BRK-B,BRK.B,C,CAT,CB,CDNS,CHD,CI,CL,COP,COST,CRM,CSCO,CVX,D,DE,DG,DHR,DLTR,DUK,ED,EIX,ELV,EMR,EOG,ETN,EXC,FANG,FAST,FTNT,GE,GILD,GOOGL,GS,HAL,HCA,HD,HON,IBM,ICE,IDXX,INTC,INTU,ISRG,ITW,JNJ,JPM,KHC,KMI,KO,KR,LIN,LLY,LMT,LOW,MA,MCD,MDT,META,MMC,MNST,MPC,MRK,MS,MSFT,MU,NEE,NFLX,NOW,NVDA,OKE,ORCL,PANW,PCAR,PEG,PEP,PFE,PG,PH,PM,PSX,QCOM,REGN,ROK,ROP,ROST,RTX,SBUX,SCHW,SLB,SNPS,SO,SPGI,SYY,TFC,TGT,TMO,TSLA,TXN,UNH,UNP,V,VRTX,WEC,WMB,WMT,XEL,XOM,XYL,ZBH,ZM
2021-07-09,139.7,98.7,292.44,601.43,152.67,294.03,73.28,90.04,213.92,231.04,186.13,230.92,66.7,43.06,161.69,35.84,371.86,2152.09,805.96,56.96,276.03,,58.58,198.83,151.79,136.84,82.67,218.05,74.81,51.65,389.24,243.46,47.36,87.8,63.54,331.08,206.25,241.5,98.6,86.13,63.86,48.24,368.62,89.54,65.33,142.3,27.78,74.2,22.98,50.92,63.63,57.78,124.28,330.77,20.48,208.85,290.56,203.59,114.05,112.03,657.54,50.8,490.36,317.29,206.66,150.83,137.64,33.05,14.54,48.12,34.92,275.5,227.84,343.46,179.13,363.26,213.73,113.84,343.44,133.87,44.78,52.58,69.34,77.9,266.72,75.61,67.67,531.0,559.72,19.92,44.96,80.9,64.26,48.87,53.26,132.58,32.18,123.47,294.46,81.51,69.87,126.39,571.42,272.18,466.37,117.08,78.72,106.01,65.78,28.54,278.93,52.94,403.6,67.82,44.63,223.06,513.74,217.73,167.82,388.0,200.97,231.81,197.55,80.58,21.7,44.28,59.23,52.12,114.7,149.62,381.02
2021-07-12,143.08,99.13,293.61,606.0,155.05,297.62,73.5,91.22,215.15,232.17,187.2,229.48,65.95,44.14,161.75,35.97,357.03,2154.74,815.71,57.26,279.05,,58.21,198.94,153.0,138.85,82.96,217.42,74.67,50.92,394.47,245.07,47.96,87.88,62.87,329.69,206.56,242.83,99.05,85.51,63.54,48.42,367.75,89.72,65.33,142.89,27.81,73.08,23.68,51.62,63.88,58.33,125.43,334.67,20.5,209.96,291.04,205.3,114.03,112.89,661.63,51.48,494.07,317.45,206.14,151.15,138.81,33.18,14.58,48.18,35.08,276.87,225.92,342.74,179.8,366.34,214.21,114.12,349.31,134.09,45.19,52.65,68.57,78.67,270.05,76.92,67.85,540.3,570.0,20.2,45.48,82.45,65.25,49.52,52.74,132.65,32.28,123.16,292.24,81.12,69.7,129.61,578.32,270.9,472.49,118.34,77.86,107.55,66.27,28.33,282.03,52.67,402.68,67.8,44.73,223.8,514.34,220.73,169.95,386.58,201.89,230.67,198.0,80.02,21.81,44.36,59.38,51.88,114.75,149.15,385.41
2021-07-13,140.95,99.8,293.02,600.56,155.52,292.44,73.47,90.48,215.94,236.72,185.1,226.75,66.3,44.51,165.49,36.6,349.09,2176.8,830.82,57.4,280.11,,59.42,201.64,154.59,137.79,82.2,219.41,74.91,51.42,385.57,240.19,47.34,88.26,62.88,337.53,205.89,242.85,98.91,86.56,63.58,48.15,377.01,90.64,66.39,144.42,27.99,74.55,22.89,51.18,64.02,57.99,126.28,344.38,20.7,212.4,292.28,208.03,113.62,112.94,661.45,51.81,492.27,320.77,207.82,150.47,140.33,32.97,14.55,48.74,35.15,276.48,226.7,340.14,180.75,366.88,215.19,113.55,349.58,133.57,45.71,52.49,68.44,80.61,268.46,77.43,67.76,535.76,561.0,20.36,45.28,81.67,64.83,50.98,53.05,134.12,32.37,122.7,296.38,80.64,70.05,130.56,573.0,273.12,470.65,118.37,78.42,108.27,67.83,28.46,278.5,52.99,397.25,67.47,45.55,224.7,508.61,228.77,170.55,391.62,201.77,231.32,198.16,80.71,21.68,44.14,59.59,52.37,116.11,149.85,379.04
2021-07-14,144.93,100.29,295.58,608.14,157.05,298.5,73.72,90.76,214.91,234.55,185.44,225.8,66.19,44.86,164.41,35.36,351.33,2178.4,800.98,57.67,279.07,,60.2,198.24,154.41,138.43,81.34,220.34,74.78,51.77,389.27,242.38,47.48,88.67,62.17,335.05,207.29,241.77,98.19,86.6,62.87,47.63,380.12,90.27,67.08,144.54,27.85,75.35,23.02,51.58,63.0,58.19,127.2,342.29,20.78,212.4,288.93,206.49,113.46,112.24,664.79,52.32,496.71,321.52,207.32,151.39,140.24,32.6,14.48,48.8,34.91,275.4,226.51,339.1,180.05,374.14,216.44,113.98,352.63,132.31,46.13,51.81,68.61,81.18,273.13,77.5,67.67,541.01,563.96,20.31,44.98,82.33,65.29,49.77,52.37,135.67,32.33,123.26,294.82,80.39,69.78,131.53,576.96,272.38,470.67,117.86,77.52,109.55,67.62,28.52,279.72,52.65,395.52,66.22,45.05,226.58,511.24,223.58,172.13,395.75,200.9,236.14,197.51,80.21,21.51,44.37,59.46,52.52,115.4,147.93,380.8
2021-07-15,146.05,100.24,296.37,608.4,154.48,297.48,74.01,89.78,215.01,230.38,184.71,222.95,65.74,44.32,162.77,34.71,341.85,2145.79,792.91,57.77,277.13,,58.09,193.65,153.43,139.19,82.13,218.48,75.41,49.27,391.06,239.12,47.79,85.75,62.75,325.11,207.7,239.94,98.57,87.49,63.5,47.48,372.8,89.72,62.71,142.2,27.84,69.0,22.92,51.55,62.07,58.01,127.88,335.51,19.67,209.52,287.69,211.86,112.33,111.59,659.07,51.61,493.31,317.69,208.35,150.76,138.4,32.38,14.09,49.88,35.23,273.91,225.77,336.66,176.68,381.13,216.03,112.57,347.32,131.96,46.51,49.44,68.63,79.65,272.8,76.51,68.26,553.97,563.38,19.77,43.43,83.3,64.44,50.0,52.61,136.72,32.52,124.16,288.22,81.04,66.45,132.1,578.3,272.25,473.95,117.76,76.53,108.96,66.09,26.91,280.06,52.86,395.64,65.5,44.45,227.57,504.68,219.46,169.87,387.42,199.91,238.17,196.79,81.13,20.85,44.78,59.81,50.8,114.59,145.34,363.93
2021-07-16,145.29,101.19,299.43,608.71,152.69,296.78,74.93,87.32,218.31,234.89,181.67,225.62,66.25,43.93,165.24,35.46,323.97,2156.55,799.05,57.59,280.93,,59.1,195.66,157.21,138.09,82.85,219.94,75.71,49.88,392.64,236.23,47.82,86.25,63.8,329.58,208.96,246.14,98.96,88.82,64.64,48.22,377.23,91.0,63.02,144.62,28.36,68.52,23.17,51.72,62.61,58.47,126.9,338.84,19.54,213.34,293.69,213.87,113.68,112.3,659.55,51.29,492.01,318.55,209.58,149.91,140.25,32.89,14.22,50.08,35.7,277.27,223.35,339.8,181.68,384.07,217.13,111.85,343.03,132.77,46.85,49.51,68.97,81.21,272.86,75.36,69.35,541.81,561.52,18.99,43.94,82.02,64.77,50.09,53.73,138.14,32.67,125.32,290.72,81.64,66.61,130.04,586.2,275.75,475.57,118.49,77.92,109.31,66.84,26.82,277.5,53.87,399.5,66.03,46.26,227.75,509.46,218.23,168.8,396.31,200.87,242.72,200.6,82.81,21.1,44.68,60.32,50.81,115.2,144.18,359.87
2021-07-19,140.68,100.12,290.81,602.75,147.79,289.58,75.43,84.99,218.06,227.67,176.63,224.65,64.08,42.5,157.55,33.22,323.08,2075.4,776.19,57.04,274.21,,56.31,187.27,154.74,136.37,83.2,215.51,76.36,46.19,390.68,234.46,47.63,81.32,64.33,317.62,208.07,246.34,97.84,89.08,64.93,48.04,370.99,87.96,58.43,140.62,28.46,61.6,23.07,51.02,59.62,58.65,125.34,319.93,17.8,208.58,288.24,207.87,110.02,111.23,661.58,49.79,486.36,314.67,206.03,148.25,133.59,32.65,13.63,49.74,36.08,270.13,222.76,336.68,177.1,369.27,212.31,111.12,335.73,131.88,46.53,46.52,68.8,78.03,269.83,72.12,69.86,526.05,551.74,17.88,41.35,82.17,63.98,49.25,53.64,138.42,32.62,126.24,277.92,80.95,61.65,126.78,579.66,270.54,470.99,112.28,74.44,107.36,63.83,24.42,273.88,54.03,398.01,63.28,44.03,224.05,513.21,209.96,164.35,392.43,196.55,236.89,202.16,83.25,20.3,44.59,60.97,47.77,112.45,142.28,356.33
2021-07-20,140.39,99.16,292.7,605.39,148.36,287.9,74.31,87.09,217.6,223.85,178.37,220.92,64.6,42.91,154.97,33.32,324.7,2041.67,766.98,56.79,272.66,,56.06,187.99,152.6,137.97,83.5,213.29,76.26,46.25,394.43,236.63,47.29,81.38,63.49,319.93,210.62,247.23,97.81,88.8,63.02,46.78,366.61,86.35,57.2,140.43,28.23,60.3,23.22,51.9,58.74,58.41,124.78,318.36,18.23,230.84,288.71,204.16,115.3,111.53,670.92,50.26,487.55,311.65,205.11,148.63,131.76,32.89,13.68,49.43,37.63,270.16,225.76,334.76,177.56,358.52,210.61,109.27,336.95,131.27,46.22,46.24,68.25,77.71,268.96,72.92,69.49,526.07,560.0,18.69,40.5,82.35,65.34,49.35,52.58,138.61,32.76,126.35,274.46,78.76,60.37,127.43,586.68,271.21,472.33,110.43,73.99,105.61,63.11,24.58,275.25,54.09,396.97,63.7,42.88,225.23,516.49,217.33,166.83,386.56,195.48,233.64,195.0,82.05,20.38,44.45,60.19,47.65,112.46,141.17,357.83
2021-07-21,142.42,100.1,295.17,605.72,150.18,294.82,73.73,87.25,217.28,233.79,178.82,223.5,65.85,43.07,162.39,34.4,321.41,2116.85,799.05,57.31,277.64,,57.64,193.24,159.5,139.41,82.77,217.78,75.32,48.17,397.4,239.34,47.77,83.15,63.29,333.74,211.89,246.67,99.09,88.66,63.87,47.53,376.3,89.74,59.81,144.76,28.46,62.86,23.5,52.84,62.56,58.94,125.38,332.61,19.46,242.31,296.96,211.12,112.85,113.38,667.84,50.5,494.03,328.33,209.17,150.76,136.74,32.97,13.97,50.85,37.31,276.46,227.08,341.02,180.23,367.35,215.48,112.74,339.64,132.85,46.81,47.96,67.48,81.29,269.8,73.59,69.62,526.13,562.49,18.84,42.75,84.04,66.7,50.08,53.24,137.81,33.57,125.91,285.64,78.46,62.08,128.0,585.14,277.2,481.4,113.6,77.6,107.36,65.07,25.8,277.73,54.13,404.37,66.08,44.99,228.96,517.59,219.87,168.07,392.26,197.73,236.21,196.08,81.88,20.77,44.94,59.78,48.82,116.32,147.99,355.34
2021-07-22,142.82,100.1,297.21,614.58,151.08,302.87,72.87,89.4,214.7,235.37,179.36,223.99,65.95,43.71,163.83,34.68,320.04,2164.1,799.85,57.33,278.59,,58.28,195.36,159.23,140.68,80.83,218.2,74.28,49.29,396.34,241.38,47.85,84.35,62.63,334.29,210.9,247.21,99.11,88.02,63.21,46.71,366.11,90.53,60.75,145.79,28.43,65.68,23.47,53.25,63.83,58.14,127.08,336.46,19.33,240.79,297.26,214.35,114.22,114.42,673.13,51.3,503.2,317.07,209.66,150.82,137.48,32.71,13.99,50.22,36.71,280.95,227.95,341.71,181.67,371.52,215.18,113.36,344.79,134.91,46.71,48.73,67.73,83.19,274.58,74.45,68.56,510.21,572.08,19.6,42.79,85.09,65.64,50.0,52.42,137.71,33.47,124.29,289.34,78.9,62.75,130.16,580.03,278.86,483.66,116.22,78.51,109.0,65.68,26.09,278.9,54.0,405.09,65.89,45.28,230.89,514.36,218.81,165.66,391.28,203.88,236.69,195.4,80.4,20.72,44.5,58.87,49.57,116.98,150.31,357.03
2021-07-23,144.4,101.25,298.37,625.76,151.99,310.19,73.01,91.35,216.72,233.55,182.0,227.18,64.31,44.02,167.9,34.53,322.1,2165.59,788.58,58.07,279.05,,58.06,193.97,159.25,143.59,80.92,218.15,74.35,48.78,398.52,247.83,48.72,83.85,62.33,334.02,211.11,252.82,99.58,87.93,63.54,46.56,365.84,90.05,60.0,146.53,28.63,66.3,23.41,54.19,62.61,58.89,129.65,338.53,19.18,240.11,298.65,210.94,113.65,114.37,680.6,49.95,511.79,323.88,208.72,152.28,136.22,32.38,13.76,50.19,36.47,281.47,229.87,342.8,183.42,376.2,219.27,113.55,358.94,137.92,47.48,48.17,67.91,83.94,277.99,74.16,69.05,512.16,580.0,19.61,42.33,86.03,66.32,49.66,52.87,138.04,33.75,124.46,289.54,80.19,61.9,131.49,587.21,279.24,484.61,116.55,78.93,113.76,63.99,26.03,282.94,54.15,406.84,65.11,45.19,231.23,521.78,215.45,165.19,393.05,201.43,239.58,196.72,80.95,20.68,44.63,59.31,49.19,117.4,150.0,361.6
2021-07-26,145.1,101.37,301.01,624.18,150.16,312.0,73.82,92.01,217.99,234.76,183.66,239.53,64.95,44.22,164.78,34.05,324.41,2176.29,785.32,58.25,277.78,,57.17,194.28,157.41,145.0,82.31,216.68,75.65,48.53,403.39,246.04,48.93,84.41,62.92,337.19,214.48,253.61,100.09,89.24,64.42,46.79,362.54,90.52,59.47,146.18,28.81,64.93,23.75,55.32,61.92,58.94,132.53,337.26,18.67,238.99,299.19,210.46,114.0,114.94,691.14,48.33,514.94,323.28,206.46,153.01,135.06,32.67,13.76,50.46,36.65,283.67,233.03,334.75,181.85,382.62,220.97,114.2,367.56,138.64,48.04,48.74,68.49,82.27,279.57,74.04,69.28,514.38,584.8,19.27,42.44,82.67,66.33,49.7,53.59,139.13,33.88,126.4,290.26,80.45,61.98,131.94,584.38,279.02,484.64,116.05,78.02,114.85,64.38,26.76,284.35,54.86,402.91,65.29,44.95,234.01,523.3,216.99,166.24,392.04,200.91,241.96,199.43,81.89,20.71,44.89,59.95,49.08,117.55,149.54,366.48
2021-07-27,145.93,101.08,300.14,621.0,152.25,314.04,75.39,92.94,214.82,227.47,184.93,244.2,64.51,44.09,162.12,34.1,332.07,2199.79,783.42,57.44,278.07,,57.7,192.14,157.88,145.51,82.66,211.62,76.23,48.92,403.96,245.06,49.15,84.91,62.93,334.11,216.26,253.61,100.16,89.05,64.1,46.03,358.64,89.87,59.98,144.9,28.64,65.56,23.69,54.48,65.2,58.59,133.45,336.65,18.96,237.17,300.75,210.64,114.92,114.12,688.8,48.61,514.81,322.54,206.16,152.99,135.25,32.89,14.02,50.65,36.42,281.89,234.12,330.49,183.12,380.99,222.96,113.77,369.88,138.04,48.12,48.89,68.23,83.59,279.98,73.05,69.36,518.08,584.0,19.22,42.64,82.97,66.67,48.86,53.72,139.59,34.04,126.88,290.71,81.37,62.96,130.61,566.94,271.01,478.4,116.83,79.72,115.16,64.01,26.72,283.95,54.59,398.81,65.68,44.61,233.22,522.92,221.13,168.18,387.5,200.29,241.94,199.85,82.35,20.81,45.09,59.95,49.81,117.77,149.46,374.76
2021-07-28,141.71,100.95,302.95,620.99,152.07,309.41,77.13,93.44,215.2,236.7,181.69,254.07,65.36,43.72,164.54,34.53,333.75,2221.83,779.79,57.73,280.8,,58.77,194.43,163.26,143.3,82.92,213.78,76.43,49.2,403.26,241.7,49.22,85.63,64.15,335.93,214.85,252.12,98.86,90.66,65.52,47.48,363.0,90.28,59.88,146.06,29.19,65.41,23.73,54.4,64.32,58.9,135.5,339.64,19.28,238.87,295.89,211.92,115.3,115.16,684.13,48.53,511.46,325.03,207.45,153.82,136.95,32.61,14.09,50.55,36.71,282.27,233.8,337.45,179.41,382.58,221.43,115.91,372.52,136.62,47.58,49.49,68.84,84.14,279.56,72.81,70.27,521.82,582.0,19.28,42.43,83.11,66.34,47.79,54.93,139.85,34.47,127.35,293.31,81.93,64.15,129.49,580.44,269.14,482.16,116.12,81.1,111.94,64.11,26.96,282.37,55.56,401.52,66.68,45.73,230.79,512.67,215.67,167.1,389.84,199.88,242.78,202.85,84.01,20.76,44.93,60.94,49.8,118.29,153.45,368.48
2021-07-29,141.6,102.15,300.09,617.04,153.43,313.68,76.6,96.58,215.12,239.78,181.39,256.99,65.44,43.88,163.01,34.85,334.99,2216.36,783.88,58.92,279.29,,59.1,198.13,158.39,144.56,82.79,213.12,75.95,50.01,402.5,241.37,48.81,86.88,63.24,339.93,216.75,255.68,99.45,90.36,64.7,47.6,363.18,91.41,60.6,146.32,29.22,66.91,23.68,54.46,64.51,60.06,135.34,340.74,19.87,238.63,295.95,214.52,114.76,113.68,692.45,48.94,508.17,324.33,207.29,153.83,137.72,32.62,14.17,50.62,36.96,281.96,237.76,336.41,179.02,378.55,222.18,116.55,359.03,137.64,47.1,50.81,68.57,84.45,276.9,74.31,70.37,519.96,584.6,19.48,43.12,82.9,66.48,47.46,54.83,139.52,35.51,126.53,292.24,81.46,65.22,134.28,587.0,281.6,479.81,115.88,80.66,112.28,64.82,27.49,283.52,54.77,405.97,67.21,45.72,231.59,526.06,216.6,168.46,386.82,199.33,240.89,202.73,82.63,20.92,44.98,61.32,50.66,118.43,153.42,376.07
2021-07-30,141.29,102.12,299.98,619.03,154.18,318.3,76.79,101.6,213.5,243.25,167.4,255.91,65.95,44.2,163.89,34.81,326.37,2171.07,785.79,58.2,280.01,,58.86,192.49,159.34,144.91,81.97,212.78,73.26,49.44,406.61,240.89,48.89,87.46,63.08,341.05,218.15,258.98,99.1,90.16,64.8,47.43,365.65,91.71,59.79,147.06,29.27,65.79,24.0,54.2,64.37,58.73,134.23,340.32,19.62,238.5,296.28,214.43,114.1,113.6,666.31,49.1,512.06,326.37,203.89,153.65,137.21,32.51,14.11,50.69,37.44,286.39,235.27,333.92,178.41,380.02,222.66,116.2,352.07,138.45,47.39,50.26,68.19,84.25,275.86,74.36,70.35,512.69,579.71,19.38,43.49,82.64,66.5,47.07,55.16,139.64,35.22,128.55,291.65,82.1,63.66,136.76,579.82,283.72,479.65,116.55,79.51,111.61,64.67,27.01,284.08,55.11,410.08,67.27,45.34,233.88,529.38,223.92,169.05,386.34,197.99,240.02,201.54,82.63,20.86,44.53,60.5,50.55,119.15,152.95,380.51
2021-08-02,143.23,100.31,301.46,625.87,157.02,321.41,76.0,105.93,213.06,244.3,167.65,255.46,65.84,44.85,162.77,34.71,327.04,2164.24,790.36,58.24,279.31,,58.88,192.58,160.31,147.82,82.35,214.42,72.32,49.24,411.04,240.21,49.35,86.63,62.66,345.02,218.48,260.73,100.3,89.92,64.18,45.55,366.17,93.44,59.51,148.15,29.16,64.43,24.03,54.85,63.88,58.42,134.31,339.96,19.26,240.25,299.13,216.59,114.05,114.09,687.41,49.41,518.8,332.0,207.06,153.59,136.72,32.15,14.0,50.73,37.4,292.39,236.06,334.13,179.54,380.31,223.02,117.11,356.15,139.77,47.24,50.07,68.02,84.94,277.01,77.2,70.8,519.0,587.89,19.66,42.41,82.95,66.67,47.69,54.58,139.31,35.56,128.35,289.4,82.55,63.15,137.49,575.53,287.92,482.93,117.8,79.3,111.46,64.63,26.56,289.82,54.94,416.41,67.22,45.05,235.08,536.5,233.33,172.55,388.98,201.42,239.08,200.65,82.12,20.55,45.04,60.08,49.41,120.81,154.16,378.0
2021-08-03,142.69,99.26,300.04,620.23,156.77,323.03,76.41,108.15,211.87,243.76,167.04,254.31,65.48,44.52,161.45,34.41,331.81,2146.38,794.42,58.32,279.05,,59.14,190.09,161.29,147.55,81.18,215.18,72.19,47.99,410.37,239.28,49.29,86.21,63.1,339.03,218.52,259.54,99.3,90.79,64.64,45.94,371.06,92.0,58.33,149.09,29.4,62.67,23.99,57.09,61.26,58.69,134.33,343.65,18.61,243.23,297.63,214.78,114.41,113.05,682.19,49.32,515.66,331.68,206.28,153.82,136.65,32.15,13.92,50.56,37.58,284.77,235.12,331.51,177.47,367.96,218.75,116.74,350.81,140.1,46.83,49.15,67.52,84.97,276.1,77.03,71.05,514.39,584.89,19.7,41.77,83.09,66.75,46.76,55.04,139.32,36.28,128.43,287.66,82.23,62.94,136.49,575.26,287.93,478.05,116.14,78.89,110.13,64.6,26.06,288.2,55.04,419.84,66.09,44.86,231.52,528.74,239.67,171.23,391.09,199.06,233.63,198.59,82.49,20.35,44.92,60.32,49.43,118.5,143.74,378.13
2021-08-04,144.12,99.36,300.28,622.47,157.12,328.0,76.65,114.36,209.76,242.14,168.97,256.4,66.77,44.8,160.07,34.38,336.92,2105.1,795.42,58.86,280.17,,59.03,192.78,160.98,150.0,80.85,217.01,72.11,48.19,416.17,239.52,50.03,85.24,62.66,345.43,220.52,263.65,99.54,90.68,64.66,45.81,374.0,89.81,58.69,152.33,29.24,65.23,24.35,59.47,62.24,59.41,134.54,342.05,18.48,243.48,299.76,213.51,115.94,112.99,696.12,49.64,517.55,333.33,209.23,155.13,136.02,31.94,13.8,50.33,39.0,288.36,245.93,327.12,178.84,358.8,215.91,116.28,350.5,141.38,46.42,49.58,67.63,84.1,276.88,78.58,71.6,513.0,585.0,19.95,41.27,84.89,66.57,46.36,55.12,138.6,37.25,129.5,289.72,82.39,63.16,135.68,583.31,288.67,481.06,116.17,79.06,108.81,63.34,26.25,289.78,54.95,421.68,64.76,44.9,234.29,533.32,237.0,170.3,396.95,200.46,230.11,200.0,83.18,20.35,45.21,60.22,49.1,121.15,143.51,376.88
2021-08-05,143.84,98.8,300.17,626.99,161.61,331.1,76.65,116.63,201.3,242.46,167.81,254.11,67.3,44.98,160.41,34.87,336.83,2123.07,801.58,58.64,280.16,,59.65,190.03,163.46,151.53,80.52,201.75,71.67,48.31,417.84,242.55,49.28,85.66,63.2,344.97,221.03,266.74,97.93,91.08,64.83,45.67,372.79,93.21,58.12,152.28,29.01,64.25,24.28,61.0,62.97,59.19,134.87,343.56,18.06,240.63,300.91,211.42,115.32,113.79,698.87,49.73,523.31,337.33,208.74,154.82,136.94,30.86,13.83,50.06,38.68,291.13,252.92,325.28,176.9,359.7,215.26,114.39,357.68,141.17,46.28,49.95,66.77,85.04,277.52,80.23,71.99,517.13,595.0,20.46,42.41,85.26,67.47,46.33,55.43,137.52,36.96,129.78,286.46,81.92,62.15,134.96,587.0,293.15,480.99,114.2,78.64,108.44,64.5,25.65,292.09,55.07,426.58,65.1,45.41,234.81,535.4,238.67,173.81,396.96,199.5,229.73,200.26,83.73,20.47,45.48,60.71,49.05,121.49,139.25,395.73
2021-08-06,143.44,98.91,303.09,629.27,157.2,327.46,77.02,110.55,204.03,248.91,168.75,257.05,67.11,44.48,162.19,35.68,335.75,2180.19,805.48,58.4,281.82,,61.34,193.51,164.33,150.74,80.16,193.12,71.85,49.29,422.6,247.07,49.23,86.58,63.49,347.96,221.36,267.92,98.99,91.65,65.34,46.19,360.71,93.72,58.69,152.27,29.47,67.35,24.22,59.71,63.19,59.11,135.23,351.45,18.35,241.34,303.38,211.86,115.3,113.75,695.69,49.61,521.43,340.0,207.19,154.9,139.56,31.01,13.75,50.2,38.49,288.82,253.14,325.15,177.61,362.84,216.12,114.4,359.43,142.77,47.0,51.92,66.86,86.62,279.09,79.31,72.62,524.0,594.0,20.48,42.99,84.37,66.12,45.85,55.86,136.45,37.03,129.49,277.57,81.93,63.67,133.94,601.43,293.58,479.23,115.55,79.58,108.82,66.47,26.1,292.33,55.66,426.49,66.81,46.39,234.95,533.74,237.3,172.53,387.51,200.87,233.02,202.99,84.16,20.67,46.11,60.72,49.51,122.43,141.21,392.3
2021-08-09,143.29,98.33,304.04,634.98,159.28,333.18,77.1,111.31,202.86,250.37,167.18,254.76,66.7,44.61,162.02,36.21,339.99,2155.64,812.71,58.24,287.86,,61.47,191.92,165.15,151.0,80.17,195.04,71.67,48.49,420.61,249.24,49.54,85.64,63.49,345.98,221.85,268.1,97.55,91.03,65.76,45.94,360.51,93.19,56.87,151.53,29.43,64.95,24.12,61.03,63.31,58.8,135.13,358.42,18.22,240.39,298.43,210.72,115.97,114.02,685.2,49.81,520.8,344.36,206.84,154.7,141.66,31.15,13.64,50.38,38.41,289.9,254.17,323.72,175.77,365.55,215.3,114.53,361.78,141.58,48.68,51.19,67.07,87.44,280.29,79.83,73.04,521.15,589.95,20.4,42.4,84.58,64.72,45.41,56.03,137.22,37.05,128.51,282.48,81.25,62.35,134.55,609.17,292.86,476.13,117.01,79.23,108.68,67.89,25.57,293.79,55.67,426.44,67.58,46.43,233.31,538.23,236.72,173.34,390.28,200.86,234.72,201.38,83.94,20.39,46.01,60.71,49.05,122.86,139.99,384.93
2021-08-10,143.52,98.0,302.12,630.48,159.51,332.85,77.01,107.9,200.82,251.5,167.25,258.46,66.98,44.56,162.38,36.8,339.09,2130.77,816.3,57.59,287.01,,62.06,194.43,165.71,151.32,80.26,197.07,71.47,48.65,420.62,248.69,49.26,85.49,63.54,351.75,221.78,268.88,98.34,90.86,66.12,46.17,357.13,93.3,56.91,153.25,29.4,65.08,23.97,60.31,63.47,58.36,136.52,361.61,18.43,237.5,297.92,210.39,115.16,114.06,688.14,49.96,524.76,344.63,207.38,154.29,140.95,31.09,13.72,50.41,38.87,285.97,256.26,323.26,174.28,363.69,214.67,112.89,359.86,142.54,49.46,52.25,66.45,88.47,279.37,77.96,72.79,520.0,588.0,20.28,42.39,84.24,64.99,45.43,55.78,136.93,37.95,128.47,280.78,81.64,62.72,135.03,614.03,293.35,475.93,116.31,79.35,108.13,69.51,25.95,292.82,55.74,424.31,69.37,46.53,235.88,535.21,238.0,170.88,386.1,201.54,233.51,200.5,84.21,20.39,46.35,60.8,49.3,122.7,138.3,385.7
2021-08-11,143.14,98.83,302.73,623.76,160.19,332.0,77.46,107.6,201.64,253.7,166.57,261.49,67.43,44.46,161.16,37.61,337.39,2167.29,830.45,57.67,289.45,,63.52,199.73,168.55,149.58,80.54,198.23,71.49,49.11,425.24,242.54,49.6,86.59,63.7,357.82,223.69,269.55,101.81,91.53,66.41,46.64,358.51,94.74,56.27,156.97,29.58,64.46,24.1,60.29,64.93,59.3,136.36,369.45,18.65,232.49,302.58,214.25,115.63,113.82,672.64,49.98,516.14,333.17,210.39,155.17,143.89,31.36,13.8,50.46,39.19,291.08,258.99,325.29,177.2,360.04,213.84,112.16,360.12,142.35,49.55,52.79,66.83,89.82,277.84,74.27,73.21,517.0,578.44,20.0,43.0,85.0,62.6,45.66,55.05,137.28,39.24,129.22,284.31,82.37,63.35,133.88,614.37,297.94,469.85,120.49,79.91,106.67,70.92,26.13,290.04,56.02,421.2,70.9,47.7,237.3,534.89,237.57,171.45,388.47,203.14,231.15,196.82,84.08,20.51,47.15,60.61,49.96,123.9,137.95,374.92
2021-08-12,143.28,97.8,301.86,626.0,157.83,327.4,77.6,107.39,200.82,254.98,164.5,266.05,67.69,44.23,161.71,38.18,335.87,2154.05,827.68,57.02,291.81,,64.41,205.76,171.04,149.7,80.88,195.75,72.42,49.77,422.85,240.39,49.57,87.29,64.18,366.04,223.76,270.04,102.56,91.1,67.06,47.56,348.29,95.79,56.82,155.63,30.01,65.68,24.39,59.87,64.92,60.06,135.16,374.49,19.21,228.81,305.79,215.96,116.02,112.39,663.05,49.89,518.97,332.92,212.59,154.79,145.58,31.52,13.84,50.32,39.58,291.69,253.66,325.18,179.95,354.2,215.5,112.38,356.49,143.32,49.44,53.37,66.42,90.92,277.28,70.5,74.0,511.86,569.27,19.83,43.18,84.25,60.93,47.04,55.48,137.74,38.19,129.6,279.18,81.81,63.58,135.44,605.33,294.56,469.2,121.29,80.45,106.74,70.83,26.46,288.89,56.37,421.52,70.26,48.43,236.76,531.12,235.45,169.37,382.8,205.8,227.4,195.72,84.3,20.49,47.16,60.67,50.03,124.15,136.65,358.34
