Date,AAPL,MSFT,NVDA,AMZN,GOOGL,META,TSLA,SPY,BRK.B,UNH,JPM,V,LLY,XOM,MA,AVGO,JNJ,HD,PG,MRK,COST,ABBV,ADBE,PEP,CRM,NFLX,CVX,WMT,ACN,AMD,MCD,KO,BAC,TMO,INTC,LIN,AMGN,TXN,NEE,PFE,HON,MS,UNP,QCOM,PM,GS,NOW,VRTX,BKNG,LOW,RTX,ISRG,LMT,IBM,SBUX,GE,CAT,BLK,DE,ADI,MDT,ORCL,INTU,CSCO,MU,ADSK,PANW,SNPS,CDNS,FTNT,ZM,REGN,BMY,GILD,BIIB,DHR,CI,ELV,ZBH,IDXX,HCA,SCHW,AXP,C,TFC,SPGI,ICE,CB,AON,MMC,AMP,SLB,COP,EOG,PSX,MPC,OKE,WMB,KMI,HAL,FANG,TGT,DG,ROST,DLTR,KHC,SYY,KR,CL,MNST,CHD,ETN,EMR,ROP,PH,ITW,ROK,FAST,PCAR,XYL,AOS,SO,D,DUK,AEP,EXC,PEG,ED,WEC,EIX,XEL
2021-01-04,133.59,223.01,13.1375,164.2475,88.3475,273.7,241.75,,,353.5,127.93,220.0,168.9,42.03,357.0,44.19,158.3,266.26,140.4,82.33,377.03,108.5,502.0,148.8,224.75,536.0,85.86,48.1,262.5,92.01,215.21,54.9,30.54,471.0,49.6,267.17,231.0,164.79,78.33,37.08,213.49,69.55,210.5,153.95,83.05,268.0,558.1,237.52,2281.21,161.05,71.75,275.28,355.53,120.5927,107.46,54.4272,183.0,732.5,273.0,148.43,117.89,65.0,380.61,44.56,76.18,306.8,59.1667,260.17,137.11,29.8,341.0,484.0002,62.8,58.18,246.5,224.1,209.14,,155.6,503.57,163.36,53.22,121.7,61.95,48.1,330.82,115.6,152.44,211.26,116.83,195.3,22.29,40.8,51.36,70.77,41.7,38.38,20.3,13.75,19.06,48.85,176.56,210.15,122.81,108.69,34.9,74.76,31.75,85.66,46.25,88.0,121.0,80.58,429.92,273.51,206.0002,251.89,24.5582,57.7867,102.03,54.82,61.43,75.25,91.56,83.37,42.42,58.3,72.4,91.88,62.82,66.68
2021-01-05,130.09,217.72,13.1628,159.5245,85.85,268.72,243.6867,,,348.28,125.61,217.25,165.19,41.75,351.49,42.613,157.05,263.66,138.2,81.0,378.09,105.98,483.0,143.75,221.16,525.12,85.37,48.9133,256.4,93.03,210.5,52.97,30.17,473.37,49.45,257.18,226.75,162.32,74.55,36.8,206.5055,68.65,202.9,149.66,80.61,263.8,524.7,227.25,2164.0,159.4201,68.35,264.63,347.0,118.5468,103.2,52.2336,182.13,717.8,266.84,145.55,115.92,63.5,370.44,43.78,76.48,297.84,57.3333,254.5,138.0,28.34,358.31,480.01,61.7,60.08,243.71,222.25,205.53,,153.1,488.91,162.59,52.52,118.11,60.44,46.6,331.78,113.0,149.99,205.1,113.93,188.11,22.14,39.8,50.9022,69.75,40.75,37.84,20.1,13.58,18.8,49.52,177.63,209.71,117.14,106.31,34.33,72.55,32.0124,84.33,45.005,86.5,118.32,78.18,419.98,265.32,202.56,246.21,23.77,56.5333,99.5,53.64,59.49,73.5409,90.08,81.1712,41.02,55.71,70.7,90.39,60.67,65.6
2021-01-06,128.01,213.06,13.09,157.1,85.0,262.17,250.02,,,339.46,128.45,213.61,164.01,44.29,347.66,41.934,157.43,267.0,138.48,80.95,368.23,106.0,476.7,143.75,219.0,509.9,88.7,48.5833,260.0,91.33,211.94,52.05,31.0,471.99,49.32,262.32,226.3,159.86,76.4,36.96,210.7,70.69,204.57,149.55,82.6,274.2,524.0,226.71,2180.0,160.5,69.42,265.29,346.0,120.3633,103.0,53.9288,186.6,713.94,276.0,147.87,116.7,62.43,360.16,42.87,75.7,295.67,57.7667,255.0,133.0,27.97,350.85,477.0,61.2,59.17,243.83,226.57,202.22,,153.77,494.0,168.25,53.99,120.11,63.2,48.34,327.06,113.9,153.78,205.27,112.95,191.56,23.53,42.58,54.79,73.69,42.85,39.48,20.67,14.1,20.46,55.03,180.01,206.75,114.83,106.38,33.7,72.5,31.91,84.93,44.7,85.53,121.99,80.26,418.53,272.8,206.02,249.25,24.29,56.8333,101.25,54.69,60.0,73.9999,89.95,80.98,40.63,55.0,70.0,89.86,61.17,64.32
2021-01-07,127.85,213.8,12.786,157.8695,86.825,264.04,260.0667,,,359.94,132.98,212.83,164.35,44.85,351.9066,43.02,160.3,267.86,140.65,82.28,372.55,106.8,469.98,143.59,217.67,503.29,90.12,49.1667,261.0,90.88,213.19,50.77,32.51,485.31,51.06,269.28,232.32,164.5,80.33,37.05,212.54,74.21,211.95,151.51,83.0,286.65,512.52,226.7,2278.15,163.6099,70.32,266.29,348.98,123.6807,105.3,56.8688,195.45,760.0,292.9,150.37,118.88,63.12,363.38,44.28,78.0,305.45,58.305,251.67,132.14,27.826,348.06,472.94,61.85,61.22,248.0,236.14,212.0,,160.33,483.49,171.04,57.69,123.9,65.97,50.04,329.88,116.4,157.95,206.88,113.5,200.0,24.6,43.65,55.45,72.0,43.19,40.03,21.5,14.5,20.84,56.63,189.0,216.0619,122.69,112.99,34.06,75.94,32.08,82.99,45.425,85.89,127.5,82.69,423.46,284.59,209.66,261.37,24.63,59.2467,104.98,56.72,61.2,74.56,91.1,82.28,42.37,56.95,71.41,91.28,62.65,66.57
2021-01-08,132.05,218.3,13.3498,158.578,88.6,269.4,283.7167,,,365.78,136.2,214.67,166.22,45.17,352.2,44.406,161.1,267.32,139.55,84.0,368.7,106.8,479.2,142.27,219.0,511.0,90.73,49.1333,265.2,95.52,212.75,50.22,33.0,504.37,51.94,271.04,234.02,169.0,79.29,37.24,214.44,76.17,214.45,155.67,83.65,293.79,512.99,233.61,2256.34,163.81,69.86,268.35,343.25,123.566,104.19,56.3704,195.0,757.51,300.5,156.33,118.6,63.35,369.02,44.69,80.99,317.0,60.55,260.11,137.42,29.0,342.47,484.57,62.2,62.5,251.87,241.04,220.57,,160.62,498.26,174.0,56.49,121.68,66.86,51.52,331.2,116.63,156.63,206.0,111.84,201.36,25.11,44.69,58.8,73.0,44.17,40.81,21.65,14.88,20.4,58.86,191.8442,218.5,122.36,114.8,33.78,75.03,31.99,82.2,47.07,84.5,129.8,82.57,431.6,281.4,210.94,260.73,24.825,59.0867,107.0,57.1,61.15,73.16,90.1,79.8,41.96,55.0806,70.25,88.4,62.19,65.1
2021-01-11,131.3,219.13,13.4748,158.25,89.2758,263.1,286.9967,,,359.28,134.15,214.21,167.9,45.38,352.0,44.061,160.19,268.52,138.001,83.03,369.49,107.3,483.99,143.8,218.5,508.22,89.89,48.99,265.21,94.09,214.5101,50.69,32.18,511.67,51.2,263.69,238.0,170.36,81.0,37.05,207.4,74.61,218.47,155.64,82.5,287.79,530.0,237.49,2252.43,164.1,69.25,271.8967,336.0,122.6195,105.3,55.7728,193.03,764.2,292.0,155.76,118.01,63.25,376.3,45.08,76.9,317.43,60.5,260.85,135.19,29.8,345.0,502.0,62.6,62.71,253.0,243.49,219.74,,157.46,509.0,170.58,58.91,120.25,64.8,50.75,324.76,117.67,154.0,204.64,113.82,199.22,24.6,44.25,57.97,69.81,42.87,39.81,21.39,14.39,20.06,56.11,193.59,215.0,121.32,113.0,33.5,76.8,31.58,81.74,47.25,84.89,123.0101,81.5,426.82,277.17,207.1,261.81,25.375,58.0733,106.72,56.04,61.0,72.8,90.0,79.6,42.01,57.04,69.9,87.83,62.18,65.68
2021-01-12,129.6,217.56,13.775,156.25,87.975,258.31,278.3333,,,359.01,139.0,213.7,185.78,47.26,348.3,44.84,159.62,272.04,138.28,85.1,364.07,110.7,476.08,142.1,218.64,500.9,92.54,49.7267,260.35,98.18,214.76,50.32,33.48,513.0,51.83,265.72,238.1,171.67,80.0,37.79,208.49,76.77,217.6,157.81,82.05,295.04,520.98,235.1,2221.27,167.02,69.96,270.45,339.0,123.26,105.7,57.0688,194.46,768.0,296.12,160.04,119.24,63.2,374.0,45.3,78.92,319.0,61.0033,260.43,135.22,30.02,339.8,505.18,65.7,62.65,267.02,244.57,219.58,,158.36,508.68,171.04,60.51,121.44,67.36,51.5,319.75,118.6,154.57,201.63,112.47,202.09,25.26,46.0,59.98,72.7,43.98,41.52,21.65,14.88,20.67,58.3,197.1,215.0,120.84,112.51,32.95,76.83,31.85,82.83,46.54,84.83,126.74,82.62,437.39,284.87,209.82,262.52,25.22,58.8133,106.24,56.88,61.22,73.38,89.96,78.27,41.88,56.95,69.07,87.0,61.58,64.39
2021-01-13,129.7,215.31,13.472,156.304,86.9205,252.01,282.6667,,,356.04,140.01,210.29,180.31,48.31,346.03,44.7922,158.89,278.5,137.05,83.24,364.0,110.58,471.5,140.91,216.6,495.3,93.98,49.6833,256.5,96.01,211.25,50.17,33.6,500.02,53.2,266.08,236.26,172.3,80.4,37.12,208.7,75.83,219.43,154.51,81.01,302.21,518.21,231.9333,2196.34,169.98,71.51,264.4433,342.5,123.6138,102.7,58.4144,197.7,780.0,302.0,159.09,119.0,62.65,364.68,45.67,80.0,319.65,61.9667,258.95,133.8,31.1,360.27,521.0,65.86,61.33,272.0,241.01,225.8,,160.46,496.18,172.06,61.2,122.99,66.75,52.35,313.45,117.86,155.67,202.33,112.6,204.56,26.56,47.37,62.37,73.74,45.58,43.65,22.4,15.2,22.17,62.95,199.0,217.21,119.7,113.79,32.27,77.82,31.55,81.9,46.995,84.16,128.34,84.15,429.13,287.22,209.39,266.21,25.625,59.94,106.21,58.8,59.0,71.45,88.98,78.0,42.2,57.58,68.0,86.22,62.47,64.78
2021-01-14,130.18,214.53,13.5915,158.2945,87.1,251.56,279.52,,,357.5,141.16,209.5,186.59,48.66,347.6,45.197,160.35,275.0,137.26,82.5,366.0,111.5,472.1,142.6,219.5,507.7,93.8,49.32,257.25,90.8,212.35,50.16,33.68,504.99,58.1,266.85,236.79,171.55,82.5,36.95,208.04,76.05,217.67,158.57,81.2,304.0,524.4,228.57,2185.27,169.0233,71.0,271.43,348.0,121.8929,104.28,57.6664,195.34,793.4,304.0,158.48,119.5,62.49,367.49,45.23,80.0,314.08,61.0683,258.98,134.22,29.798,370.0,517.2926,65.17,61.14,267.0,240.32,224.54,,162.38,497.31,170.78,59.4,122.53,67.41,52.37,312.95,117.88,157.43,206.94,113.69,203.97,25.63,47.13,60.3,71.92,44.32,43.71,22.3,15.48,21.5,61.44,196.16,218.0078,119.34,112.56,32.11,76.6,31.79,83.11,45.935,84.61,127.0,82.88,414.03,288.87,208.22,263.36,25.35,59.3,105.9,58.3,59.22,72.55,92.15,78.5,42.8,58.42,69.71,87.99,63.3,64.93
2021-01-15,128.79,213.5,13.1753,156.6,86.418,246.41,281.99,,,349.0,140.4,203.21,186.86,49.67,328.65,44.934,161.32,268.5,135.56,82.17,362.5,111.63,464.9,141.8,216.3,503.0,94.51,48.8333,253.99,90.75,208.22,49.36,33.86,501.0,58.96,262.14,240.54,171.5,82.7,36.78,208.01,76.48,217.0,159.98,80.7,310.0,515.0,226.0,2185.36,169.99,70.99,269.27,351.0,123.1358,101.75,57.9152,197.0,747.0,302.37,160.04,117.54,61.76,366.46,45.04,81.65,312.98,60.5267,259.47,135.1,29.434,388.12,519.88,66.01,62.5,280.0,236.7,220.06,,162.18,494.22,167.28,59.0,122.65,68.71,53.14,305.01,115.01,154.79,205.27,111.68,204.63,25.72,47.77,61.62,73.1,,,,,,,198.04,213.02,116.66,109.15,32.08,75.1,33.1,82.0,45.565,84.5,124.2,84.55,406.49,287.98,203.81,259.57,25.0,59.3333,104.78,57.21,59.25,71.18,90.28,78.49,42.55,58.23,68.5,86.82,61.32,63.5
2021-01-19,128.84,214.36,13.1,156.55,87.05,256.87,280.5,,,354.22,139.64,203.65,193.0,48.59,330.0,45.0,162.95,277.67,135.56,83.49,364.8,111.1,461.01,142.4,215.15,504.7,93.16,48.4,253.65,89.82,211.34,49.2,33.31,510.0,57.66,261.91,246.94,171.185,83.15,36.64,207.36,76.11,218.96,158.4,81.01,304.77,516.41,228.0,2133.15,171.25,69.87,260.0,349.44,123.6616,103.0,57.3176,195.2,738.04,298.25,161.86,117.0,62.03,373.0,45.85,81.78,310.74,60.8333,264.02,134.64,29.234,390.5,522.7,66.9,64.7,276.97,239.16,221.84,,161.29,488.09,170.55,59.94,123.5,65.26,52.49,307.0,115.01,155.03,208.93,112.12,209.6,25.3,45.5,59.52,72.5,44.5,44.51,22.6,15.68,21.0,59.44,195.09,212.2,117.7,109.0,32.19,76.04,33.67,82.0,45.825,86.06,124.5,84.12,416.0,288.62,209.01,258.59,25.28,58.7767,105.33,57.5,59.9,72.33,92.3,80.8,43.5,59.37,70.4,89.5722,59.81,65.1
2021-01-20,128.64,217.55,13.111,157.2505,90.157,264.19,281.3333,,,355.0,138.54,202.95,200.99,49.28,328.09,46.118,163.03,273.0,135.0,83.34,355.05,112.25,460.5,141.98,218.4,566.47,95.1,47.7533,257.99,90.3,209.5,48.9,32.86,510.19,58.39,258.8,248.97,174.91,83.81,36.84,207.37,76.26,216.86,164.89,82.4,294.2,524.96,233.34,2179.98,171.46,69.49,261.3333,342.75,123.6329,102.33,57.0184,194.07,739.0,295.77,160.89,118.3,61.39,385.0,45.36,86.3,312.1,61.6667,267.53,138.18,29.568,397.5,537.9999,66.99,67.59,274.0,235.87,220.5,,159.95,486.41,166.25,59.6636,127.18,63.72,52.08,316.79,115.46,155.01,209.07,112.19,213.74,25.6,46.54,60.99,75.08,46.49,44.5,22.61,15.55,20.76,60.88,188.45,206.58,114.5,108.24,32.37,74.8,33.3,80.85,45.125,85.02,125.55,83.9,417.75,290.55,205.52,261.49,25.325,62.0,104.8,57.38,61.07,71.0,91.1,81.0,43.0,58.0,69.83,87.62,60.7,64.59
2021-01-21,133.44,223.4,13.472,163.8,94.8865,269.11,284.6667,,,351.0,136.13,207.15,203.0,49.02,336.3,46.308,163.3,275.45,131.71,82.78,362.01,112.5,471.88,141.45,224.79,583.01,94.9,48.6567,261.33,89.37,214.25,48.85,32.44,519.69,59.01,258.81,253.11,173.72,84.5,36.6,208.09,74.99,218.19,166.85,81.77,291.15,542.79,237.0,2140.9,173.0,69.07,269.997,342.5,125.0096,105.46,56.8688,193.2,747.0,302.0,160.22,118.7,62.0,387.0,45.38,84.71,309.24,62.2529,276.8,140.44,29.984,383.8,543.0,66.6,67.51,272.0,237.56,229.11,,164.07,493.0,168.73,58.84,129.1,63.11,51.89,322.16,115.23,156.21,211.62,113.12,214.4,25.33,45.8653,60.75,74.01,46.19,44.11,22.54,16.02,20.1,60.4,188.35,205.68,115.06,108.09,32.95,77.77,32.93,80.42,44.825,84.8,125.93,85.39,420.75,287.28,204.78,264.18,24.625,63.3333,104.0,57.62,60.2043,72.01,90.8,81.53,43.1,59.1,70.19,87.78,59.87,65.18
2021-01-22,136.08,224.93,13.7723,164.0,93.5,271.32,278.6833,,,352.2984,133.33,203.79,202.36,47.25,330.83,46.485,162.18,277.91,130.71,81.01,361.3,111.0,471.0,139.31,221.66,572.71,91.03,48.1333,257.0,92.86,212.4,48.8,31.42,511.71,60.05,249.99,252.0,174.48,83.49,36.3,203.64,73.91,208.0,163.65,81.0,287.71,549.4999,236.99,2101.83,171.77,68.0,261.07,339.0,116.3862,104.25,54.9752,190.88,737.99,304.68,157.73,117.26,60.65,380.72,45.16,84.1,302.8,60.2233,272.19,137.8,30.02,381.5,533.48,64.08,66.98,270.0,233.31,225.52,,161.95,489.36,166.48,57.58,126.32,61.26,50.87,316.77,112.75,155.53,209.05,111.59,210.4,23.94,42.01,54.69,72.35,44.85,42.02,21.52,15.22,19.01,59.29,190.56,206.3459,114.0025,107.43,32.62,76.36,33.07,78.71,44.6,85.48,123.85,83.59,421.68,275.92,202.48,264.98,23.8722,65.1667,102.73,57.81,59.74,71.69,90.0,80.81,43.1,57.22,68.7,87.75,59.0,65.02
2021-01-25,142.15,229.5,13.824,166.0,95.74,278.55,287.1333,,,346.51,133.75,203.48,211.0,47.45,331.13,46.8,164.2,284.5,130.1,80.79,362.27,110.75,476.5,138.58,229.19,568.0,91.43,48.6567,254.77,94.2,213.4,48.6,31.43,515.01,56.85,252.2,253.24,176.0,84.7,36.55,201.85,74.05,206.92,163.41,80.85,289.39,546.02,240.0,2045.56,172.53,67.99,248.6667,342.0,113.8719,104.2,55.5232,192.88,732.51,305.8,155.58,117.0,60.6,375.82,44.75,83.04,299.21,61.05,272.71,138.81,30.172,385.8,560.17,64.85,67.24,271.9892,238.0,224.0,,160.54,492.47,166.97,58.01,126.5,61.32,50.32,316.5,112.3059,151.99,206.61,110.98,210.33,24.61,42.74,54.92,72.75,45.65,43.49,21.78,15.34,19.35,65.87,193.0,206.12,113.33,107.66,32.95,74.81,33.21,78.9,44.105,85.9999,125.4,83.68,420.43,274.0,203.03,269.05,23.65,67.84,102.44,57.09,59.61,72.29,90.15,82.0064,42.53,58.29,69.2,87.18,59.56,64.6
2021-01-26,142.85,229.53,13.6225,164.8445,94.4515,277.0,292.9,,,348.19,132.55,202.0,213.4,47.1,329.2,46.443,165.98,285.08,132.24,81.12,361.0,111.1,473.44,140.18,225.48,556.0,91.02,48.73,252.04,94.47,213.2,48.84,31.38,520.99,55.26,255.16,257.1,172.78,86.31,37.19,203.0,72.36,206.5,164.0,81.44,282.87,540.0,241.31,2032.3,174.48,66.44,251.6633,343.88,113.4417,103.5,55.4232,187.84,732.0,300.94,152.44,117.38,60.69,374.03,44.81,81.27,294.24,61.5433,268.96,135.75,30.29,390.62,560.0,64.56,67.49,274.75,238.86,220.11,,160.25,488.35,169.36,57.49,120.52,60.58,51.42,315.37,112.87,153.13,208.96,112.12,213.23,23.85,42.69,55.77,72.44,46.21,41.0,21.66,15.29,18.83,61.33,190.5,208.06,113.55,106.26,33.73,73.0,34.49,79.2,44.21,86.88,122.53,82.98,420.87,270.5,203.76,264.0,24.005,64.6667,101.84,57.31,60.71,73.65,92.5,82.59,43.15,58.45,70.65,88.99,59.59,65.54
2021-01-27,144.8,240.79,13.425,167.7515,95.95,285.02,296.04,,,342.2,130.17,201.0,213.6,45.87,326.3,45.88,171.08,280.21,133.03,79.82,362.8,109.0,477.0,141.45,227.0,562.93,89.13,48.75,249.35,92.85,213.6,49.15,30.76,501.89,55.25,252.76,254.0013,169.0,85.8,37.19,199.5,70.54,198.0,161.89,81.5,278.45,533.0,234.53,1949.0,172.45,66.9,253.5433,330.69,116.1568,102.7,56.1208,186.62,713.2,293.19,150.534,115.04,61.8,370.79,45.35,79.53,290.5,59.0,263.34,133.83,29.8,374.39,550.0,64.41,66.65,266.17,234.28,212.4,,155.23,474.86,162.0,56.0,115.62,60.65,49.5,316.67,111.35,147.05,207.65,108.96,207.28,22.9,41.15,53.01,70.57,44.21,42.0,21.2,15.16,18.11,59.0,185.99,206.0,111.0,104.89,34.2,74.0,36.55,78.71,44.07,88.16,120.0,81.45,414.05,260.86,198.3,244.37,23.56,67.0,99.0,53.4961,59.6,73.8,92.35,81.2,42.33,57.81,70.2,88.92,58.6,65.15
2021-01-28,137.72,231.01,12.7282,159.9625,90.1605,268.45,270.9667,,,334.49,127.7,193.7,206.01,45.03,314.39,44.025,167.4,275.1914,127.93,76.97,356.94,102.92,456.26,138.02,219.9,525.78,87.35,47.9333,245.22,87.59,208.8,48.3,29.66,488.0,53.96,244.66,251.71,162.71,79.41,36.05,199.99,67.73,193.77,152.31,79.5,272.8,536.0,226.99,1885.61,168.4,64.43,255.6833,329.27,116.2428,97.59,54.576,180.23,691.0,285.0,146.6,111.0,62.51,366.345,45.86,73.79,272.86,55.75,254.49,127.77,29.092,361.25,516.25,61.91,64.78,263.23,225.6,215.17,,154.65,465.31,159.04,53.0,112.0,58.99,48.37,307.88,108.7,146.47,207.0,107.6,204.47,21.75,40.65,54.96,71.0,43.76,40.61,21.24,14.67,17.16,56.2,176.35,199.01,108.75,101.55,34.49,71.01,38.0,77.15,43.395,87.54,114.3,80.42,421.53,257.25,197.31,241.9,24.05,64.0867,96.05,56.67,58.45,73.5,91.3808,80.46,41.44,56.36,71.11,90.56,57.34,63.5
2021-01-29,135.24,234.15,12.925,159.65,91.7515,261.84,272.8667,,,335.94,129.4,199.0,210.0,45.74,321.0,44.773,169.15,276.35,130.0,77.83,355.24,103.73,463.19,138.28,223.7,531.88,88.18,47.71,248.24,86.6,206.49,48.9,30.03,491.01,54.89,249.54,244.5,166.64,82.4,35.94,203.0,69.0,205.58,155.2,81.86,273.4,549.5,227.55,2025.58,171.44,67.98,251.83,327.7,114.5411,97.5,54.7256,183.84,715.36,295.0,146.78,114.05,61.0,364.8,44.44,76.3,281.32,57.835,257.53,131.67,29.0,368.0,505.0,62.17,63.51,264.94,226.61,218.65,,156.0,480.91,162.83,53.0,118.97,59.44,48.81,314.67,111.6,146.01,205.14,107.74,205.2,22.41,40.74,53.5,70.5,44.68,40.85,21.21,14.6,18.25,59.81,183.0,198.75,112.92,102.1,33.68,73.98,35.54,78.2,44.11,86.91,117.83,80.64,420.0,263.05,195.98,250.0,23.165,60.0267,98.39,56.32,58.88,72.61,91.97,80.04,41.62,57.11,70.21,89.31,58.46,62.79
2021-02-01,134.53,234.53,13.0815,162.65,92.105,261.6,273.33,,,336.19,129.88,195.44,209.11,45.69,319.14,45.402,165.5,272.23,129.0,78.0,353.01,104.85,462.44,137.56,227.4,534.5,86.8,46.8333,245.04,87.0,209.5,48.51,29.9,517.0,56.02,248.0,242.75,166.99,82.2,36.22,195.52,68.1,200.0,157.63,80.25,273.5,546.47,231.0,1989.74,167.0,67.0,251.05,325.69,114.7801,97.52,53.8288,184.56,709.5,288.8,148.59,112.6,60.83,364.15,44.69,78.9,279.8,58.4583,257.83,131.4,29.126,371.94,507.0,61.99,66.01,283.0,239.5,217.05,,154.87,482.99,164.21,53.0,117.34,58.76,48.32,317.5,111.54,147.01,203.1,110.02,199.82,22.45,40.6,51.47,67.51,43.2,40.97,21.79,14.13,18.37,58.2248,181.27,195.0,111.29,102.3,33.55,71.8,34.7,78.75,43.685,85.2,117.05,80.25,395.86,267.77,196.61,252.02,22.85,61.3133,97.78,54.98,58.92,73.0,94.01,81.01,41.61,56.43,70.78,88.61,58.16,63.99
2021-02-02,135.6,241.23,13.3813,169.225,95.9,264.59,284.4067,,,336.1654,130.74,200.97,204.57,45.61,324.3,47.043,163.88,272.0,129.45,77.75,352.5,103.56,474.98,137.7,230.0,542.0,87.51,46.6667,248.79,88.65,208.9,48.8,30.32,517.2,56.95,252.56,242.66,174.2,82.4,35.93,196.81,68.4,200.01,163.0,79.5,277.98,564.99,226.05,2035.0,164.6,67.5,251.22,328.74,115.6788,99.0,53.8288,186.5,718.01,294.995,154.24,112.62,61.85,375.8,45.53,81.18,288.0,61.1667,263.57,135.36,30.0,385.1,513.74,62.5,65.3,282.0,242.99,219.92,,155.16,493.5,170.08,53.7,118.25,58.98,49.06,323.99,113.42,148.04,207.05,110.2,203.63,22.6,41.0,52.34,68.46,44.9,40.8,21.79,14.2,18.1,58.79,186.0,195.0,113.0,101.85,33.32,71.25,33.89,78.52,44.35,83.99,123.0,84.0,391.36,271.51,196.7,250.0,23.26,62.0,98.47,56.84,59.4,72.71,93.16,81.4,42.68,57.46,70.7502,88.63,58.56,63.89
2021-02-03,135.74,239.84,13.58,168.4175,102.6105,268.01,291.75,,,338.77,134.19,203.4,198.5,45.81,333.31,47.812,162.48,272.22,129.22,78.45,356.2199,104.5,488.0,138.35,234.6,552.0,87.56,47.2933,248.41,89.07,210.15,49.07,31.13,518.8,57.9,252.87,236.66,175.75,83.65,35.27,200.0,71.14,205.8497,166.76,79.5,287.68,585.02,219.3,2099.99,167.28,70.32,253.01,334.93,114.7801,100.72,56.0216,193.35,730.0,303.0,151.95,113.9056,62.4,384.36,45.83,82.0,295.4,65.5,270.0,135.81,30.686,393.2,506.25,63.53,65.13,277.0,244.13,217.7251,,158.4382,506.8476,165.7853,55.02,120.81,59.76,50.35,330.0,116.99,150.6987,209.5,112.944,204.35,22.62,41.6,51.71,68.6332,45.25,41.21,21.49,14.05,18.62,58.77,185.6,195.68,116.31,104.0,33.25,73.0015,33.22,79.3,45.22,82.93,120.393,84.0,395.79,268.4847,197.56,252.63,23.175,62.6733,97.0,57.4124,59.6633,72.83,93.97,82.1,42.84,58.21,70.63,87.67,59.5,64.225
2021-02-04,136.09,243.71,13.4625,166.85,103.0,266.77,285.13,,,337.83,134.55,201.58,197.55,47.7,333.05,46.2838,161.23,274.99,129.31,77.5,357.88,107.21,482.8,137.96,235.0,543.16,89.29,47.2433,249.56,87.81,209.27,48.9,31.47,500.22,57.62,250.78,236.0,168.6,83.55,35.08,199.14,70.6,204.78,153.8,80.44,288.43,581.7523,213.01,2036.19,170.02,70.89,249.9333,334.66,113.9197,100.91,56.072,192.0,724.3,303.49,148.13,113.22,62.3,380.56,45.7,78.93,293.51,63.1667,265.61,134.82,30.11,382.0,495.0,62.84,65.35,263.41,239.27,212.8,,157.26,487.91,173.98,53.46,120.0,61.0,51.63,324.69,116.0,157.17,205.96,111.75,202.47,24.11,43.35,55.82,71.48,47.0608,42.3,22.05,14.32,18.83,63.6,185.18,198.24,117.69,105.03,33.16,76.6571,34.11,78.77,45.475,82.9,119.74,83.99,403.48,281.5,198.69,245.74,23.65,65.3267,97.17,57.38,59.6399,72.6,93.67,81.28,42.49,58.03,71.0,87.5,59.2,63.08
2021-02-05,137.73,242.63,13.6328,167.2,103.0055,266.97,281.8533,,,331.56,138.98,209.0,203.0,48.99,341.55,47.371,165.52,279.0,129.2,77.04,356.5,109.0,489.53,140.0,238.0,552.16,89.97,47.8,254.44,87.95,211.6,49.25,32.61,493.95,58.98,250.84,238.39,172.5,83.5,35.0,202.0,72.6,206.55,149.47,83.27,296.2,588.68,214.0,2099.0,173.6711,72.83,254.8667,338.49,115.6788,104.05,57.0688,193.0,734.19,309.92,151.0,117.73,63.36,392.54,47.18,81.0,302.48,63.8517,271.86,137.64,31.2,388.0,512.0,61.88,67.2,269.0001,232.27,206.5,,168.649,496.29,179.45,55.65,124.9,62.74,53.7,328.95,115.4,163.0,210.65,112.18,210.69,25.06,44.39,58.0,72.5,47.58,42.5,22.12,14.11,19.43,66.68,188.9999,196.6143,120.41,107.1,33.06,77.23,33.61,79.23,45.895,82.46,121.96,84.31,406.6,276.66,200.8554,244.41,23.695,65.56,96.94,58.76,60.3,72.8,94.47,82.55,43.23,58.99,70.5,87.2,59.36,63.75
2021-02-08,136.99,243.33,13.6625,168.149,104.95,268.51,286.3667,,,326.0,138.79,210.1,202.5,50.46,339.34,46.8,165.81,279.69,130.05,76.3,355.98,108.01,495.39,141.7,238.44,552.9,90.07,48.1733,253.72,87.99,213.25,49.75,32.59,496.8085,58.36,257.29,237.99,169.8,84.22,35.06,204.0,73.62,205.3,147.7,86.02,295.0,591.8,219.07,2117.05,175.69,72.34,255.88,339.0,116.912,107.18,56.6696,193.44,731.41,310.1,149.99,118.79,63.64,391.1,48.97,81.25,308.16,63.8333,275.0,137.43,31.0184,422.95,503.0,61.32,68.6,267.51,236.16,204.5,,160.17,504.31,176.44,56.5,126.27,62.65,52.77,325.56,114.65,162.75,223.87,113.42,211.31,25.25,44.9,57.36,73.41,47.85,43.46,22.2599,14.3,19.02,66.46,191.13,194.2,118.95,105.77,33.91,77.08,33.18,79.87,45.735,83.45,122.0,87.0,405.69,281.46,204.26,245.34,23.73,64.44,98.42,60.3,61.25,73.76,95.27,82.37,43.68,59.35,71.78,86.96,58.55,63.58
