Date,AAPL,MSFT,NVDA,AMZN,GOOGL,META,TSLA,BRK.B,UNH,JPM,V,LLY,XOM,MA,AVGO,JNJ,HD,PG,MRK,COST,ABBV,ADBE,PEP,CRM,NFLX,CVX,WMT,ACN,AMD,MCD,KO,BAC,TMO,INTC,LIN,AMGN,TXN,NEE,PFE,HON,MS,UNP,QCOM,PM,GS,NOW,VRTX,BKNG,LOW,RTX,ISRG,LMT,IBM,SBUX,GE,CAT,BLK,DE,ADI,MDT,ORCL,INTU,CSCO,MU,ADSK,PANW,SNPS,CDNS,FTNT,ZM,REGN,BMY,GILD,BIIB,DHR,CI,ELV,ZBH,IDXX,HCA,SCHW,AXP,C,TFC,SPGI,ICE,CB,AON,MMC,AMP,SLB,COP,EOG,PSX,MPC,OKE,WMB,KMI,HAL,FANG,TGT,DG,ROST,DLTR,KHC,SYY,KR,CL,MNST,CHD,ETN,EMR,ROP,PH,ITW,ROK,FAST,PCAR,XYL,AOS,SO,D,DUK,AEP,EXC,PEG,ED,WEC,EIX,XEL
2021-01-04,133.81,222.96,13.1375,163.85,88.05,274.2,239.8667,232.63,352.0001,127.88,219.88,168.45,41.69,358.35,44.013,157.79,266.29,139.3,82.3,377.4,107.97,501.1,147.7,223.85,538.229,85.45,48.1267,261.658,92.23,215.15,54.83,30.47,470.26,49.8,266.49,230.0,164.97,77.8,36.92,213.91,69.42,208.225,153.3,83.15,267.05,559.0,236.84,2237.0,161.25,71.62,274.2633,355.53,120.3442,107.72,54.228,182.41,732.25,272.5,149.135,117.8,64.86,380.46,44.56,76.69,305.34,59.8683,260.17,137.01,29.811,338.6,483.45,62.32,58.69,245.955,224.6,209.28,,155.6,501.63,163.36,53.26,121.7,61.65,48.29,331.19,116.0,153.46,210.96,116.73,195.46,22.22,40.4,50.42,70.95,41.7702,38.86,20.43,13.77,19.17,49.1,177.0,210.15,122.81,108.69,34.79,74.76,31.76,84.62,46.4,88.0,122.0,80.434,430.33,273.51,206.48,251.244,24.5,57.5733,101.84,54.76,61.59,74.99,92.1195,83.4,42.34,58.48,72.36,91.78,62.32,66.68
2021-01-05,128.39,216.26,13.009,158.0,85.9,267.5,240.8133,227.35,348.28,124.42,216.98,164.64,41.5,349.5,42.4,156.2002,262.8081,137.67,80.75,379.0,105.6,482.0738,143.75,219.25,519.26,84.8,48.6,256.7059,91.65,210.03,52.57,29.9598,472.0,49.42,256.71,227.33,160.53,74.22,36.65,206.42,68.15,203.03,149.0,81.49,264.42,524.5,227.25,2154.56,159.7508,68.3,264.34,343.6,118.3078,102.16,51.8352,181.5,711.25,266.82,145.61,115.92,63.6,370.94,43.61,76.23,296.85,58.61,254.5,136.55,28.4,357.0,480.01,61.37,59.7681,243.74,219.52,206.2,,152.8616,487.57,162.59,52.2,118.4,59.89,47.07,333.99,113.01,150.35,205.1,113.94,188.26,22.0,39.8,50.2,69.98,40.75,37.72,20.1595,13.675,18.88,49.0,176.8001,209.45,117.14,106.53,34.17,72.55,32.12,84.58,44.965,86.4157,118.34,78.345,419.775,268.045,203.3201,245.98,23.655,56.5333,99.5,53.73,59.4,73.89,89.21,81.1712,41.02,55.865,70.7,90.39,60.57,65.88
2021-01-06,128.16,213.4,13.1363,157.7,85.45,262.98,253.7333,228.6,336.37,128.6,214.18,163.95,44.24,349.7,42.25,157.7,265.28,138.86,80.21,373.04,104.3908,475.0,142.37,218.6,512.55,88.37,48.5833,260.0,91.1,211.65,52.22,31.31,471.99,49.71,261.78,224.45,160.08,76.54,36.92,211.0,70.97,205.98,149.85,82.6,274.8,522.0,226.16,2185.32,160.5,69.05,265.29,346.0,121.2715,102.3361,54.3768,189.0,717.4,277.33,147.41,116.7,62.15,361.01,43.28,76.34,295.24,57.7667,253.45,133.03,27.594,351.5,473.0,60.81,59.3,243.74,226.5703,195.0,,153.77,492.01,168.25,53.69,121.3,62.95,49.1,327.38,113.15,151.8416,205.27,113.52,188.19,23.64,42.31,54.56,72.55,42.2101,39.8,21.0,14.17,20.81,54.91,179.51,207.0,115.41,106.62,33.4,72.99,32.03,84.03,45.415,85.565,122.49,80.76,418.72,272.8,206.02,249.25,24.02,56.6667,101.23,54.83,60.0,73.18,90.04,80.5,41.17,56.1,70.01,89.78,61.17,64.3998
2021-01-07,128.34,214.0,12.8563,158.15,86.5995,265.85,258.0433,231.47,359.27,135.1,213.35,164.32,44.98,350.2,43.02,159.5,268.0,140.3,82.62,372.25,106.59,470.9998,143.05,218.86,507.04,90.27,49.2167,261.0,91.34,213.42,50.67,33.01,489.1,50.9421,269.06,230.5738,165.35,79.64,37.05,212.89,75.11,215.0,152.54,82.99,289.5,515.0,226.7,2270.6546,163.6,70.2,266.93,348.05,124.4742,104.2,57.6168,194.75,747.72,293.02,150.21,118.925,62.87,363.38,44.03,78.25,305.95,58.365,251.67,132.0,27.902,348.0,472.5,61.86,61.8,247.63,239.55,213.0,,160.86,483.49,172.0,57.81,123.5,67.18,50.0,329.88,115.75,157.6291,206.88,113.5,200.21,24.72,43.94,55.6,71.98,43.19,40.25,21.67,14.48,20.95,57.02,189.89,216.0619,122.65,112.99,34.0,75.835,31.95,81.8,45.425,85.29,129.0,82.74,424.575,284.32,209.66,261.69,24.435,59.0467,105.99,56.6148,61.2,74.7,91.45,82.27,42.37,56.84,71.41,91.5356,62.65,66.57
2021-01-08,132.07,218.0,13.3335,159.0725,88.7,268.56,284.6633,233.45,365.78,135.87,214.22,165.8,45.31,350.5,44.664,160.67,267.0,139.3,84.02,368.9177,107.0,479.5,141.73,218.7,511.77,91.97,48.9733,265.2,95.81,212.69,50.1802,32.88,508.49,52.09,270.8,234.07,170.0,79.87,37.16,212.99,75.1,214.47,156.47,82.98,292.25,514.5,233.61,2256.34,164.6,70.1,268.35,343.0,123.7285,103.41,56.3208,195.02,757.06,300.02,156.74,118.6,63.33,374.75,44.45,82.21,318.83,61.1,260.11,136.65,29.0,345.3,486.04,62.5,62.45,249.98,241.64,220.57,,160.84,498.14,174.3728,59.2,122.0,66.16,51.52,330.43,116.7,156.98,206.6,111.84,201.36,25.22,45.1,59.18,72.34,44.54,41.0,21.67,14.62,20.5,57.88,192.36,218.5,122.36,114.8,33.62,75.75,31.87,82.42,46.5,84.72,129.0,82.435,430.975,281.46,211.5,261.29,24.825,59.0867,105.01,57.1,61.15,73.15,89.79,79.8,41.96,55.89,70.25,88.4,62.31,64.99
2021-01-11,130.09,217.6,13.4525,157.7,89.0,261.33,287.3333,231.85,362.24,134.5,213.03,188.67,44.8402,350.11,44.2835,160.25,268.47,138.5,82.86,367.7826,107.0,481.0,144.03,218.36,506.84,89.1437,48.6333,260.13,93.85,214.55,50.69,32.12,503.0,51.32,263.8,234.3185,169.5,80.94,37.06,207.3,74.0,221.5,155.09,82.5,285.4,525.2,235.0,2279.66,163.5502,69.0,271.5,333.99,122.1224,104.78,55.324,192.0,750.36,290.4002,155.77,119.36,63.11,376.05,44.86,76.38,315.91,60.5,257.33,133.52,29.414,346.12,500.0,63.1,63.85,256.5,243.755,219.74,,157.46,514.9,170.38,58.45,119.9,64.3699,50.0,324.5,117.59,154.59,203.72,113.82,199.22,24.25,44.02,57.5,68.93,42.22,39.27,21.09,14.31,19.72,55.46,192.7,215.31,121.04,112.7,33.42,76.8,31.462,82.6,47.5525,85.27,125.16,80.84,426.77,276.74,207.54,258.84,25.25,58.0733,106.3,55.4913,61.03,72.7,89.2276,79.0,42.02,57.04,69.84,87.78,62.23,65.61
2021-01-12,128.9,216.33,13.7,155.8,87.7,256.7,276.2333,233.52,359.0,139.4,212.27,185.33,47.5,348.3,44.8,159.37,271.75,137.85,85.3,363.78,109.2,474.19,141.57,218.65,499.61,92.37,49.6033,260.35,97.7002,214.1,50.21,33.48,513.0,51.64,264.1,236.68,172.64,79.85,37.89,208.55,76.58,218.0,156.2,81.88,296.01,520.98,234.7,2221.27,166.9,69.81,270.45,339.21,123.1358,104.36,57.268,194.46,768.0,295.79,158.63,118.65,63.09,371.69,44.8001,79.1,319.0,60.955,260.43,135.22,30.5,327.78,505.0,65.5,62.52,267.0,244.88,218.925,,158.58,508.68,171.13,61.0,120.91,67.27,51.01,318.785,120.66,154.58,201.58,112.44,202.6591,25.47,46.26,60.9,72.57,44.02,41.52,21.8,14.78,20.87,59.0,196.18,214.105,120.84,112.51,32.9,76.83,31.85,81.88,46.445,84.6,126.74,82.92,436.9,285.81,210.09,263.33,25.22,58.8133,106.1,57.045,61.21,73.14,89.96,77.8,41.9,56.83,68.93,87.0,62.88,64.29
2021-01-13,129.08,214.25,13.4025,156.645,86.55,251.33,282.3833,232.66,354.545,139.84,210.13,178.99,48.54,345.42,44.6,158.4,278.75,136.78,83.1,363.0322,109.69,470.42,140.82,216.1,492.7,93.4,49.61,256.5,95.42,211.93,50.02,33.5698,503.87,55.64,264.72,236.19,171.62,80.2094,37.06,207.57,75.7,219.56,155.26,81.01,301.05,517.7815,230.85,2177.375,170.25,71.0,264.3,342.45,123.4608,102.5,58.6632,197.8,780.0,301.0,159.09,117.99,62.6,364.68,45.28,78.99,320.79,61.85,259.47,134.06,30.758,354.0,518.65,65.8499,61.61,270.0,240.91,224.7,,160.46,496.78,171.9664,61.9115,121.5,66.4,52.22,313.06,118.75,155.7,202.0,112.61,203.84,26.38,47.44,62.7,73.72,45.37,43.3,22.4,15.21,22.12,62.87,199.69,217.515,119.7,113.7,32.23,77.7,31.57,81.9,47.0475,84.29,127.56,84.15,427.5,287.54,209.5,265.19,25.705,59.94,105.87,58.575,59.25,71.9509,89.0,78.0,42.19,57.5,68.09,85.9,62.355,63.55
2021-01-14,131.02,216.15,13.5988,158.7475,87.3845,252.8,281.0,234.75,357.46,141.5,210.79,186.4094,48.7,347.75,45.207,160.8198,274.8,137.8957,82.55,367.4644,111.25,472.6,141.34,219.05,508.8,93.8,49.2,256.268,91.65,212.45,50.34,33.7,502.5,58.2,266.62,238.0,171.74,82.51,36.85,208.12,76.29,217.81,158.49,81.2,305.25,528.25,228.57,2194.84,170.12,71.0,271.6,347.88,121.7973,103.88,57.9664,197.5,754.33,301.7,158.82,119.8405,62.32,366.06,45.21,80.0,313.955,61.09,257.73,134.31,30.058,370.8544,516.96,64.84,61.58,270.0,239.79,223.09,,163.11,495.985,170.73,59.5,122.2004,67.48,52.37,315.5,117.84,157.43,206.94,113.865,203.68,25.5,47.47,60.27,71.95,44.58,44.06,22.3,15.4202,21.56,62.07,196.95,220.0,118.64,112.55,32.15,76.83,31.99,82.7,45.99,84.615,126.56,82.905,413.72,288.39,208.47,263.65,25.51,59.3267,106.09,58.3,59.615,72.5,91.57,78.2,42.93,58.39,69.79,87.75,63.24,64.84
2021-01-15,128.85,213.53,13.24,157.0,86.5075,248.0,284.6667,233.34,349.01,138.23,201.75,186.27,48.52,327.15,44.827,161.0,268.24,135.0,82.0,361.06,111.28,464.5,141.6,216.2702,502.0,93.65,48.9167,253.13,90.96,208.01,49.1,33.37,500.0,58.54,261.5,240.69,171.0,81.604,36.71,206.99,75.11,214.36,160.7,80.7,302.0,515.01,226.0,2185.36,169.2,70.86,269.45,348.7,123.0402,101.5,57.716,196.25,744.9,300.3,158.18,117.745,61.51,365.85,44.8,81.33,312.01,60.5267,260.13,135.39,29.67,397.07,519.88,65.87,62.11,280.6452,237.545,218.7477,,162.01,493.59,167.35,58.32,122.65,67.72,52.5,305.01,115.17,154.65,205.26,111.68,204.58,25.52,47.03,61.19,73.27,44.74,43.87,22.47,15.55,21.31,61.19,196.15,213.02,116.48,109.15,32.1332,74.8,33.0,82.0,45.4,84.5,123.79,83.9,405.01,288.5,203.81,257.45,25.095,59.2733,104.94,57.01,59.05,71.02,90.68,78.61,42.61,58.23,68.49,86.5,61.29,63.74
2021-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-19,127.95,213.7,12.9708,155.8655,87.06,256.5,279.9933,234.64,354.7,138.4,203.05,193.9,48.35,326.2,44.759,161.8,276.9398,135.45,83.75,364.0,111.14,461.9,142.04,214.95,502.5,92.9,48.3267,253.96,89.6,210.81,49.03,32.51,510.5,57.73,262.3,246.4998,172.037,82.85,36.67,207.61,76.6,219.1,158.6,81.38,307.45,519.21,227.5,2141.8,171.55,69.9,261.9567,350.49,123.327,103.11,57.3168,195.0,738.3,299.45,159.88,117.0,62.1,375.7,45.56,81.3,311.0002,61.2717,264.01,135.3,29.986,385.98,522.7,66.88,64.3,276.97,239.14,222.03,,161.245,488.09,171.225,60.33,124.5,64.9,52.78,309.615,115.13,155.6,208.8,111.975,209.565,25.36,45.4,60.0,72.77,44.53,44.7,22.68,15.6002,21.15,60.24,195.69,212.2,117.53,109.0,32.12,75.89,33.71,82.41,46.13,85.8,125.17,84.67,413.885,288.79,207.425,260.97,25.565,59.5033,104.93,57.5,60.3,72.24,92.51,80.55,43.56,59.37,69.9801,89.5722,59.8,65.1
2021-01-20,128.68,217.93,13.1425,158.1995,90.9105,267.08,285.71,235.2,352.99,138.33,203.01,199.89,49.07,329.0,46.252,163.48,273.06,133.78,83.4,355.02,111.85,461.0,141.68,219.7398,574.5,94.85,47.93,257.315,90.24,209.9,48.83,32.79,511.16,58.14,256.99,248.41,175.3,83.3,36.82,207.37,76.45,216.75,165.8,82.4,296.0,526.0,233.34,2165.385,171.46,69.6,261.3333,342.75,123.9006,102.63,57.368,192.55,738.85,295.78,161.6388,118.16,61.41,390.84,45.26,85.97,312.1,61.3783,270.62,138.18,30.17,397.0,537.9999,66.64,67.23,274.32,235.3,220.16,,159.82,485.84,166.25,59.7994,127.18,63.98,51.98,317.4,115.25,155.01,209.0027,111.6494,213.92,25.44,46.5,61.53,74.9501,46.49,44.15,22.65,15.74,20.88,60.65,189.0,207.8889,114.33,108.22,32.39,74.46,33.05,80.94,45.125,84.96,125.86,84.7779,417.88,290.55,204.65,261.27,24.995,61.4,105.01,57.35,61.07,71.08,91.1,80.91,42.82,57.98,69.15,87.49,60.7,64.59
2021-01-21,133.68,224.41,13.3673,164.302,94.1515,269.0,284.5667,235.71,350.21,136.22,207.35,204.25,48.93,335.5,46.101,162.7,275.0,130.99,82.3559,360.85,112.9,471.672,140.84,224.65,580.9999,94.2,48.5433,260.7,88.96,213.17,48.8,32.31,517.5,58.72,256.68,253.0,173.1,84.56,36.5,207.99,74.25,217.88,165.2,81.75,290.86,543.0,237.0,2150.0346,172.91,68.9,266.19,342.5,124.6176,105.52,56.8688,192.38,745.0,302.0,160.2,118.74,61.69,387.0,45.03,84.1,308.89,62.1833,275.695,140.5,30.2,383.0,543.0,66.3,67.02,271.0,237.56,228.13,,164.5011,495.53,167.62,58.84,126.01,63.1998,51.95,322.16,114.56,156.21,211.8712,112.8,214.4,25.3,45.47,60.22,75.5,46.3,44.19,22.55,16.0,20.1,60.62,188.55,205.0,114.89,107.52,32.77,77.0,32.95,80.48,44.825,84.8,126.0,84.5377,421.7519,287.28,205.07,264.98,24.4,62.3,103.995,57.36,60.38,71.75,90.8,81.14,43.06,59.02,69.8,87.78,59.855,65.18
2021-01-22,135.97,225.79,13.7598,164.4995,93.8045,271.5,278.3,233.0,352.2984,133.11,204.47,201.0,46.79,331.0,46.485,162.73,277.7,130.95,80.95,361.4,110.5,472.7,139.3,224.56,576.5,90.01,48.4333,255.27,93.7302,213.32,48.88,31.26,512.79,59.35,250.97,252.38,174.48,83.36,36.31,202.85,73.01,208.3,163.26,81.25,286.62,549.5,236.99,2101.5,171.5,67.75,260.0033,338.95,115.87,104.0,54.3784,190.25,738.0,301.64,157.72,117.67,60.4802,381.75,44.8,83.9,302.0,60.2217,273.9,139.6,30.3,379.0,534.88,64.0,66.25,269.5,233.43,225.54,,161.95,488.88,166.545,57.7805,126.07,61.08,50.29,318.48,112.75,155.54,209.17,111.6182,210.87,23.9,41.98,52.9,71.53,44.24,41.9,21.36,15.07,18.96,59.0,190.27,207.2,114.96,107.43,32.63,75.8385,33.085,78.72,44.57,85.85,123.84,83.395,420.685,274.49,202.99,264.46,24.075,65.1867,102.34,57.845,59.79,71.5,89.7602,80.8799,42.78,58.06,68.4,87.86,59.07,65.15
2021-01-25,142.58,228.75,13.7628,166.525,95.75,278.0,285.4967,231.5,346.0,132.63,202.0,208.97,47.0,328.99,47.0,165.08,282.5,130.0,80.0,361.5,110.2531,475.1,138.2,228.5,569.75,90.86,48.6267,254.37,94.25,212.4,48.45,31.34,517.69,56.24,249.86,251.22,174.7,84.4002,36.7,201.75,73.38,206.8,163.9798,80.65,285.92,542.0,239.5,2045.56,171.99,66.97,248.11,340.5,113.0975,103.7,55.524,190.8,732.51,305.8,157.0,117.19,60.33,375.82,45.01,82.69,301.7,61.05,274.09,139.05,30.476,386.63,555.0,64.57,66.85,271.75,238.86,221.71,,,495.97,166.09,57.93,124.79,60.77,50.32,315.5,111.9,151.99,206.61,110.93,210.645,24.1,42.21,54.05,71.49,44.96,42.85,21.6,15.25,19.01,62.9726,191.9,207.14,112.91,107.66,32.88,74.03,33.5,78.25,44.07,85.22,124.23,83.07,419.17,274.97,203.015,266.25,23.84,68.4533,103.28,57.06,60.11,72.29,90.0,81.62,42.55,58.15,68.84,87.17,59.01,64.4
2021-01-26,143.35,232.04,13.605,164.8415,94.5,278.4,297.5,232.01,347.81,132.94,201.34,213.9646,47.1,330.7,46.4,169.25,285.21,132.77,81.0,361.38,111.25,473.44,141.5,226.27,554.44,91.38,48.66,252.04,94.98,213.31,48.92,31.39,520.99,55.22,255.5,256.2,172.6,87.3,37.29,202.75,72.82,207.96,166.0,81.28,283.5001,541.0,241.31,2032.3,174.49,68.22,252.0,342.074,113.5468,103.81,60.0088,187.34,732.0,301.51,153.0104,117.52,60.84,371.27,44.78,81.57,293.64,61.5433,269.63,135.46,30.414,389.85,558.0,64.65,67.55,275.0,237.19,220.89,,160.023,485.935,169.0,57.561,118.7,60.87,51.42,314.895,112.85,152.99,209.58,112.26,212.88,23.93,42.76,55.2048,72.15,46.21,42.36,21.78,15.35,18.7,62.5,190.25,208.75,113.54,106.42,33.81,73.8,34.75,79.05,44.23,86.63,122.355,82.84,422.06,270.5,203.76,255.49,24.065,64.3333,101.84,57.32,60.93,73.99,92.5,82.59,43.15,58.45,70.65,88.99,59.59,66.3
2021-01-27,143.4,237.78,13.225,166.7625,94.548,281.5,291.3333,229.22,338.9,129.29,198.88,210.6379,45.14,323.06,45.55,170.18,279.02,132.13,79.85,361.1389,106.5,469.0,140.52,222.8,553.79,88.34,48.7833,249.35,92.1,213.1,48.93,30.41,500.18,54.71,250.25,256.99,167.502,84.7,36.88,198.85,69.88,197.92,159.6,81.5799,276.75,526.03,235.0,1949.0,171.4,66.5,253.5433,329.2,115.3537,101.6,55.5232,184.3,711.5,293.19,152.76,114.99,61.3,370.23,44.86,78.12,286.67,58.4167,262.6,131.75,29.64,369.0,544.0,63.88,65.75,269.7,232.66,212.4,,153.03,469.58,162.0,55.5,114.75,59.78,49.27,323.57,111.35,148.02,207.74,110.36,205.42,22.45,41.07,52.4,70.126,44.16,41.5,21.42,15.12,17.77,58.26,185.86,206.42,109.59,104.27,33.9,72.83,36.4,78.65,44.005,88.16,119.0,80.24,413.78,257.05,196.72,244.45,23.5,64.6133,99.0,53.63,59.07,73.11,92.23,81.3,42.46,57.81,70.04,88.99,58.58,65.45
2021-01-28,140.2,234.05,12.9688,161.5,91.3,275.64,274.9333,228.3,335.6,128.93,198.0,207.81,45.77,327.0001,45.02,169.2,275.95,128.0,77.1,357.9296,102.95,459.81,138.06,224.45,529.0,89.248,48.1433,249.1,89.9,208.0,48.6,30.07,492.1,54.2,247.23,253.56,165.0,80.7,36.02,200.75,68.73,194.0,156.8,79.6,275.0,538.71,226.99,1980.0,,66.2,256.0733,332.95,117.5908,98.16,57.0184,181.9,705.0,285.0,150.41,111.5,62.2839,366.445,45.76,76.3,276.3,56.0,254.49,128.16,29.297,369.01,516.98,62.23,65.09,263.1104,223.0,214.235,,154.65,465.31,159.04,53.61,115.34,59.93,48.95,307.88,110.06,146.345,207.0,107.6,203.91,22.25,41.15,55.48,72.25,44.18,41.0,21.49,14.93,17.51,57.5,179.2,199.4999,108.9,101.44,34.65,71.01,38.07,78.2,43.395,87.51,114.5772,80.42,423.015,257.25,196.975,241.9,24.05,64.6667,99.45,56.67,58.8791,73.5,91.9,80.96,41.02,56.36,71.56,90.53,57.38,64.09
2021-01-29,136.0,236.8,13.022,161.5,92.29,265.51,277.6333,230.4,336.5,130.52,198.91,217.5,45.72,324.9,45.083,163.0,277.01,130.36,77.95,356.0,104.21,464.0,137.77,225.1,538.3,87.21,47.8469,248.455,87.63,206.01,49.06,30.35,488.0,55.88,247.32,245.0,167.11,82.1,37.2002,198.0,69.4002,201.99,159.5,81.9407,274.01,553.0,233.0,2019.0,171.75,67.24,251.83,327.76,114.8088,97.4802,54.9256,187.0,713.71,292.96,148.19,114.05,61.15,369.95,45.0,78.59,284.22,57.835,255.56,132.95,29.486,378.71,504.0,62.48,64.1,299.0,227.43,218.65,,155.87,480.93,162.015,53.79,118.77,60.06,48.8,313.23,112.99,145.17,205.14,107.55,205.2,22.58,40.76,53.02,69.1,44.45,40.65,21.27,14.47,18.11,59.0339,183.0,198.02,112.66,102.45,33.68,74.0,35.58,78.8,43.935,87.5,117.855,80.17,,262.5,195.53,250.43,23.085,62.4667,98.76,56.33,58.88,72.65,92.2,80.35,41.65,57.1,70.06,89.01,58.0,63.44
2021-02-01,134.0,235.0,13.125,162.25,92.395,260.94,272.51,229.68,334.7,129.74,196.0,210.0,45.54,320.21,45.45,165.35,272.21,128.71,77.81,352.49,103.68,462.8,136.92,227.35,537.69,86.35,47.0666,245.04,86.97,208.55,48.39,29.89,515.0,55.64,247.7,243.07,166.85,81.74,36.01,195.54,67.6,200.5,157.6998,80.24,273.0,548.0,233.0,1999.0,167.75,67.3,252.2567,324.25,114.6272,97.44,53.8784,185.5,709.5317,295.3,147.33,113.0,60.93,364.44,44.71,79.7,279.4,58.4583,257.75,131.32,29.296,372.12,510.0,61.86,65.87,284.0,241.44,217.05,,155.31,482.99,164.21,52.25,117.34,58.5,48.15,320.85,111.65,146.23,203.1,110.02,199.82,22.55,40.63,51.63,67.94,43.78,40.6,21.57,14.27,18.02,57.86,182.2,196.4979,112.29,102.01,33.61,71.96,34.84,78.8,43.45,85.65,119.9,80.25,401.34,267.495,196.31,251.87,22.85,62.1199,97.56,55.27,59.2,73.03,94.0,81.38,41.77,56.44,70.79,88.6,58.01,63.92
2021-02-02,136.02,241.32,13.3725,169.15,95.75,264.06,282.2967,230.95,336.2,131.57,200.68,204.71,45.94,323.85,47.1,163.8,271.75,129.98,78.2,352.0,103.4,473.0,137.32,230.48,541.61,88.2,46.6667,248.85,88.68,209.0,48.71,30.46,518.0,57.15,251.22,241.1,173.98,82.5,36.1,197.4998,69.09,200.0,163.5,79.22,278.95,563.1,227.9001,2026.61,164.55,67.45,252.2567,327.0,115.9654,99.26,54.0776,186.0,720.99,296.245,153.02,113.04,61.76,375.8,45.49,81.2,290.5,62.135,263.57,134.4,30.0,384.6,515.19,63.01,65.07,280.47,243.0,220.09,,,500.0,172.5,53.94,118.22,59.45,49.175,324.0,114.05,148.04,207.05,110.935,203.72,22.62,41.75,52.97,68.65,44.5001,40.99,21.29,14.25,18.34,59.9998,185.0,193.895,113.08,102.61,33.34,70.07,33.91,78.52,44.35,83.805,123.75,83.17,391.36,271.35,199.71,250.995,23.225,61.9867,98.47,57.26,59.49,72.8,93.25,81.4,42.24,57.46,70.85,88.545,58.08,63.86
2021-02-03,135.3499,239.64,13.6628,171.833,102.4915,267.24,292.4,232.5,339.0,134.33,203.98,197.483,46.17,333.2,47.794,161.7,272.34,128.75,78.2,355.0,106.97,487.99,138.11,235.67,550.85,87.67,47.1667,248.0,89.01,210.1499,49.1,31.19,517.21,58.13,252.45,235.0,175.0,83.39,35.16,200.33,71.25,205.8497,166.83,79.38,288.04,585.02,220.41,2065.53,167.4,70.22,251.8033,334.89,114.3403,101.59,56.2208,192.5,730.6,304.5,152.0,113.9056,62.62,381.03,45.58,81.68,293.83,65.0017,269.51,135.7729,31.0,394.8,506.1,63.11,65.27,272.0,244.03,217.7251,,158.4382,506.8476,165.7853,54.5187,121.75,60.0,50.1904,327.32,116.8255,150.6987,209.545,112.944,204.35,22.68,41.73,51.5,68.6332,45.49,41.2261,21.49,13.9,18.3301,58.4378,187.0,195.4262,116.53,103.9794,33.26,73.0015,33.1129,78.8808,45.2377,82.94,120.393,83.7473,396.095,268.4847,197.56,251.69,23.14,62.5267,96.87,57.4124,59.6633,72.83,93.3,82.1,42.84,58.02,70.47,87.67,60.0,64.225
2021-02-04,136.2,243.87,13.4855,166.6745,102.95,268.26,286.2667,232.7,336.32,135.75,202.4,197.54,47.82,334.0,46.19,161.35,275.5,129.2,76.88,357.7,107.7,483.33,137.96,235.52,541.14,89.5,47.2767,249.27,87.89,210.1,48.91,31.72,502.52,57.56,250.09,236.0,168.14,83.6,34.96,199.14,70.89,204.74,151.21,80.5,290.0,579.555,213.0,2044.59,170.02,70.4,249.9333,333.5,114.3403,101.18,56.1712,192.0,728.1399,304.28,148.5,113.22,62.33,380.56,45.7,79.37,293.92,62.9617,265.61,135.08,30.326,382.6,495.01,62.23,64.92,264.0,239.37,210.0,,157.26,488.59,174.39,53.82,120.39,61.52,51.63,325.0,117.53,156.56,205.45,111.76,202.265,24.23,43.53,56.68,71.74,47.57,42.82,22.05,14.3,18.92,64.24,185.38,197.0,117.695,105.03,32.95,76.6571,33.99,78.83,45.1,82.68,119.71,83.99,402.44,286.5,197.87,245.76,23.31,64.6667,97.17,57.38,59.59,72.6,93.5,81.33,42.49,58.23,70.6,87.2353,58.91,62.77
2021-02-05,137.76,242.15,13.6955,166.7995,102.897,266.38,282.37,236.9349,331.7499,139.01,209.77,202.59,49.05,341.94,47.488,165.31,279.98,129.4961,76.5,356.3,108.52,490.99,139.81,238.45,550.12,89.43,47.8266,254.57,88.13,211.75,49.19,32.69,491.64,58.86,255.63,238.39,172.58,83.4,34.98,202.99,72.67,206.22,148.82,83.75,294.95,587.495,215.0,2099.0,173.99,72.94,254.8667,339.19,116.0134,104.9,57.368,192.85,734.5,312.0,151.6,117.97,63.38,393.635,47.46,81.5,302.76,64.2883,272.22,137.64,31.308,389.57,511.51,61.78,67.5788,269.0001,235.83,207.91,,165.0,495.39,179.32,55.52,125.63,62.8,53.51,331.2,115.4,161.51,209.57,112.18,211.17,25.05,44.47,57.93,72.06,47.85,42.87,22.2,14.18,19.3,66.59,189.0,196.62,120.21,106.8,33.11,77.23,33.55,79.35,45.895,82.46,122.03,85.14,408.7,276.67,197.85,244.165,23.6944,65.3333,97.735,58.86,60.6,72.66,94.27,82.49,43.88,58.99,71.06,86.75,59.36,63.75
