Date,AAPL,MSFT,NVDA,AMZN,GOOGL,META,TSLA,BRK.B,UNH,JPM,V,LLY,XOM,MA,AVGO,JNJ,HD,PG,MRK,COST,ABBV,ADBE,PEP,CRM,NFLX,CVX,WMT,ACN,AMD,MCD,KO,BAC,TMO,INTC,LIN,AMGN,TXN,NEE,PFE,HON,MS,UNP,QCOM,PM,GS,NOW,VRTX,BKNG,LOW,RTX,ISRG,LMT,IBM,SBUX,GE,CAT,BLK,DE,ADI,MDT,ORCL,INTU,CSCO,MU,ADSK,PANW,SNPS,CDNS,FTNT,ZM,REGN,BMY,GILD,BIIB,DHR,CI,ELV,ZBH,IDXX,HCA,SCHW,AXP,C,TFC,SPGI,ICE,CB,AON,MMC,AMP,SLB,COP,EOG,PSX,MPC,OKE,WMB,KMI,HAL,FANG,TGT,DG,ROST,DLTR,KHC,SYY,KR,CL,MNST,CHD,ETN,EMR,ROP,PH,ITW,ROK,FAST,PCAR,XYL,AOS,SO,D,DUK,AEP,EXC,PEG,ED,WEC,EIX,XEL
2022-10-06,146.26,248.76,13.1993,121.0,100.9,138.87,239.89,278.85,526.78,109.88,187.95,327.99,98.48,302.43,48.5,164.29,289.45,129.2,88.04,483.02,142.95,297.0,165.4,155.92,235.85,157.7,44.2467,274.18,67.85,239.65,56.14,31.76,543.82,27.61,281.04,233.0,167.52,81.4,44.035,176.56,82.65,199.81,124.5844,86.97,307.0,420.86,300.99,1723.67,198.73,85.5113,203.1125,402.9999,125.0,89.87,41.7422,177.65,578.818,353.695,151.52,84.525,66.53,412.34,41.8,54.57,204.43,87.75,321.58,169.65,53.32,77.4,740.48,70.6,65.43,261.0,280.725,292.66,479.4,111.94,349.2,201.3,75.92,142.85,43.63,45.45,320.11,92.83,189.82,280.72,158.125,276.21,41.37,114.86,125.0,92.01,107.055,56.03,30.14,17.57,29.09,138.45,157.29,243.25,89.85,143.19,33.79,75.14,44.58,71.01,45.995,72.64,143.525,79.36,379.99,263.43,193.29,233.96,24.05,60.46,92.46,51.175,68.41,68.46,94.0,87.45,38.61,58.06,85.88,89.86,59.88,63.95
2022-10-07,142.39,242.2855,12.566,118.22,99.9,137.47,233.81,273.88,517.94,107.0701,183.0,330.1295,102.13,294.8159,47.1687,161.5,287.0,125.972,87.3,479.1,139.96,293.6,161.7833,152.23,236.51,162.05,43.75,266.288,64.2,233.77,54.9,31.2,535.0,26.11,276.0,230.16,163.03,78.55,42.99,173.05,80.3,197.4,121.57,85.38,301.85,409.11,296.79,1680.77,198.01,84.7499,195.23,399.4,121.73,88.27,40.8387,176.39,565.0,351.12,146.93,84.01,64.4773,402.12,41.19,53.4,203.05,85.6,313.98,165.01,52.44,76.5,729.0,70.0,64.6,264.45,274.955,289.96,473.02,109.665,340.2,199.445,75.29,140.12,42.7014,44.58,313.31,93.35,188.07,278.85,156.53,271.795,42.41,117.5,127.0,93.0,107.74,55.5,30.02,17.36,29.91,142.0,155.0,,87.23,141.27,33.26,72.75,43.5,69.29,45.365,71.9,140.46,79.24,377.92,257.56,190.26,229.97,23.195,58.8867,90.23,50.19,65.25,65.72,90.5,84.1,37.57,56.56,83.7,86.38,58.72,61.57
2022-10-10,140.77,233.6,12.063,115.35,99.11,134.04,224.38,270.05,506.49,106.65,184.6,326.9976,101.26,296.8,45.815,160.2,285.1,122.94,89.52,469.8294,139.39,289.0,161.86,151.16,226.4,160.44,43.0928,260.81,57.62,233.5,54.62,30.88,521.45,25.88,273.6,231.5,158.97,76.9387,42.35,172.64,79.16,197.9025,120.82,85.62,302.205,400.67,293.0714,1701.0025,197.6,84.8563,190.0,406.6,119.13,87.21,40.3092,179.0,558.135,358.88,144.71,82.9,63.58,394.015,40.45,52.91,194.68,85.15,306.5,159.355,53.44,76.85,715.838,69.11,64.4,256.16,267.61,287.88,465.06,108.48,333.63,201.33,74.52,140.0,42.45,43.8,306.415,90.54,186.07,274.42,153.15,273.14,42.59,118.61,127.6,92.5,107.2,53.8,29.89,17.24,30.41,142.0,151.85,239.6,87.475,141.93,33.95,72.5,43.52,68.98,45.28,70.745,137.34,78.3,371.09,255.0,189.25,226.04,22.925,58.8333,89.5,50.08,64.2,64.5799,89.6564,83.3,37.01,55.58,81.455,85.5,58.95,60.15
2022-10-11,139.98,228.36,11.543,113.22,97.2896,131.62,221.6875,266.45,497.0,104.8698,181.0,319.5,97.23,290.2,43.4,160.41,281.49,123.55,90.84,465.5544,138.0,286.0,161.7,145.0,228.59,154.95,43.0533,256.29,57.2,234.65,54.42,30.43,505.11,25.08,270.69,238.2,155.0,76.6,41.66,171.215,78.04,193.16,112.3,84.19,299.98,382.5,295.06,1671.33,195.02,84.0,186.55,410.0,117.5,86.58,40.4338,178.22,531.7392,360.5,140.0,82.3,61.8,384.36,39.84,50.84,191.03,81.11,292.91,154.72,51.0,71.5,728.51,68.1,64.4858,252.39,260.27,284.735,464.02,107.22,324.31,199.25,73.19,136.66,41.4,43.2962,296.9,90.16,185.09,279.61,154.1,271.51,41.25,114.73,121.5,89.67,104.29,52.8,29.19,16.92,28.84,137.99,152.92,239.14,85.36,142.0,34.03,72.76,44.2,68.66,45.38,71.505,134.8,77.96,363.815,250.22,185.31,224.335,23.02,58.5267,88.99,49.5,63.77,64.51,89.47,84.52,37.86,55.2,81.53,85.24,57.67,59.84
2022-10-12,139.44,225.41,11.64,112.83,97.45,129.0,216.8,268.28,499.7,102.25,179.541,327.5,98.18,285.79,43.11,162.7,284.98,124.5,91.51,474.0,142.3349,285.98,166.3,143.0,215.3,157.5,44.2,251.0,57.85,237.1,54.88,29.7729,501.25,25.19,271.01,244.16,153.0,75.55,41.92,172.5057,77.25,192.4,110.91,85.95,296.0,373.02,296.5,1635.49,196.61,85.0,186.22,409.1,118.03,86.4,39.9167,179.51,530.0,363.02,138.85,82.39,62.4336,385.11,39.68,53.82,191.87,78.0,278.75,148.0,48.75,74.1,737.41,69.95,65.57,255.0,254.5,289.2089,470.57,107.72,328.5,202.12,71.24,136.45,40.53,42.07,294.435,90.43,184.48,276.33,153.74,265.38,41.75,115.54,122.1682,90.0,103.69,53.27,29.53,17.21,29.59,139.0,155.13,239.19,86.5,141.89,35.05,73.35,45.75,69.3,44.75,72.22,136.27,78.14,365.2175,257.0,184.68,227.015,23.385,59.9667,89.81,49.24,63.8,64.82,89.53,84.9,37.52,54.96,81.6,85.01,57.01,60.29
2022-10-13,134.25,219.8032,11.023,108.8057,94.62,123.47,209.15,260.5,492.93,102.27,174.88,320.45,97.31,278.55,41.802,161.0633,275.11,124.08,89.79,458.7,137.0001,280.0317,168.2394,137.67,213.0,156.73,43.1733,245.6,55.67,237.0,54.77,29.35,492.75,24.79,267.96,243.07,147.33,71.6,42.12,169.79,75.01,190.29,105.25,85.02,290.16,355.0,285.01,1628.9,189.71,82.1091,181.5,392.0,116.4869,84.98,39.4059,176.0,516.42,355.0,134.52,79.52,62.22,374.0,39.25,51.0,188.66,75.0315,265.83,142.43,46.4082,71.78,722.0,69.25,64.57,252.0,245.8,286.5,462.9,104.55,321.57,195.0,70.52,130.74,40.3,41.35,289.86,89.2,182.55,270.01,148.87,261.0,41.39,115.1813,121.5,92.0,104.0,52.85,28.9,16.88,29.24,137.5,151.5,235.25,82.4071,135.8,34.85,71.62,45.51,69.5,43.515,70.54,133.98,76.11,,248.0,181.03,220.92,22.25,57.9333,85.98,46.57,60.9,61.91,85.14,80.87,35.35,52.95,78.0,80.915,55.0,57.3
2022-10-14,144.08,236.25,12.128,114.01,100.3515,132.0,224.4,278.55,522.0,110.75,186.41,331.0,101.3,300.0,44.442,165.76,285.95,127.63,91.9,472.5,142.02,298.89,175.57,147.67,237.35,164.4,44.4736,261.28,59.73,247.97,56.26,32.01,514.015,26.74,285.06,254.09,156.97,73.5,43.05,179.79,78.08,199.0,114.5,87.95,307.75,368.01,299.0,1720.0,195.0,85.6142,190.8,407.0,122.53,90.5,42.8511,185.0,570.0,370.1,144.18,83.98,65.7475,399.905,41.2,55.6,197.45,80.0,290.6428,152.69,49.92,76.0,753.0,70.81,66.49,272.0,259.4,298.3,474.0,110.29,340.38,208.85,74.98,143.7,43.45,44.4,295.84,93.53,194.61,284.36,157.94,278.38,43.79,122.5,125.8,96.25,108.7,55.53,30.32,17.58,30.75,144.51,155.5,243.3476,86.6,140.795,35.94,75.19,45.42,70.99,45.49,73.325,139.395,81.07,374.31,264.0,191.4595,232.46,23.64,60.8,88.905,49.25,64.44,65.4,88.44,85.32,37.62,55.39,83.15,85.54,57.25,60.2
2022-10-17,141.0801,233.62,11.487,109.38,98.58,129.29,209.7,276.5,518.37,113.39,185.38,334.0,100.29,294.9,43.476,165.5,280.048,126.0,92.36,460.42,143.2,292.2,171.9,145.5,234.7,162.0,43.7467,258.45,56.98,245.0,55.41,33.0,509.49,26.32,281.48,252.85,150.75,72.71,43.11,176.64,76.4,196.48,112.33,85.92,307.6,350.01,294.5,1701.335,191.7,83.27,187.07,393.0,121.4,87.75,42.739,181.68,567.6,364.0,140.79,83.01,65.14,391.4,40.91,54.0,194.0,79.245,285.8,151.91,49.32,74.1,732.0,70.75,66.57,266.3798,256.67,296.18,474.01,108.65,332.1,204.79,71.3,139.3,44.13,43.86,292.98,91.5,188.96,274.94,154.61,,43.0,120.0,122.31,95.31,105.95,54.55,29.73,17.3,30.07,142.37,147.7455,239.0,82.91,138.21,36.05,74.7632,43.44,71.64,44.11,73.68,135.95,79.93,,261.48,189.82,,22.2,59.5867,88.55,50.05,64.31,65.0,88.06,84.65,37.0,54.98,83.02,85.6,56.08,59.56
2022-10-18,145.28,243.65,12.297,118.12,102.85,137.0,229.21,283.18,528.95,118.55,189.96,332.8,101.68,301.32,44.656,168.48,287.9691,128.61,94.76,471.78,145.25,302.14,174.8,155.88,250.6,162.42,44.2667,268.5,59.77,249.5,56.29,34.45,531.11,26.81,288.22,253.69,153.99,74.53,44.26,180.48,79.39,202.76,114.8993,86.5,317.65,361.1,301.75,1814.52,196.0,85.7,194.8876,399.25,123.05,90.25,43.7233,185.2,588.84,370.05,143.5,83.91,67.77,415.57,41.7545,55.0,205.0,81.75,297.78,157.85,51.9,79.58,737.0011,71.87,66.8,271.45,264.5,294.0,482.88,112.94,350.7,210.75,68.69,145.3,44.51,44.43,303.84,94.04,194.82,,159.81,,43.36,119.29,124.42,96.7,106.37,55.58,30.305,17.68,30.42,140.8,154.85,240.74,86.395,138.7,35.76,76.3219,42.37,72.89,45.3,75.08,142.4,81.72,,269.35,195.75,,23.21,59.4533,93.87,52.54,65.07,66.08,90.5,86.0,37.58,56.04,83.98,86.91,57.5,61.53
2022-10-19,141.79,236.75,11.801,115.57,100.81,132.7,218.75,279.7501,518.0933,117.75,186.6584,334.4,101.16,296.68,43.27,165.68,281.7,130.4,94.68,470.0,145.16,298.4992,173.33,152.63,266.85,162.16,44.68,262.67,57.32,249.48,56.25,34.51,511.13,25.71,283.19,251.6649,150.84,74.8,43.93,180.25,78.64,201.5,110.52,86.5,311.34,352.5422,299.25,1760.055,188.49,87.25,214.75,432.34,123.0,88.42,43.6112,181.8,578.1,367.5,140.24,84.26,66.55,405.28,41.62,52.01,195.27,81.31,287.02,152.02,51.01,77.66,722.76,71.38,66.51,268.19,264.5,295.23,485.6,109.03,340.18,208.875,68.27,144.0,43.8,42.98,297.13,92.43,194.0,280.87,155.17,265.82,43.74,117.75,126.6927,95.61,107.5034,55.7,30.36,17.76,30.7,141.42,156.9837,237.29,84.39,139.51,35.9,77.7,43.14,72.94,45.085,74.09,140.47,81.38,370.74,265.01,191.58,233.82,23.6025,60.6533,92.81,51.2176,65.03,66.0,90.15,85.2,37.26,54.96,84.35,86.66,56.81,59.86
2022-10-20,142.54,235.53,12.031,114.46,99.5,133.0,207.76,278.0,521.46,116.52,186.72,330.0,104.08,298.36,43.312,164.5,274.17,128.64,93.27,468.2,143.13,299.03,174.05,153.0,270.66,168.95,44.5833,265.2913,57.06,250.46,55.8393,33.91,502.0,25.92,284.3,248.19,153.0,73.86,43.15,180.45,77.6,192.12,112.9,86.67,311.43,355.815,291.28,1763.57,183.66,88.48,211.02,442.0,127.85,87.4,43.9414,184.0,579.785,370.55,142.49,83.9,67.0,402.0,41.85,52.96,197.88,79.85,288.97,154.405,51.75,75.6,709.46,71.09,66.31,266.09,251.0,292.77,490.97,108.57,334.68,209.06,68.5,144.75,43.2,42.28,295.14,90.99,193.71,280.555,158.93,263.3,45.85,122.0,131.08,98.8,109.5,55.41,31.15,17.7,32.25,147.45,155.55,238.39,83.78,141.53,36.28,77.7,43.01,71.41,44.145,,138.21,81.25,372.6,268.0,191.85,233.87,23.115,61.1333,92.63,50.75,65.11,65.2,88.94,85.92,36.71,54.525,84.23,86.4,56.75,61.41
2022-10-21,142.45,234.87,11.987,114.0,98.47,126.05,204.95,272.7,519.71,116.0,185.8,,103.89,293.76,42.7,165.55,267.88,126.39,93.07,462.0,143.48,300.8,171.52,156.0,264.88,168.74,44.3467,259.1,57.18,250.25,54.97,33.6,483.43,25.94,281.05,247.67,156.06,70.5,43.17,177.02,76.48,187.44,110.8,85.03,311.0,353.5,290.16,1772.03,178.23,87.0,211.41,443.45,127.8,86.1,43.58,178.4,571.96,362.92,141.12,82.13,69.98,404.1,41.49,53.25,196.29,79.32,280.0,151.99,51.94,79.0,706.99,70.02,65.98,264.59,243.0,292.245,502.88,105.93,329.0,199.84,67.99,136.5211,42.75,40.25,290.76,90.1987,192.79,273.72,153.72,258.31,46.6,121.63,132.25,97.94,109.59,55.05,30.9654,17.17,31.84,145.52,154.0,,82.44,139.59,35.25,77.48,42.0,70.25,43.35,71.42,135.69,80.69,367.0,260.6708,189.35,223.06,22.6,58.5333,91.645,48.99,63.38,64.5,87.45,84.06,35.48,53.77,83.57,85.92,55.35,59.5
2022-10-24,147.15,244.69,12.499,120.3,101.85,128.35,208.25,284.2,537.94,123.01,192.0,343.418,105.52,304.92,45.202,168.71,277.1,129.48,95.67,481.2005,147.06,308.0,173.87,162.3192,291.5,171.67,45.8478,272.59,59.21,256.56,56.4,35.28,501.03,26.94,293.9,254.5,160.81,72.32,44.95,184.47,79.98,192.8,116.65,86.51,328.87,375.0,302.5,1809.12,183.9,90.59,218.78,459.9564,130.65,87.21,45.3681,187.76,606.115,380.37,145.35,85.16,72.94,419.8599,43.18,56.48,203.07,81.325,300.74,159.5,53.75,81.25,724.29,72.21,67.79,268.72,246.2,304.81,514.59,108.325,341.81,199.33,70.9954,141.49,44.51,41.91,298.505,93.58,199.78,283.9,156.56,269.53,49.8,124.13,134.8,100.2,111.21,56.75,31.23,17.57,33.91,151.51,160.78,241.11,85.095,144.71,35.39,80.61,43.87,71.91,44.4325,73.89,140.495,83.18,373.575,272.14,197.6575,233.4,23.235,60.4597,95.23,50.595,63.88,66.43,89.05,86.65,37.09,55.15,85.77,86.65,56.16,61.64
2022-10-25,149.28,247.8,12.609,119.38,103.0,129.98,209.74,287.31,541.45,121.67,190.98,347.01,106.45,305.15,45.896,170.9,282.98,129.4,97.3497,494.0,150.01,316.0,177.89,160.99,284.34,172.5,46.49,277.32,58.61,255.06,59.08,34.8,504.22,27.19,276.51,260.75,162.0,73.46,45.54,186.2,79.15,194.67,116.47,86.92,326.9105,366.5,312.99,1792.8,189.31,89.11,221.9999,453.9195,132.0,83.85,46.6204,190.45,608.32,386.52,145.37,83.56,72.92,421.11,43.48,56.28,209.48,80.67,303.15,159.4133,54.29,80.71,733.51,73.36,68.75,276.8,252.3,310.81,524.3895,109.11,346.02,210.0,70.79,141.4288,44.14,42.3101,295.5,92.61,200.47,283.25,155.25,270.595,51.6,124.33,134.1,99.78,110.72,56.37,31.02,17.28,34.78,153.08,162.0,246.98,89.27,149.02,36.43,81.62,43.94,72.37,45.61,74.28,141.33,83.14,373.925,278.0,205.0,235.78,23.395,62.2867,96.39,51.0,64.58,66.04,88.72,86.01,36.85,55.25,84.53,86.7,55.55,61.76
2022-10-26,150.71,234.24,12.9,116.68,97.78,131.95,219.47,288.0,538.71,122.7,196.58,350.0,106.29,313.0,45.695,171.32,289.9814,130.78,98.24,500.0,151.34,318.0,179.39,160.44,289.818,175.41,46.7067,279.95,60.19,256.6,58.96,35.38,505.0,27.08,289.32,262.15,155.48,76.01,45.52,190.16,80.68,197.0,117.78,89.09,333.27,360.25,310.63,1877.02,194.45,88.22,236.18,461.9933,132.85,85.27,45.3618,196.2,632.3,392.13,142.5,84.04,72.17,423.94,44.71,55.7,213.0,82.0,290.89,149.25,55.29,82.3,737.65,72.5,69.71,275.0,254.42,315.195,530.0,110.62,352.26,217.34,72.12,147.02,45.4,43.92,312.49,95.39,212.3,279.49,153.815,,52.7,124.5,132.52,100.58,112.08,57.99,32.15,17.64,35.9,154.5,165.88,251.16,93.81,154.08,38.0,82.89,45.135,73.0,46.145,76.2,147.25,84.76,,281.89,208.7,242.25,23.51,62.6533,98.73,52.33,65.95,67.25,91.39,87.868,37.99,56.72,86.64,88.785,57.53,62.97
2022-10-27,148.57,231.8,13.611,113.7,94.51,100.42,229.5752,290.43,545.555,124.73,203.16,359.99,108.527,313.0,46.395,172.87,292.55,132.48,100.0,503.0,153.24,323.0,179.89,161.71,299.6,179.7,47.3333,281.0,61.71,262.8913,59.7,36.0,499.4,27.24,291.87,269.63,158.33,76.27,46.24,199.6,81.52,197.39,118.59,89.5,337.685,418.2,310.5,1869.37,194.7,91.8905,243.88,464.4,135.5,86.53,47.2247,208.0,640.0,397.0,141.66,86.31,75.16,430.65,44.95,54.72,214.06,84.91,295.89,149.06,55.61,83.66,746.29,74.45,71.29,283.86,255.0,316.41,532.44,112.7,359.54,220.0,73.62,148.03,45.8,44.67,310.39,92.93,206.555,279.36,155.605,295.34,53.0,128.4,136.4,103.5931,114.98,59.1,32.49,17.92,37.23,158.0,168.0,252.18,93.96,154.21,37.2586,83.82,45.52,73.91,46.125,76.86,146.515,86.41,393.99,282.24,209.58,242.95,23.445,62.4533,99.62,53.0,66.5,67.23,91.43,86.5,37.87,55.71,86.32,88.52,57.47,61.58
2022-10-28,144.9,225.63,13.088,95.66,92.0,99.55,224.89,291.0,544.12,124.9,204.0613,356.5,109.66,319.0,45.401,172.5,290.51,133.6277,99.74,496.0,147.7,318.39,178.99,158.0,296.62,181.27,46.5667,280.21,58.29,266.0,59.6,36.02,501.84,27.71,295.79,269.16,155.01,76.25,45.63,197.0,80.2,196.34,114.4,89.93,338.72,411.96,304.5501,1854.99,193.95,91.9891,241.67,473.445,135.0,85.1,47.3493,210.0,648.98,395.78,139.99,85.51,74.51,420.68,44.64,51.29,211.69,83.66,288.96,148.11,55.97,82.29,733.61,75.21,73.44,276.0,248.48,318.98,534.88,112.08,356.02,216.77,77.43,146.67,45.56,44.37,319.19,95.34,207.53,,156.18,300.575,51.7,127.5,134.91,104.12,113.7235,59.4,32.77,17.79,36.55,154.0,165.5,253.35,94.35,155.4,38.17,83.97,46.08,71.85,45.875,,146.69,85.96,402.375,283.6,207.555,249.99,23.56,62.8333,100.67,52.19,65.21,67.5,92.05,88.03,37.68,55.62,86.87,89.25,59.29,63.83
2022-10-31,153.71,233.8423,13.738,103.19,95.27,98.15,226.5103,298.99,555.3724,125.5,208.7,359.75,109.76,327.76,46.927,174.46,295.37,135.1,100.7899,508.98,145.5,324.01,182.0196,162.72,295.11,178.351,47.4833,284.0,61.1,273.35,60.73,36.01,503.0,29.3399,301.09,267.95,160.0,78.95,47.19,203.1,81.87,197.61,118.5,92.19,340.0,417.0901,312.0,1867.0,197.5,94.3445,242.8,481.27,138.0,86.55,48.5081,216.37,657.04,396.63,143.65,86.52,76.79,428.765,45.56,53.56,215.89,85.14,294.78,150.25,56.81,83.5,743.465,76.41,78.75,282.92,249.485,321.69,538.96,113.31,362.245,221.0,80.25,150.25,45.85,45.0,324.135,96.37,212.49,285.85,163.08,309.61,49.9,126.0,132.76,102.8,112.8,58.4931,32.75,17.74,35.5,151.86,166.39,255.3132,95.18,157.9,38.9299,85.29,46.49,74.6,46.2525,76.305,148.99,87.4,411.79,288.76,211.99,255.72,24.2,63.5333,102.52,54.13,66.39,70.5,94.0,89.28,38.66,57.6,88.5,91.96,61.45,65.25
2022-11-01,155.55,234.7,13.828,104.17,95.86,94.48,233.1436,297.54,558.0,126.8,208.6806,350.0,112.68,330.35,47.6,173.05,298.99,135.26,101.5,505.0,146.045,323.49,182.5,164.66,296.0,183.9511,47.6667,287.095,61.31,274.17,60.24,36.34,519.15,28.78,304.01,269.47,162.51,77.9,48.35,204.51,82.96,197.43,119.75,92.13,347.0,427.21,313.2,1906.715,196.99,95.7,249.0,486.99,139.0,88.28,48.963,218.96,655.9999,400.04,145.25,87.98,78.6,434.5,45.76,55.1,217.43,87.0,297.605,153.47,57.94,85.3,750.825,77.6,78.53,284.01,254.5,322.805,546.97,113.66,370.0,218.91,79.52,150.49,46.2,45.16,325.37,96.585,215.45,283.29,162.84,311.915,53.24,128.8,139.21,107.1,114.6,60.23,33.4,18.33,37.23,160.91,166.2,255.5349,96.4,159.1012,38.73,83.35,47.79,73.98,48.335,74.695,150.3,86.29,415.64,293.23,215.3779,258.03,24.35,64.84,109.2,55.52,65.74,70.3,93.57,88.25,39.2,56.32,88.36,91.245,60.435,65.5
2022-11-02,148.77,228.7158,13.727,96.96,90.77,94.65,226.85,293.4,544.3,127.78,205.76,353.88,111.9,332.065,47.048,173.4,297.33,134.5,99.43,497.56,146.53,317.15,180.72,159.5,287.4,181.85,47.06,280.49,62.98,272.25,59.64,36.14,512.645,28.43,301.53,271.7,162.8304,78.0,48.0,202.75,83.55,196.1,117.91,91.26,347.88,417.65,315.0,1857.855,192.85,95.467,245.31,484.9,137.88,86.76,48.5953,217.6,648.77,388.41,145.37,87.49,76.74,400.01,45.49,54.9,214.54,85.425,291.3,150.82,56.5664,82.59,755.94,77.8,78.51,279.975,256.74,324.0,542.6,117.0,390.27,218.84,79.85,146.86,46.13,44.64,316.02,93.67,212.555,283.425,162.23,312.38,51.46,127.56,136.0,107.32,119.0,59.62,33.45,18.15,36.6,158.5,163.87,254.38,94.25,156.92,38.25,83.21,47.345,73.74,47.3,73.4,152.08,85.85,,286.29,212.135,249.3794,24.4,64.4767,105.1,54.33,65.21,69.35,93.52,88.48,38.5,56.3,87.81,91.79,58.0,65.82
2022-11-03,141.9,219.4,12.92,92.5,86.38,90.15,211.13,287.0,541.3,125.65,199.24,354.79,109.19,316.04,45.0,170.0,285.02,132.06,98.81,482.0,144.0,297.33,177.0,147.75,269.19,178.0,46.67,270.3,57.74,269.0,58.37,35.61,484.99,27.35,289.85,268.59,156.83,76.92,46.2115,200.2,83.5,190.36,103.8,88.7,347.26,389.61,308.12,1837.62,183.57,93.5,234.4,481.25,135.81,84.0,47.7854,212.0,625.02,381.5,139.81,84.85,74.53,377.23,44.3,52.52,197.085,77.35,279.16,143.91,45.99,77.805,715.29,77.34,77.08,276.0,241.0,325.9977,535.17,105.79,365.26,211.02,78.04,141.7978,45.17,43.6,307.98,92.565,208.71,276.11,157.32,304.0301,50.89,127.5,134.11,103.538,114.05,58.71,32.94,17.87,35.65,153.65,157.92,247.31,92.71,152.0,38.05,80.94,46.5,72.13,45.45,71.41,149.335,83.42,396.37,292.85,208.13,235.0,23.6625,63.1667,103.14,53.57,64.6,68.6,92.57,88.49,38.45,56.0,88.14,89.62,58.245,65.07
2022-11-04,141.9,216.69,13.928,91.31,84.83,90.15,221.7,286.0,547.03,128.88,196.35,364.85,113.46,312.0,44.892,170.63,285.0,132.98,98.76,489.0,145.95,288.0,177.83,147.9,272.903,184.88,47.16,261.035,61.91,273.9,59.12,36.49,496.14,27.69,304.7,265.88,159.12,77.88,47.342,206.48,84.75,194.99,106.0,89.16,353.0,388.0,311.65,1880.0,182.0,95.6,234.45,486.5,135.55,89.7,49.4177,223.74,647.0,400.63,141.0,84.84,75.84,367.01,44.32,54.74,194.0,75.725,279.37,142.9,46.55,79.8,738.68,78.55,79.39,280.7,244.9,324.4346,534.0,107.5,370.77,214.25,79.58,141.31,44.6999,43.17,314.06,96.42,211.11,279.2,160.635,307.85,53.0,137.5,141.23,105.67,120.95,60.55,33.52,18.3,37.89,163.0,161.65,250.715,92.33,157.0,38.18,82.25,47.59,72.82,46.499,72.13,159.33,88.57,403.0,291.58,213.52,246.21,24.495,64.6733,107.81,55.175,65.45,68.0,93.85,88.46,37.3,57.33,88.0,90.49,58.95,65.17
2022-11-07,136.52,221.42,14.208,91.87,87.24,93.76,208.5,291.15,540.529,131.35,197.66,357.97,112.74,320.38,46.498,171.25,285.61,135.0,98.79,478.51,145.06,288.2571,179.19,140.15,261.7,183.9,47.0204,262.5,62.73,275.5,59.26,37.06,498.115,28.4,310.79,269.97,163.05,79.01,47.21,207.97,85.45,197.36,106.62,90.5,360.0,364.5,309.0,1886.83,182.95,95.9,242.78,482.07,137.57,91.74,50.5952,228.0,662.73,397.25,146.12,84.91,76.37,363.96,44.7,56.56,195.48,71.505,278.55,143.0,47.4,78.1661,743.5,78.8,80.16,282.0,247.58,325.0,519.6,105.57,375.66,213.0116,79.465,145.07,45.48,43.94,321.42,97.53,209.81,281.77,160.6,315.09,53.15,132.94,143.16,104.0,118.45,60.99,33.41,18.24,38.7,162.66,160.7212,252.1189,93.96,157.0,38.04,82.53,46.55,73.34,49.155,71.91,158.0,89.6268,397.665,299.25,216.0,248.47,24.935,66.42,107.46,56.09,65.01,65.15,93.35,89.64,37.18,57.935,90.5,91.17,58.7,65.82
2022-11-08,139.97,229.38,14.797,91.01,88.93,96.46,194.26,291.42,546.25,131.5,200.8,365.5,113.47,324.96,47.989,172.97,292.6,136.73,99.88,490.16,148.88,302.84,180.5,145.5,259.3875,185.28,47.5337,269.78,64.36,276.41,59.64,37.11,492.57,28.67,314.7,282.99,167.42,77.67,47.18,209.21,85.77,198.08,111.7,91.18,362.38,365.21,301.828,1840.0,188.275,96.7222,243.6,490.9399,138.49,90.6,52.1091,229.0,679.085,399.85,151.69,81.92,76.79,371.96,44.61,57.43,195.15,72.935,283.77,147.34,48.37,80.13,746.97,79.03,80.83,285.44,250.4,322.74,529.83,107.28,386.25,213.4349,79.99,147.46,45.8,44.23,320.51,98.0,211.34,287.71,162.785,318.7839,54.69,134.5,145.17,105.43,119.97,61.86,33.84,18.33,39.49,163.0,160.87,251.65,94.02,161.83,38.21,83.62,46.85,73.68,49.0,72.99,159.0,91.28,418.359,301.6631,216.76,252.46,24.895,66.3867,109.23,57.125,63.69,63.01,92.75,88.32,36.9,57.457,88.205,90.4,57.945,65.47
2022-11-09,138.67,227.5,14.14,89.75,88.32,101.4,191.4,291.6,552.6,130.89,199.8124,367.01,112.9,322.14,47.754,173.85,288.7525,,101.16,490.975,148.315,299.0,179.92,146.02,262.24,183.65,47.5,266.01,62.34,278.555,59.55,36.85,492.605,28.2,315.48,289.86,165.86,78.18,47.2,210.29,84.99,202.7,110.7772,92.53,361.99,366.0,307.22,1836.23,187.0,95.69,239.999,490.16,137.9,92.0,52.0655,227.99,675.32,401.13,148.95,80.19,75.2,377.5,44.61,56.73,197.1,76.5,288.89,147.98,50.0,78.05,752.63,79.59,81.6,285.16,252.915,330.39,527.38,105.715,379.05,209.25,79.46,149.74,45.84,43.83,318.61,98.93,212.0,285.415,161.92,317.41,54.0,132.19,146.01,104.63,117.8488,62.03,33.76,18.2,38.75,162.1,160.31,255.14,91.67,160.86,38.01,83.255,48.15,73.47,48.775,72.92,156.4366,90.545,,296.42,217.9787,252.6,24.72,66.4067,107.175,57.25,64.015,61.04,93.2,88.44,37.57,57.2,88.25,90.99,57.78,65.97
