Date,Ticker,Open,High,Low,Close
2020-01-02,AAPL,71.62708447362316,72.68128119000231,71.37321069958021,72.62083435058594
2020-01-02,AMZN,93.75,94.90049743652344,93.2074966430664,94.90049743652344
2020-01-02,GOOGL,67.01856949811031,68.0260238647461,66.92314114168889,68.0260238647461
2020-01-02,JPM,119.04758840525965,120.1632180939326,118.59623223126029,120.15469360351562
2020-01-02,META,205.62192482082304,208.6453312098775,205.14454805950575,208.63539123535156
2020-01-02,MSFT,151.2891080017366,153.14710838701015,150.86034091881393,153.04229736328125
2020-01-02,NVDA,5.942872368471369,5.971746444702148,5.892342616375051,5.971746444702148
2020-01-02,TSLA,28.299999237060547,28.713333129882812,28.11400032043457,28.68400001525879
2020-01-02,UNH,270.0706710190441,271.6507848583162,266.2214407019031,268.7110290527344
2020-01-02,V,181.83248776071358,183.89133121482035,181.56310747177434,183.87208557128906
2020-01-03,AAPL,71.84711763961168,72.67644657227763,71.68995732022762,71.9148178100586
2020-01-03,AMZN,93.2249984741211,94.30999755859375,93.2249984741211,93.74849700927734
2020-01-03,GOOGL,66.99818593237907,68.27800878406994,66.96438444234923,67.67015075683594
2020-01-03,JPM,117.84914380256446,119.33189664091044,117.48916980540918,118.569091796875
2020-01-03,META,206.079438098495,209.2520202365909,205.820846984823,207.53146362304688
2020-01-03,MSFT,150.8508074465806,152.40389764073367,150.60306438648712,151.1366424560547
2020-01-03,NVDA,5.85201716174533,5.919971430841615,5.827125458519271,5.876162052154541
2020-01-03,TSLA,29.366666793823242,30.266666412353516,29.128000259399414,29.534000396728516
2020-01-03,UNH,263.90639137111185,268.14147578200226,261.2330575920395,265.9917907714844
2020-01-03,V,181.26479485044217,183.71809229251338,180.79337218992748,182.40966796875
2020-01-06,AAPL,71.0347019061165,72.52652560345562,70.7832410162985,72.48783874511719
2020-01-06,AMZN,93.0,95.18450164794922,93.0,95.14399719238281
2020-01-06,GOOGL,67.17860597671533,69.499191867548,67.14729959032974,69.47384643554688
2020-01-06,JPM,117.04347040310691,118.50909081744348,116.99204741980967,118.47480010986328
2020-01-06,META,205.57220018181332,211.6190282997273,205.39318958228134,211.4400177001953
2020-01-06,MSFT,149.6693128510685,151.59401776506908,149.12619721864283,151.52731323242188
2020-01-06,NVDA,5.782819473763594,5.906032689136935,5.756683394717106,5.900805473327637
2020-01-06,TSLA,29.364667892456055,30.104000091552734,29.333332061767578,30.1026668548584
2020-01-06,UNH,264.5769288983839,267.9392640674038,263.86036750404065,267.83819580078125
2020-01-06,V,180.87033989538952,182.0344586486494,180.06219934674505,182.0152130126953
2020-01-07,AAPL,72.49753708995398,72.75383115765004,71.92692233659784,72.1469497680664
2020-01-07,AMZN,95.2249984741211,95.69450378417969,94.60199737548828,95.34300231933594
2020-01-07,GOOGL,69.60555247399162,69.75664673328069,69.16320569581798,69.33964538574219
2020-01-07,JPM,117.66059149963141,118.15770221582888,116.40925510892329,116.46067810058594
2020-01-07,META,211.65882590619583,213.4092175897688,210.59465672021256,211.8975067138672
2020-01-07,MSFT,151.8036372690105,152.13711630992105,149.89799290182077,150.14572143554688
2020-01-07,NVDA,5.929183112101722,6.0180462724291255,5.884129345960443,5.972245693206787
2020-01-07,TSLA,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523
2020-01-07,UNH,267.05742876312183,267.78315800943346,264.1911542921661,266.221435546875
2020-01-07,V,182.40008848155003,182.89075691434363,181.4476420981235,181.5342254638672
2020-01-08,AAPL,71.84954784350802,73.60975989811726,71.84954784350802,73.30752563476562
2020-01-08,AMZN,94.9020004272461,95.55000305175781,94.3219985961914,94.59850311279297
2020-01-08,GOOGL,69.3252356720482,70.1716609025224,69.21639136959885,69.83319091796875
2020-01-08,JPM,116.3063739346111,117.91769711675299,116.22067332415905,117.3691635131836
2020-01-08,META,211.83784200935605,215.06016957635293,211.4499705112899,214.0457305908203
2020-01-08,MSFT,151.43206075646742,153.2138485745025,150.49829885252953,152.53733825683594
2020-01-08,NVDA,5.968014203586467,6.024767251328361,5.927938873901402,5.983447074890137
2020-01-08,TSLA,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953
2020-01-08,UNH,267.79239001527526,273.19417581585793,266.4511392394357,271.83453369140625
2020-01-08,V,182.30386967418326,185.19971447014544,181.64003458258773,184.64170837402344
2020-01-09,AAPL,74.28676381243083,75.05806626477451,74.03531021087177,74.86463928222656
2020-01-09,AMZN,95.49449920654297,95.89099884033203,94.79000091552734,95.05249786376953
2020-01-09,GOOGL,70.67264858012106,71.00813806104328,70.09014352664377,70.56629180908203
2020-01-09,JPM,118.32053638345643,118.47480534015864,117.45487253282636,117.79771423339844
2020-01-09,META,216.35308463805274,217.1885130911296,215.099964721742,217.10894775390625
2020-01-09,MSFT,154.20474183695646,154.56681892653168,153.4329581787887,154.4429473876953
2020-01-09,NVDA,6.069819610250797,6.121594208507884,5.995393743948689,6.049159526824951
2020-01-09,TSLA,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406
2020-01-09,UNH,270.3554818603926,273.0288157128567,269.83183307746225,270.2911682128906
2020-01-09,V,185.68077602608548,186.56588469941366,185.21898338785408,185.92129516601562
2020-01-10,AAPL,75.09916182683553,75.59966347515947,74.53096000715122,75.03387451171875
2020-01-10,AMZN,95.26850128173828,95.34700012207031,94.0,94.15799713134766
2020-01-10,GOOGL,71.04740959554844,71.31927765300694,70.55685186767951,71.02205657958984
2020-01-10,JPM,117.60060361300924,117.63488124845527,116.40067712319255,116.62352752685547
2020-01-10,META,218.00400335222818,218.6803010443427,216.23371655819858,216.87022399902344
2020-01-10,MSFT,155.13850446552647,155.51962749773685,153.57586223229333,153.7283172607422
2020-01-10,NVDA,6.156441587389402,6.18680928571585,6.067329676794486,6.081517696380615
2020-01-10,TSLA,32.11933135986328,32.3293342590332,31.579999923706055,31.876667022705078
2020-01-10,UNH,271.99071906213953,271.99071906213953,268.44463716979465,271.1271667480469
2020-01-10,V,186.16177458051325,187.19120332620165,185.78656538949375,186.42153930664062
2020-01-13,AAPL,75.35062901064134,76.66353282405201,75.23214816687168,76.63693237304688
2020-01-13,AMZN,94.56549835205078,94.9000015258789,94.04000091552734,94.56500244140625
2020-01-13,GOOGL,71.33466921025015,71.64431268127268,70.84361860638434,71.57225036621094
2020-01-13,JPM,116.72636728926192,117.5920181274414,116.35781406796694,117.5920181274414
2020-01-13,META,218.4018400953534,220.75890421295074,218.01396859276733,220.69923400878906
2020-01-13,MSFT,154.12851888184957,155.605396247963,153.652107766259,155.57681274414062
2020-01-13,NVDA,6.164655686306579,6.297327714712407,6.142003947512647,6.272187232971191
2020-01-13,TSLA,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016
2020-01-13,UNH,270.4289586789435,270.50246799932904,261.8393861812135,262.6018981933594
2020-01-13,V,187.06613116055777,188.1821432695798,186.9121954185988,187.92237854003906
2020-01-14,AAPL,76.5740713542954,76.78442520845898,75.47877474428456,75.60208129882812
2020-01-14,AMZN,94.29399871826172,94.35549926757812,92.92749786376953,93.47200012207031
2020-01-14,GOOGL,71.57076533929069,71.7014816325608,70.96290727350438,71.10307312011719
2020-01-14,JPM,118.22624750702224,120.6432191903231,118.01197636483265,118.96334075927734
2020-01-14,META,220.4008510654537,221.1666540369217,217.4371148048513,217.86476135253906
2020-01-14,MSFT,155.68161454893516,155.88171360275174,154.09040326179172,154.48106384277344
2020-01-14,NVDA,6.229374711253073,6.254764452254112,6.142005193176182,6.155198097229004
2020-01-14,TSLA,36.284000396728516,36.49399948120117,34.99333190917969,35.861331939697266
2020-01-14,UNH,262.3722106398503,264.7974853515625,261.13200028205256,264.7974853515625
2020-01-14,V,189.27893216664256,189.4809600067947,187.73960392491355,188.61509704589844
2020-01-15,AAPL,75.40139008732662,76.28391248020361,74.84527472915032,75.278076171875
2020-01-15,AMZN,93.61250305175781,93.94300079345703,92.75450134277344,93.10099792480469
2020-01-15,GOOGL,71.2238574561662,71.60954490077435,71.15626204571724,71.53101348876953
2020-01-15,JPM,118.14915123514008,118.79196486954656,116.69209653469059,117.1806411743164
2020-01-15,META,219.40631239028434,220.47046638472378,218.93887558158073,219.943359375
2020-01-15,MSFT,154.94795870026942,156.2056911224707,154.90032921611618,155.48153686523438
2020-01-15,NVDA,6.167892158592838,6.190294646605257,6.086745453084705,6.112632751464844
2020-01-15,TSLA,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406
2020-01-15,UNH,265.51408301745806,275.2703852637477,265.4957197040636,272.3030700683594
2020-01-15,V,189.52903794100135,192.55957252333997,188.87483307984527,192.2228546142578
2020-01-16,AAPL,75.82209877195635,76.33227394816954,75.45941772509225,76.2210464477539
2020-01-16,AMZN,94.14949798583984,94.27950286865234,93.3010025024414,93.89700317382812
2020-01-16,GOOGL,71.84163683885957,72.10257646007113,71.57076229441184,72.07573699951172
2020-01-16,JPM,117.8062867570638,118.19197224779819,117.28346457866739,117.63487243652344
2020-01-16,META,221.3556356870297,221.41530589094376,219.18752216643014,220.55999755859375
2020-01-16,MSFT,156.59634588243543,158.39717939109113,156.29143577737156,158.33047485351562
2020-01-16,NVDA,6.166150111937192,6.202243064141345,6.142752030283496,6.1962690353393555
2020-01-16,TSLA,32.91666793823242,34.297332763671875,32.81133270263672,34.232666015625
2020-01-16,UNH,273.7637060197381,276.5105208100915,271.8620520715296,276.2808532714844
2020-01-16,V,193.3773761701221,193.8584144193015,192.20364166771455,193.3292694091797
2020-01-17,AAPL,76.47007821096346,77.06729322689777,76.16301095015437,77.06488037109375
2020-01-17,AMZN,94.29450225830078,94.33200073242188,92.86250305175781,93.23600006103516
2020-01-17,GOOGL,72.69104316420244,73.5861721727902,72.39332915622886,73.53498077392578
2020-01-17,JPM,117.8834252617312,118.52623879424584,117.69487865735572,118.44910430908203
2020-01-17,META,220.8185933322348,221.07716929759653,219.32677739826454,220.92799377441406
2020-01-17,MSFT,159.52149406039632,159.56913807909913,157.62537261176516,159.2165985107422
2020-01-17,NVDA,6.215436236855439,6.222903892443531,6.157438821953933,6.204981803894043
2020-01-17,TSLA,33.840667724609375,34.37799835205078,33.54399871826172,34.03333282470703
2020-01-17,UNH,275.61025556286654,276.24414024345947,271.81614315269366,274.19549560546875
2020-01-17,V,194.10852014437262,196.9851337313241,192.39602540649037,196.93702697753906
2020-01-21,AAPL,76.6925476967564,77.13501540190998,76.40482009407555,76.54264068603516
2020-01-21,AMZN,93.25,94.7135009765625,93.0,94.5999984741211
2020-01-21,GOOGL,73.50913987084401,74.04990309397813,73.07226106696393,73.6706771850586
2020-01-21,JPM,117.58343973975231,118.33767838154448,117.15489743474735,117.28345489501953
2020-01-21,META,220.9478690626974,221.15671477639958,217.92444720970508,220.23179626464844
2020-01-21,MSFT,158.81639847951428,160.25516931694727,158.57819292777114,158.6448974609375
2020-01-21,NVDA,6.168389583495585,6.205229342869277,6.137523851987078,6.17162561416626
