Date,AAPL,MSFT,NVDA,AMZN,GOOGL,META,TSLA,BRK-B,UNH,JPM,V,LLY,XOM,MA,AVGO,JNJ,HD,PG,MRK,COST,ABBV,ADBE,PEP,CRM,NFLX,CVX,WMT,ACN,AMD,MCD,KO,BAC,TMO,INTC,LIN,AMGN,TXN,NEE,PFE,HON,MS,UNP,QCOM,PM,GS,NOW,VRTX,BKNG,LOW,RTX,ISRG,LMT,IBM,SBUX,GE,CAT,BLK,DE,ADI,MDT,ORCL,INTU,CSCO,MU,ADSK,PANW,SNPS,CDNS,FTNT,ZM,REGN,BMY,GILD,BIIB,DHR,CI,ELV,ZBH,IDXX,HCA,SCHW,AXP,C,TFC,SPGI,ICE,CB,AON,MMC,AMP,SLB,COP,EOG,PSX,MPC,OKE,WMB,KMI,HAL,FANG,TGT,DG,ROST,DLTR,KHC,SYY,KR,CL,MNST,CHD,ETN,EMR,ROP,PH,ITW,ROK,FAST,PCAR,XYL,AOS,SO,D,DUK,AEP,EXC,PEG,ED,WEC,EIX,XEL
2021-05-24,63092900,21411500,554816000,48456000,31832000,16445400,103674300,3973300,1883600,9440300,4040100,2074900,18400300,2351500,14420000,5195100,2930600,6981300,8737910,1657000,4821300,1846900,3627800,5288300,2412600,6785600,18945900,1231300,33194300,1823300,10326100,31390800,1194800,19164400,1058300,2552000,4175900,6746900,16922300,1813500,7788800,2021400,8229300,3044000,1834300,928900,1505300,332500,3396200,5113300,2175900,931400,3449290,5476100,7827397,2372700,566800,1914700,3434600,3826900,7044700,1127300,21128900,15730400,923100,7980000,959400,1345300,4247000,1855000,521900,8441800,7005100,838200,2501904,954600,848200,807005,327800,1173300,4538300,1956900,16750200,3280900,1205900,2218300,2924600,737300,1032600,441800,9755900,6372800,4270800,1683300,11488300,2611200,5356300,12514500,4422400,2324900,3821000,3570500,2493500,1064100,4282700,2684100,5077100,3196200,4328000,811800,1341000,1872800,393800,508200,977900,415500,3248000,1350900,600700,711000,2566200,3695100,2726500,1551200,7096644,1516900,1344300,1643500,1156100,2116300
2021-05-25,72009500,17704300,435408000,65222000,22440000,16437000,84017700,4752300,2285600,12609100,4689100,2919100,25616100,3916300,9600000,7444700,3523300,8142400,14331714,1379700,6574200,2322500,4649300,6256300,2699500,7884000,21505200,1761300,47353100,2681900,11916500,52657700,1592500,22309900,1330300,3210600,4270100,7440600,25916300,1804600,10599600,2372400,7271400,3371600,2631000,1367500,1707200,278100,4089300,7606300,2028900,978500,4118311,5391800,9496071,2265700,625600,1682300,3327300,3854900,7160600,1469700,20657200,26272100,1119900,6523800,1181600,1398600,3583500,2160100,767500,9349700,9357400,946700,3977779,1444700,919500,652608,336000,1870100,5920100,2484200,20015800,4050300,952500,1591200,2643800,1074500,1218500,844500,10064400,8090600,4786200,2433200,8911900,2212800,10240300,10590800,7403700,1535600,4103000,2294900,2675900,1435300,4665300,2550400,4040500,3472800,4221600,1483400,1685300,1991100,333000,496900,816300,551800,3923000,1220850,763400,749800,3634500,5383300,3015000,1845700,7094400,1885300,1090700,1628900,2901200,2084500
2021-05-26,56575900,17771600,370440000,47680000,21572000,9686900,85917900,4756300,1903900,13058300,4295600,2891300,21698700,3101900,9873000,5726400,2881600,8122900,9686454,1648000,5802600,1695600,4462600,5807100,2465300,9232400,19294200,1873200,30354000,1564200,16064300,41332800,2142600,15173600,1411600,3812100,4221600,7408800,28036500,1747800,8665200,5997100,6663300,2788700,2121200,1542200,1485000,293900,3565600,4826200,1485300,999500,3225655,3841600,12092309,2070000,616200,1949800,4016300,6450200,12851100,2008700,18671200,12609800,1192200,6183000,1038800,1220200,4490500,2374300,640700,8503900,5932600,1777500,4110658,1245300,1116900,1424799,454800,1350100,7370400,3731600,15243400,4775700,871500,2508800,2303000,1050800,1381100,655100,9358100,6716000,3877200,2529100,8740800,4200400,6713800,17266700,6775900,2386200,3186800,2648100,1915600,2126200,3085900,2836600,4949700,2601700,2906600,1041600,1170400,1982400,227700,506800,1147900,623400,3713000,1742700,543400,683000,2895300,3428700,2607800,1985700,8287643,1897600,1466100,1109300,2567600,1787800
2021-05-27,94625600,24426200,581476000,51224000,35224000,20477700,79111800,6602100,2041800,15707500,5969600,9340300,33556000,5416300,19098000,8114700,3734800,33095700,17675149,4452000,26406000,2957300,9203600,15344100,3253800,11703400,56577000,7166300,35883200,5242900,59109600,52981100,4059500,32387600,1710900,3701100,10107700,10956100,38471200,6646900,21840900,3558900,7379300,3342700,3897000,1727800,2194900,689000,5126500,10492200,3920400,3979300,5889294,7378400,37035234,3594700,704600,3337100,3469200,9866400,12867800,2974200,56216100,22286500,2369800,6504600,1219500,2201400,7908000,3622100,1058800,12255400,8047700,1792800,4750572,2578800,1945400,1894685,903100,2034400,14693800,2828400,17467000,14971900,1226600,3545800,4827400,2060000,1822900,1849900,14893200,7484100,6086000,2903500,11339200,3534500,8198700,37714400,7733100,1741600,6623100,4109900,4549600,8135700,5817600,3801200,16336400,4686300,4490000,2481200,3082300,3795300,443700,1378600,1050500,1717300,5777800,2629350,833400,1514200,5675000,5900200,4251100,2452700,11264649,2843000,2866800,1759100,3934500,3383200
2021-05-28,71311100,18270200,644536000,46596000,21482000,12037400,68211000,4522500,2367900,10291300,5779700,2386000,19246800,3624300,19946000,6400800,3194000,10477100,13969735,4681200,7104300,1924800,4913700,17810800,2910300,7278200,21186300,2005700,40952700,2853600,17011600,38509700,1618200,20303900,1430900,3239300,3306500,9177500,16154100,2529300,9484800,1663800,7042200,3746600,2169700,1895600,1724900,232300,3619400,4850300,1575900,935500,2651192,4239800,14560581,2290700,435400,1348100,2750200,5530000,6929700,1451300,14863500,11330300,1948500,8257200,807200,1223200,4149500,2745700,542100,6356800,5937700,957000,2332817,1054900,992900,1408010,321800,1054600,6205300,2436400,14392800,6162100,1760900,3193400,2194500,1764100,1424800,625300,8307800,5745400,2062200,1722900,8962400,3098600,5670400,12715600,4709500,1361500,2632400,2730200,2044900,5616400,3133000,1655600,11356600,3971700,2767600,875600,1539500,2555500,339900,718400,701000,598500,3913200,1759050,515400,901800,3754600,4708000,2271200,2297800,6815963,1622800,1629000,1001800,1344200,2716200
2021-06-01,67637100,23213300,472804000,48600000,23354000,11765900,54254700,3335800,2199600,9445400,5091500,3070200,28474200,3119700,16277000,10448400,3549800,9993900,15798914,2117800,6846200,2189000,5530300,8103900,2482600,10260600,20767500,1670800,43433000,2574300,13304000,42890700,4619100,20326400,1418200,3799600,4817300,9056100,23642400,2234000,9576400,2133100,7059600,2717200,3644000,1693200,1808700,316000,4105600,4302200,1493700,962200,2528705,4306900,10087388,2476000,407400,1483500,2981800,5643900,10485300,948000,15741700,11067200,1205900,4422000,866900,1274800,3630000,6607100,617100,8796600,6573100,1340800,7237699,1297900,1159100,942450,294100,1227400,6175500,3827800,15450500,6068600,1415200,3792500,2965300,2095100,1704500,599200,15701900,9943600,4135200,3599900,6361400,2260500,8058000,15716200,7880700,4189300,3426400,1778800,1982600,4292800,3496800,1494400,7065400,5587000,5645600,1121900,1321000,2408800,363300,666600,702000,737400,4623400,1644450,666000,694000,4008900,3410800,2816100,2137200,7371015,1900900,1745700,1317000,2158000,2362500
2021-06-02,59278900,19406700,594168000,40290000,21158000,11654300,69908400,3517100,2232900,10498600,9081100,2030300,22978300,3531000,13286000,6806000,3380100,8254100,11830453,1881000,8100700,1761300,4546900,5543900,2269000,9141800,23298000,2089800,35203200,3172000,11328500,34180500,2355200,18483600,1562800,2266800,3137900,6421000,19629000,2225400,6878400,2244600,6026000,4373000,2809700,1032200,1559000,292700,3997700,4429100,1195800,1007600,2915097,5045000,8012785,2348500,543400,1882700,2071800,6011200,12249300,1321000,14529300,10314200,937600,4709400,672600,1812100,3329000,6252100,679400,7517300,6572700,1187500,3759624,1259600,818000,1977600,299400,1360800,6881900,3384600,15285600,5667200,1380200,3261900,1836600,1780100,2110800,463600,28422100,6103300,3547500,3142100,7552500,2093200,6025500,15132300,14759400,2704700,3331400,1702400,2091500,2870400,3525100,2555900,7705700,3749600,4828400,1084800,1545900,2303400,310000,561600,731800,751400,4259400,1924350,537000,1120500,3012600,3554800,1889900,1817700,5738106,2430400,2678900,1742400,1963600,2396700
2021-06-03,76229200,25307700,580008000,47966000,18696000,12610800,90335700,4099400,2281200,13354400,6382400,3066600,20272800,2605900,20389000,5808800,2652500,11249800,15974400,1780300,6286100,1539100,4651600,5109000,3887400,8809300,18374400,1540600,29812000,3249400,17364300,46981200,2396100,21831300,1608200,2010600,4205300,8871500,17376300,2321300,7926800,2260400,6644000,3367300,3003900,973200,1447600,283300,3469200,4083200,1260900,1649700,4320608,5723900,12672972,1923200,430800,1336800,2553700,4763000,12038700,1490100,17593100,14742100,1468600,6225600,662700,1331200,2832000,3107300,445000,7819400,6755400,1311600,3668256,1716300,745600,2051966,252600,1567900,7623800,2454800,22255800,6215200,1471000,2508300,1895700,1535000,1859000,514300,19992700,8280800,3658200,2995900,7620800,2608400,9207800,10532100,12619800,2083100,3155400,2008200,2381600,4324300,4312200,2310200,7938700,3967000,3981200,1656300,1277300,1911400,353800,512500,749000,642000,5011200,2397900,759300,1694400,3245100,3859500,3401900,5428000,10669781,2699400,3276900,1365700,1554100,4166200
2021-06-04,75169300,25281100,617120000,44994000,24458000,13289400,72110700,3271100,2990900,8510800,5085700,2817700,20427800,2295200,23865000,6510300,2638700,6894400,12728500,1765900,4255400,1644200,4427400,6177600,3160500,6699300,13635900,1146200,26387800,1615200,18935100,37192600,1731200,21493800,1362200,1875700,3462900,6586300,19375300,1300000,6406800,1842500,7416700,4471600,2514100,1575400,1601800,173700,4210500,4082800,1374600,1836100,3261323,4477500,12855029,1837900,647000,1279300,2443000,4037300,14502900,1400700,11676700,12591100,1138800,3386400,454900,1005100,3142500,5604900,785200,8046000,6342900,2956200,2246976,1487500,776100,2130658,333700,964700,5587500,3239300,13807000,7871000,938200,2367800,1421000,1314700,1531900,377700,13756400,6504800,3128600,3267400,5751800,2323200,7807100,12810500,10380000,2294200,3085100,1610800,2069300,3701100,3091700,1962500,7792100,3660200,2685800,1661600,1617000,1770100,232400,598800,556300,502200,5316200,2592300,599000,1858500,2950200,3357100,2771400,1984800,5791662,1901800,1418900,808200,1366900,2218200
2021-06-07,71057600,23079200,575756000,44316000,24120000,20136700,67631100,4441000,3353800,7267200,5421300,17231400,15477900,2133400,24142000,5362800,3974800,8418000,16794400,2515800,5570100,1768500,4724100,3510800,2791900,6748600,16630800,1404000,29006800,1877000,14010800,28401900,2782000,17364400,3591400,2153800,2726100,5988500,24110700,2032400,6773800,1926800,5563300,4370500,2188700,1210900,2258900,198800,2913500,5693900,1089000,1087900,3621984,4009000,7493597,2330700,400300,1537000,1999200,5765700,10445600,868100,14899800,9006400,1431400,3096600,470000,1097200,2838000,4538700,868700,7974100,7863300,17954100,2566651,2593000,1028900,1836902,260500,1053000,5662000,2516400,12670100,6097200,800300,1910900,2486200,1111800,1524600,414900,10082500,5405100,2670200,3160000,5920300,3535900,7765300,10703500,5643600,1269800,2221700,1529000,2078600,3497300,4285800,2525200,5715900,3211600,3396600,1376400,1820500,1916600,317700,458000,809400,452400,4168600,1953600,633400,1199200,5518800,3111900,3335100,2206300,4829750,2192700,960000,800300,1601500,2803800
2021-06-08,74403800,22455000,323848000,68334000,24240000,14580500,78160200,5035900,3051300,10370700,4170600,4618500,28953400,3224200,16615000,7746800,2913500,6911500,13657700,1553800,4114200,1747800,5997200,5827300,2374000,10559500,20120700,1321400,26956600,2106200,10968300,41871400,2819400,33254500,1721800,1638000,3063600,5803000,18880300,1720600,7036300,2511500,9657900,5455500,2452600,1074400,1917200,233900,3604600,4777000,1242900,1065000,5313785,4669800,8852489,2212300,303300,1521700,2437100,6380300,10726800,1516200,15329700,29666500,808800,4294800,595600,1488200,4280000,2842700,963600,14421200,5489200,12209300,2624066,1661900,894000,1094375,277700,1317200,7317100,2486300,15399100,5060500,1179600,2520500,3064800,1734200,1237900,462400,12822000,7345200,3018800,2778100,9855000,4537700,7260800,18974700,6459300,2686300,3441700,1651000,1798900,2900100,3523700,3153600,6624700,3233100,2913000,1478200,1327500,2793100,347700,523700,817600,649400,5531200,1768350,527200,1074000,4757400,3616800,3147900,6890000,5589634,1974800,1497500,1309500,1928300,2203000
2021-06-09,56877900,17937600,381656000,49110000,17942000,13727900,49753800,3501800,1925700,12377400,4659000,4934900,29133000,2520900,12126000,5552600,3603700,6200700,12258700,1398900,4884000,1702400,4008000,3350900,3055000,10146900,17085300,1166500,28454600,1982200,9838800,42366300,1795700,13904800,1720800,3047700,2866900,6660400,29824000,1973400,7811700,2117300,6717200,2555000,2025900,1027700,1599900,266400,3638900,4594500,1085100,1046100,5547252,3669400,11189043,2919600,463100,2000800,3245400,3880100,9720300,919500,14860900,21434900,1245800,2443800,467600,1469600,2932500,2721200,783300,13693600,8434200,6196900,2148840,1933200,827800,809065,230300,1096200,9634600,2700100,13778400,5201600,969100,2018700,1617100,1256600,1031300,649600,9229900,7026300,3154800,3670900,13185600,2205000,8199700,18501200,5067900,2792100,3372900,1823500,1735600,2298200,5710900,1863900,6905500,6530200,2522800,1144900,978300,1843900,293000,617100,907200,1061800,3821600,1234650,670800,1205700,4454800,2882200,1584800,3277100,5777922,2291500,1229300,864800,1766100,2819300
2021-06-10,71186400,24563600,287772000,69530000,25904000,13240200,71758800,4039200,4033600,12119400,4452500,5598200,27488700,2460200,15413000,6463100,3286300,6515500,17236700,1404000,6263800,3152400,4698200,4659500,4382900,13526200,16378500,2007200,28606400,2534000,12444400,40123600,2679600,26738100,1311000,2655900,3188700,8203300,42613700,2223600,6584900,3077100,5522300,3065900,3900800,3041800,2623200,269400,3905800,4826300,1189200,913700,4977391,3833200,9999489,6281800,423300,2232000,2905800,3514200,16680800,1149800,22183500,22683300,1444300,4842600,790600,2155200,3870500,2809200,934900,15019300,8678400,4753800,2881025,1679000,1313200,880341,302900,1096400,8741300,3024500,15277400,6417400,831700,2848600,1866800,1462000,1310500,496900,11364300,9396000,3122100,2248500,6980000,3056900,6808000,16620200,5863600,1771300,2579400,1965600,4707600,2525100,3195000,1805000,6373600,4075900,3455200,2284200,1648100,2099000,233800,719600,734000,892500,3614800,1984350,731900,810100,3162600,2936200,1783900,2386600,7587344,1767900,1217400,731000,2112200,2127900
2021-06-11,53522400,18999700,416308000,56348000,21958000,13587900,48615900,3524200,3094300,13683800,5378300,5636000,17631700,2708300,14508000,7389900,2785100,10641400,13928400,1404200,4471400,2871300,4364600,4624200,3124000,7731700,25232400,1473100,24310900,2654300,11825800,31203600,1935000,18119700,1437700,2002300,2309400,4548400,21386900,1998600,6509400,2029900,6529900,5530600,2117300,2080800,13725100,291700,3127800,4082700,1335600,751000,3596462,3231200,8500031,8734900,444000,2028400,2383300,6245200,11066500,1471000,17134000,12675700,985700,4804200,492900,1032400,3273000,6783400,622900,9541600,6928000,4221600,3352529,1988200,745200,1146287,246500,702500,6912700,1630100,18043500,4164800,1085600,3121900,1515700,1184900,1098100,560100,7243600,8117000,3977200,2518300,3631600,2735400,7263400,17408900,4832100,1406800,2510200,1757300,3456300,2144700,5078600,1600600,5034800,2560000,2156600,1242700,997900,2144300,387000,771400,747200,1002700,4295400,1938450,759400,1143000,3123400,2205600,1909000,3335100,6427189,1239100,1297900,639400,1757500,2211400
2021-06-14,96906500,19150500,321376000,51394000,22098000,12250800,61272000,6100500,2674900,19917900,5805800,2720700,16997200,2515300,14675000,4931300,3393500,6302000,7841400,1652600,4427600,3522600,3831900,6764700,4400200,9051900,15140700,1672400,27830200,1836800,9710800,36050700,1452700,21784500,1489400,2083200,3360300,4991900,23408300,2586100,10163100,1764200,7912600,9309500,2560500,1827700,3399200,190200,3257700,5924900,1263900,868400,3498661,4222400,9114079,7213300,363700,2775000,2755500,3434900,10173200,961500,15131400,14303000,1177000,4716600,528000,1055100,3283500,3444300,497800,5426600,5319500,2102600,2119850,1471500,794100,1309954,227400,1472100,7764100,2125700,18304400,7444200,1375300,4195900,1733200,1211800,1054200,903100,10015500,7744300,3574100,2030900,8772100,3533300,5690700,18476800,5402300,1526300,2904200,1343100,1856200,2358500,7227500,1374000,5843400,2345200,3009600,1395100,1318400,2497200,582100,1119500,709800,689900,4481400,2405700,649500,1026400,3300900,3320600,2003300,1933700,6991634,1745500,1451500,971100,2670300,1716800
2021-06-15,62746300,18038900,243032000,48524000,21562000,15795200,53292300,3758700,2845800,24485500,7093800,2188900,30717100,3562500,11131000,5062900,5270600,5543400,14185700,1252000,3590500,2424800,4256500,5135300,3104100,10540200,19327200,1408200,26194300,1948300,11154200,39247900,1260700,20806500,2011500,2508800,2600100,7770300,20206900,2063000,7459000,2030100,5723600,4252900,2302900,1565100,4608900,212100,4472600,5336700,1311300,943900,2628912,3487300,7629388,5055900,442600,1722400,2377800,4381800,17298000,1359600,12542600,22308600,1151700,3421800,660300,1042500,3165500,2587900,547500,6247700,6454200,1905100,2429261,2252100,1074600,1418104,308100,859800,7934500,3726100,25191700,5578300,1813800,2554100,1549500,1359300,1825900,711500,9834000,7835700,4392200,2450100,6232000,3494500,5064200,14824900,10108100,2721500,2518000,2012400,2117900,3260500,5992400,1434800,10660000,3220700,3613800,1735500,1475900,3647800,469100,1746100,824800,708600,13109800,1927350,745600,948900,3155700,3630900,2738600,2239200,9044723,1782400,1991400,1139900,2678500,2138300
2021-06-16,91815000,27220000,307124000,84056000,26472000,17232200,66432300,5626800,3330800,25321200,8905400,2548800,24803200,3081000,20437000,6988500,4492500,8936400,17576900,1801700,6670200,2842000,5492100,5099300,3533200,9283300,28794900,2350600,29598300,2951700,15211700,63859100,1691700,21879700,2364000,3185600,3357900,9646200,19177500,3052300,11370300,2903500,7404700,7440000,3264200,2057600,2796400,167900,4175800,8033800,1344600,1524200,4057329,4822000,14070907,4156900,595600,2264600,2360900,4678100,36560600,1230300,15477900,18116400,1207900,4774200,861600,1128500,3501000,2669200,914400,10795500,12938700,1572800,2164970,2040700,1032500,1468883,408500,1339300,8819100,3281300,53319800,6412700,1346000,3245400,2023000,4874500,2215400,958100,10924400,9745800,3806800,2188600,5432400,3380100,6889700,10967100,8582500,1672300,2767600,2442300,2415100,2246200,4601100,1872400,11134300,3615200,6313200,1369000,1590400,3527700,468000,866400,1327700,1395200,7067800,2057700,1010300,866100,4200200,3916400,3865400,2668100,8575473,2432100,2930100,1194200,1766100,2550500
2021-06-17,96721700,27565500,809656000,102730000,25842000,17794100,68104200,7134200,3532000,29722400,6876700,1890700,28491800,3824900,20881000,5874700,4481100,7875600,14233200,1686500,4172300,3566400,5316400,5170200,3198300,14337800,19341900,1872100,77822800,1895600,10658400,80728200,2237300,21498800,2397800,2142800,3222300,10553800,19580100,2425400,11131600,2962800,6618300,6795600,4146300,1909400,4314200,247800,4260900,7480500,1567200,1246400,4568300,4008500,15451709,7995300,569900,3387800,2391500,3837400,14836100,1442700,18288400,16003900,1893900,8025000,861700,1346100,5871500,3416600,846200,8841500,7015500,1832800,5641128,2592100,900400,1408113,336300,1240900,8699900,4194400,48523000,8196800,2122100,2813700,2487100,7322900,3256400,839300,14511300,13667200,4582200,3044100,7209900,4597600,7706600,16109200,12237900,2811400,2826600,2147700,3734400,3748300,7362500,2107200,22228400,3253100,3164000,1479500,2517800,3278200,506400,1239200,1399400,933600,7766400,2789550,1074800,1035700,4425800,4510400,3998700,2559900,6573838,1424700,2658000,1033100,1666100,2643100
2021-06-18,108953300,37202200,968856000,104954000,46116000,23039500,73682700,12565800,5521400,43595700,8840000,4016600,39590700,5009400,28537000,12993000,8792700,13997600,19351900,3415700,7415400,6762000,10661700,7822200,5197600,22284500,44812800,3134000,58736800,4408200,31445600,102774200,2321300,55118300,3882300,5560400,7535200,17539000,37775900,5426300,22453900,4791300,12753600,15687000,6290100,2246200,3517900,482900,9316900,10387200,2403600,2416200,9577699,7024400,16465184,7156400,1059000,2930600,3936500,5820600,22521200,1571100,35758300,39881500,1627600,8628600,1376700,2661700,9358500,4569100,914800,15038300,11464500,2873600,4836300,4244700,2229900,2306170,723500,2576000,17257900,6900200,44582900,13044500,2394900,7058400,4136700,3736000,4441100,1336300,24774200,18583800,9421200,3990400,8980600,6967700,12814300,25161700,11542200,4276700,4481400,3689900,4148500,3684200,8795500,4668600,16210800,7471300,6802600,2756100,3066900,5239900,657600,1532800,1821600,1466300,12067000,4738350,2234100,1676900,6549300,7225600,5190400,4480800,16531543,3369100,3831300,2003200,3978400,4431800
2021-06-21,79663300,26696100,672384000,65542000,27414000,11337500,74438100,5482700,3839300,18664800,7298400,3671300,33145400,3094600,18591000,6592300,3774200,8014800,10880800,1631600,4666100,2625900,4904300,5895100,5277300,13591500,20775000,1959400,44417100,2193000,14404300,48119400,1111300,19254600,2282800,2149000,3771200,6499700,19488100,2872400,10672700,2962000,6371400,11527100,2717300,1123300,2027200,203000,4539400,5097400,1424100,1186900,4482633,5628500,10825169,5633900,575800,2010700,2973200,4623500,8924300,1073600,17682200,19810100,1189900,3745200,862000,1677600,4077500,1896900,678800,10195400,5310400,1897900,3134599,2559500,1247200,1627503,299200,964600,9488200,3681400,30266600,5459800,1431800,3099500,2071900,2467400,1784200,632400,11198400,8234300,4966500,2828400,4657900,2859900,5160100,11436000,9360000,2736700,3049700,1650000,2264400,2973700,5012800,3017300,10839400,4226700,3067000,1179400,1488900,2580100,328600,845900,1370300,1244700,6298600,2897550,725400,654300,4303000,3640100,3566100,2431400,7466772,1964400,2609300,1422900,2345500,2059000
2021-06-22,74783600,24694100,580144000,66902000,22390000,15345300,57476700,5224700,3964600,14251200,8858400,1658800,25140400,3582700,13722000,5627800,4418400,6550900,10957500,1934800,4359900,2370400,3518000,4457200,5809300,10230100,19107000,2019800,32107700,1758300,13072800,44113200,1840600,18682800,2406900,1780400,3299700,5513100,15975900,2110900,9664100,2311100,5976400,3750600,1870800,1283300,1879500,214400,3995700,4150100,1349400,636200,2549102,3583500,7678083,3776400,668500,1677400,2983800,3923800,9845800,1480600,16451200,16771800,881100,5630400,499300,1251200,4143000,1999000,655600,9458700,4796800,1770000,4207553,1816900,891900,2144460,395900,1131100,6856800,2697600,21564600,4839700,1343200,2329400,1214000,1623700,2195000,906800,7675200,6745100,3187400,2689400,4246900,2079600,6108400,6974300,5495400,2022300,2901400,1277300,1571500,3219300,3341800,2654800,9580600,3159900,3198000,1247600,1487800,2058300,325600,778300,787000,1712800,4886000,5001000,731300,813300,3626200,2734300,2562000,2659400,5861482,3155500,2235100,1814600,1983200,1769900
2021-06-23,60214200,19518700,332356000,56266000,19148000,14817800,93297600,4533100,2942100,12733300,6814700,2419600,20701600,2241800,17674000,4493400,2564500,5796000,9539100,1538000,3837300,1616700,3901700,4482400,3944800,7792800,19390500,2161300,25992400,1701500,12339200,32039900,1358000,20287900,2685000,1654300,2473300,6079700,22025400,2234200,7139000,2625800,6613800,10206100,1713100,889900,1930600,162200,2835900,3524500,1292400,1024000,3349920,3552100,8763306,3283400,566400,3352700,2257000,3575100,7295900,1218800,14749800,16662200,922900,3542400,543200,1537000,3905000,2358900,636300,7473100,4246800,1778500,4011732,1443900,942100,1223022,332000,1052100,7116700,2327600,19672700,3702900,1254500,3183700,1077300,1316300,1540200,629200,8113100,8184000,2601300,3452400,3538800,1340300,4742000,8214400,8914400,2321800,2246400,1528300,1291500,2058000,3559000,1225400,5770500,3673800,3717200,798700,1962400,2234900,278200,1295000,645600,1808300,6235200,3834000,668000,879000,4500900,2482200,3997300,2674000,5865127,2835900,2169000,1074800,1453700,2435500
2021-06-24,68711000,21446900,320924000,76640000,21362000,12329100,137947200,5453900,3309100,13733200,4611500,12290500,19568400,2788200,12502000,4549200,2649200,6056700,8601900,1487300,7712300,1835000,3818900,4987300,3361200,8724600,23444100,3003900,42217700,1839800,11488400,37161800,1326600,21209700,3124300,1943000,2876700,7925200,13436500,3364300,7953500,3485900,7941700,5180300,2716600,997000,2482100,212300,2767800,5335200,1023000,1032700,3775746,3840000,9594524,6827600,662000,2140200,2059900,3690100,9624000,1088500,13974300,15721000,817300,3608400,802400,1235800,3434500,2438900,790000,6742200,5054000,4647600,3530866,1743900,725000,1123524,396000,1287200,5895500,2417100,23900400,4773400,2135500,3062300,1243400,1942900,1672700,572100,6238300,6424400,2754800,3097500,2646000,2632800,5522000,7711800,7406100,1762500,2141900,1571100,1652600,3685000,4986600,1592100,5050900,3449800,5211000,1116500,1291600,2585100,363200,1111600,709300,715600,5116200,2585250,648900,761000,4963900,2854400,2448600,2694400,4506869,1885600,1611000,699600,1629400,1583100
2021-06-25,70783700,25611100,278364000,78820000,34594000,14594400,97490100,5577100,16928900,15484900,7825200,6992200,18438300,3983900,19100000,10963800,11733500,24504900,50285200,2056100,11709400,2133500,6387600,15409300,5299100,8102300,28640700,4233600,27804500,3000100,18880300,53178800,4676100,21101200,23412000,4309900,4639100,6676800,22774300,5219100,11139000,4337900,7949200,5920500,2782400,1512000,5671600,337200,4149500,6611000,1303200,1708100,3759533,12171200,6844839,11274200,742100,6604800,2959500,4182600,12845000,1494500,16682700,19603800,1943400,11879400,2959100,2070700,5296000,3647200,1912800,22602400,8078100,2251600,4510985,3411100,2105800,1104572,465300,3049300,12715300,9186000,26727400,4074700,1980300,5260500,1770200,3825100,6749000,2011000,7823400,8099200,4754600,8032600,9623100,2754700,6228100,7961200,7052200,4894100,5987500,4079600,3143700,6837100,3569300,3911500,5930000,9475300,8855000,6334300,1469600,2076200,701700,1395900,2861600,1274100,8126800,3782700,3223900,1068100,4703900,2468700,3236200,3458600,5297597,2148600,2076200,1064400,3778200,1956800
2021-06-28,62111300,19590000,495436000,44856000,28526000,29156100,64884600,4024600,3193300,14125800,9301700,2507500,20570000,4800300,13987000,5604000,2635400,6065400,8796200,1645500,5141800,1714000,4282800,4274900,2820200,11348400,15549000,1662400,30262000,2901700,10556900,34416500,1449600,22480900,1969300,1680700,3228700,8444300,19225700,2360300,6174600,2133400,6645500,3933600,1833400,815500,2803900,612200,2510600,5738300,1245600,778200,4067789,4546600,12396856,3172000,373700,1304200,2265900,4552600,5605400,934500,14008700,18365500,994300,6169200,960800,1245100,3795500,3459900,1509400,8769900,6580300,1942700,2504047,1864200,870100,1703414,357100,1097900,5006400,3433400,17660900,5718700,1058300,3159600,1361700,1074600,2550700,613000,11191500,7647300,4471800,4141800,6040700,2567900,6297500,10957900,8073800,2340300,2062900,1504700,1271100,2184900,3837100,3179900,5939600,2735300,3954800,1191900,1170600,1726300,475000,1160900,899600,924500,4227200,2190750,917100,1067700,2363300,2047700,3192800,2674100,4368772,1607200,2285300,1298700,2359000,1826000
2021-06-29,64556100,19937800,367632000,41968000,23108000,21417300,52143900,4470500,2458800,14528700,11897700,1621200,19579300,3394300,14184000,3749500,3150100,5792300,7696600,1523600,5795100,1204800,3197700,3871900,2314600,7225500,35962500,2060700,46181000,1932100,12300900,38519600,1349900,26360000,1181800,1337200,2108700,6477400,14516600,3001900,15413700,2203300,6885400,3237500,2365900,1048800,2645900,517700,2628800,6496800,1241100,1223900,2540211,3789500,13883493,3443400,742800,1213400,2121400,3922500,5392900,718400,10926100,18530800,1146400,2887800,474200,916700,4774500,2582700,721500,5328300,4348100,1427500,3390204,1729500,864700,1133618,348400,916000,5316100,2785900,28696900,4638900,1709500,1579800,1156900,1023800,1600900,584900,7321600,6437000,2944600,3392700,3630100,1920600,6842900,13100100,6486300,1710900,2089600,1397400,1249900,2508700,2874900,1793600,5575700,3056700,2837200,946600,1433500,3409300,450900,982200,657800,747500,5182800,1800450,712800,910100,4097100,3312500,2669200,2753700,5243480,1939600,2552400,1202700,2510100,2329200
