Date,Close_HSI_Hang_Seng,Close_HSI_Nikkei_225,Close_N225_Hang_Seng,Close_N225_Nikkei_225,HSI_Pct_Change,N225_Pct_Change,Asian_Avg_Pct_Change,Close_HSI,Close_N225
2021-02-17,31084.9395,,,30292.1895,1.1002,-0.5762,0.2620,,
2021-02-18,30595.2695,,,30236.0898,-1.5753,-0.1852,-0.8802,,
2021-02-19,30644.7305,,,30017.9199,0.1617,-0.7216,-0.2799,,
2021-02-22,30319.8301,,,30156.0293,-1.0602,0.4601,-0.3001,,
2021-02-23,30632.6406,,,,1.0317,0.0000,0.5159,,
2021-02-24,29718.2402,,,29671.6992,-2.9851,-1.6061,-2.2956,,
2021-02-25,30074.1699,,,30168.2695,1.1977,1.6735,1.4356,,
2021-02-26,28980.2109,,,28966.0098,-3.6375,-3.9852,-3.8114,,
2021-03-01,29452.5703,,,29663.5000,1.6299,2.4080,2.0189,,
2021-03-02,29095.8594,,,29408.1699,-1.2111,-0.8608,-1.0359,,
2021-03-03,29880.4199,,,29559.0996,2.6965,0.5132,1.6048,,
2021-03-04,29236.7891,,,28930.1094,-2.1540,-2.1279,-2.1410,,
2021-03-05,29098.2891,,,28864.3203,-0.4737,-0.2274,-0.3506,,
2021-03-08,28540.8301,,,28743.2500,-1.9158,-0.4194,-1.1676,,
2021-03-09,28773.2305,,,29027.9395,0.8143,0.9905,0.9024,,
2021-03-10,28907.5195,,,29036.5605,0.4667,0.0297,0.2482,,
2021-03-11,29385.6094,,,29211.6406,1.6539,0.6030,1.1284,,
2021-03-12,28739.7207,,,29717.8301,-2.1980,1.7328,-0.2326,,
2021-03-15,28833.7598,,,29766.9707,0.3272,0.1654,0.2463,,
2021-03-16,29027.6895,,,29921.0898,0.6726,0.5178,0.5952,,
2021-03-17,29034.1191,,,29914.3301,0.0222,-0.0226,-0.0002,,
2021-03-18,29405.7207,,,30216.7500,1.2799,1.0110,1.1454,,
2021-03-19,28990.9395,,,29792.0508,-1.4105,-1.4055,-1.4080,,
2021-03-22,28885.3398,,,29174.1504,-0.3643,-2.0740,-1.2191,,
2021-03-23,28497.3809,,,28995.9199,-1.3431,-0.6109,-0.9770,,
2021-03-24,27918.1406,,,28405.5195,-2.0326,-2.0361,-2.0344,,
2021-03-25,27899.6094,,,28729.8809,-0.0664,1.1419,0.5378,,
2021-03-26,28336.4297,,,29176.6992,1.5657,1.5552,1.5605,,
2021-03-29,28338.3008,,,29384.5195,0.0066,0.7123,0.3594,,
2021-03-30,28577.5000,,,29432.6992,0.8441,0.1640,0.5040,,
2021-03-31,28378.3496,,,29178.8008,-0.6969,-0.8626,-0.7798,,
2021-04-01,28938.7402,,,29388.8691,1.9747,0.7199,1.3473,,
2021-04-02,,,,29854.0000,0.0000,1.5827,0.7913,,
2021-04-05,,,,30089.2500,0.0000,0.7880,0.3940,,
2021-04-06,,,,29696.6309,0.0000,-1.3048,-0.6524,,
2021-04-07,28674.8008,,,29730.7891,-0.9121,0.1150,-0.3985,,
2021-04-08,29008.0703,,,29708.9805,1.1622,-0.0734,0.5444,,
2021-04-09,28698.8008,,,29768.0605,-1.0661,0.1989,-0.4336,,
2021-04-12,28453.2793,,,29538.7305,-0.8555,-0.7704,-0.8130,,
2021-04-13,28497.2500,,,29751.6094,0.1545,0.7207,0.4376,,
2021-04-14,28900.8301,,,29620.9902,1.4162,-0.4390,0.4886,,
2021-04-15,28793.1406,,,29642.6895,-0.3726,0.0733,-0.1497,,
2021-04-16,28969.7109,,,29683.3691,0.6132,0.1372,0.3752,,
2021-04-19,29106.1504,,,29685.3691,0.4710,0.0067,0.2389,,
2021-04-20,29135.7305,,,29100.3809,0.1016,-1.9706,-0.9345,,
2021-04-21,28621.9199,,,28508.5508,-1.7635,-2.0338,-1.8986,,
2021-04-22,28755.3398,,,29188.1699,0.4661,2.3839,1.4250,,
2021-04-23,29078.7500,,,29020.6309,1.1247,-0.5740,0.2753,,
2021-04-26,28952.8301,,,29126.2305,-0.4330,0.3639,-0.0346,,
2021-04-27,28941.5391,,,28991.8906,-0.0390,-0.4612,-0.2501,,
2021-04-28,29071.3398,,,29053.9707,0.4485,0.2141,0.3313,,
2021-04-29,29303.2598,,,,0.7978,0.0000,0.3989,,
2021-04-30,28724.8809,,,28812.6309,-1.9738,-0.8307,-1.4022,,
2021-05-03,28357.5391,,,,-1.2788,0.0000,-0.6394,,
2021-05-04,28557.1406,,,,0.7039,0.0000,0.3519,,
2021-05-05,28417.9805,,,,-0.4873,0.0000,-0.2437,,
2021-05-06,28637.4609,,,29331.3691,0.7723,1.8004,1.2864,,
2021-05-07,28610.6504,,,29357.8203,-0.0936,0.0902,-0.0017,,
2021-05-10,28595.6602,,,29518.3398,-0.0524,0.5468,0.2472,,
2021-05-11,28013.8105,,,28608.5898,-2.0347,-3.0820,-2.5584,,
2021-05-12,28231.0391,,,28147.5098,0.7754,-1.6117,-0.4181,,
2021-05-13,27718.6699,,,27448.0098,-1.8149,-2.4851,-2.1500,,
2021-05-14,28027.5703,,,28084.4707,1.1144,2.3188,1.7166,,
2021-05-17,28194.0898,,,27824.8301,0.5941,-0.9245,-0.1652,,
2021-05-18,28593.8105,,,28406.8398,1.4177,2.0917,1.7547,,
2021-05-19,,,,28044.4492,0.0000,-1.2757,-0.6379,,
